Original,Translate,Translate_GPT_1
"E l’un atender, e l’altro studiare,","Et l'un attend, et l'autre étude,",Attendez et enquêtez.
Secondo ch’egli alor si sentiranno;,selon ce qu'ils ressentiront;,selon ce qu'ils percevront.
Né sì non dé parer lor già affanno,Et ils ne devraient pas avoir l'air de se fatiguer.,Et ils ne devraient pas avoir l'air fatigués.
"Di voler ben a modo mantacare,","Aimer d'une manière à maintenir,","Pour ressentir de l'affection, pour préserver."
C’amendue insieme degian afinare,Nous devons tous les deux aiguiser ensemble.,Nous devons tous les deux nous améliorer ensemble.
Lor dilettanza;   e dimorasse un anno!,Leur plaisir; et s'ils restaient un an!,Leur satisfaction; et s'ils sont restés pendant un an!
"E se•lla donna non v’à dilettanza,","Et si la femme n'aime pas ça,","Si la femme n'est pas intéressée,"
"Sì ’nfinga in tutte guise ch’e’ vi sia,","Vous trompez par quelque moyen qu'il y ait,","Cunning, fraude, escroquerie avec tous les artifices possibles."
Sì gline mostri molto gran senbianza:,montrer une très grande affection;,Exprimant une profonde affection.
"Istringa ’l forte, e basci ’l tuttavia;",Tenez-vous serrés et embrassez cependant;,Accrochez-vous fermement et embrassez tout de même.
"Quando l’uom avrà sua dilettanza,","Quand l'homme a son plaisir,","Quand l'homme a sa satisfaction,"
Sì paia ch’ella tramortita sia.,Fais comme si tu t'étais évanouie.,Simuler un évanouissement.
Se l’uon può tanto far ched ella vada,Si l'homme peut le faire partir,Si l'homme peut s'assurer que tout va bien
"Al su’ albergo la notte a dormire,","Pour dormir dans son hôtel la nuit,",Pour se reposer dans son auberge la nuit.
Si dé alla femina ben sovenire,Laisse la femme s'en souvenir.,Laissez la femme vous mémoriser.
Ched ella il faccia star un poco a bada.,Fais-le surveiller un moment.,Laissez-le observer pendant un certain temps.
"E que’, che guarderà tuttor la strada,","Et celui qui regarde toujours la route,","Celui qui gardera le chemin,"
Ciertana sie ch’e’ le parrà morire,Ce sera sûrement la peur de mourir.,"Incertitude, peur, peur de périr."
Insin ched e’ no•lla vedrà venire:,Jusqu'à ce que tu la voies venir :,Jusqu'à ce que tu la voies venir.
"Ché•ll’amor, c’uom atarda, vie più agrada.","Parce que l'amour, s'il est retardé, aime mieux.","Parce que l'amour, s'il est retardé, aime mieux."
E quand’ella sarà a l’ostel venuta,"Et quand elle arrivera à l'auberge,","Quand vous arriverez à l'hôtel,"
"Sì dica a que’, che•nn’è sì amoroso,","Dis-lui qui est si amoureux,","Il informe ceux qui l'aiment tant,"
Ched ella per su’ amor tropp’è arguta;,C'est pour lui qu'elle est trop intelligente.,"Pour elle, elle est trop intelligente."
"Ché ’l su’ marito n’è troppo gieloso,","Que votre mari est trop jaloux,",Que votre conjoint est trop possessif.
Sì che dubita molto esser battuta:,Tellement qu'il doute d'être battu :,Tellement pour soupçonner qu'elle a été vaincue.
Così gli faccia forte il pauroso.,Alors fortifie sa peur.,Alors fortifiez votre peur.
Se quel gieloso la tien sì fermata,Si cet homme jaloux l'arrête,Si cet homme jaloux la retient
"Ch’ella non poss’andar là, ov’ella vuole,","Que je ne peux pas y aller, où tu veux,","Que je ne peux pas aller là-bas, où tu veux."
"Sì gli faccia intendente   che•ssi duole,",Dis-lui qu'il est désolé.,Dites-lui qu'il est désolé.
"D’una sua gotta, che d’averl’è usata:",Car une goutte qui l'a fait souffrir:,Pour un podagra qui l'a fait souffrir.
"Per ch’e’ convien ch’ella sia   stufata,",C'est pour ça que j'en ai assez.,"Pour cette raison, il est conseillé qu'il soit bouilli"
"Ché colla stufa guerir se ne suole,","Parce que le poêle guérit habituellement,",Parce que le poêle te guérit en général.
"Po’ bullirà ramerin, e viuole,","Puis il fera bouillir du cuivre, des violettes","Puis il fait bouillir du romarin, des violettes"
"E camamilla, e salvia, e fie bagniata.","Et camomille, sauge, et il sera mouillé.","Et la camomille, sauge, et elle sera trempée."
"E ’l gieloso dirà: “Va arditamente,","Et les jaloux diront, ""Allez hardiment,","Et le possessif dira: ""Fais preuve d'audace,"
E mena teco buona conpagnia”;,"Et apportez de la bonne compagnie avec vous.""",Et apportez une bonne compagnie avec vous.
"Ma molto ne fia   nel su’ cuor dolente,","Mais beaucoup sera dans son cœur affligé,","Mais beaucoup sera dans son cœur affligé,"
Ma vede ch’e’ desdir no ’l gliel poria.,Mais il ne pouvait pas dire non.,Mais vous voyez que le rejet ne pouvait pas lui faire ça.
"Quella mena conseco alcuna giente,",Elle n'amène pas de gens avec elle.,Elle accompagne des gens.
La qual sapranno ben sua malatia.,Ce qui connaîtra très bien votre maladie.,Qui connaîtra parfaitement sa maladie.
Ancor non dé aver femina credenza,Aucune femme ne croit encore,Aucune femme n'a encore foi
"Che nessun huon malia far le potesse,",Qu'aucun homme ne puisse lui faire de mal,Qu'aucun homme ne puisse lui faire de mal
"Néd ella ancor d’altrui, s’ella potesse","Ni toi, à qui que ce soit d'autre, si tu pouvais,","Toi non plus à qui que ce soit d'autre, si c'était possible."
C’altri l’amasse   contra sua voglienza.,Qu'une autre l'aime contre sa volonté.,Qu'une autre l'adore contre sa volonté.
"Medea, in cui fu tanta sapienza,","Médéa, où il y avait tant de sagesse,","Mède, riche en sagesse."
Non potte far che Giesonò tenesse,Il ne pouvait pas garder Jason.,"Tout ce que Jason pouvait faire, c'était la tenir."
"Per arte nulla, ch’ella gli faciesse,","Sans aucune sorte d'art qu'il lui a fait,",Sans aucune sorte de création qui l'a produite.
Sì ch’e’ ’nver’ lei tornasse   la sua ’ntenza.,Pour qu'il lui revienne son intention.,Pour que sa volonté revienne à elle.
"Sì non dea nessun don, che guari vaglia,",Ne donnez aucun don qui s'applique à la guérison,N'offrez pas de cadeaux utiles pour le remède.
A null’amante tanto l’apregiasse:,À aucun amant qui l'apprécie tant:,À aucun admirateur qui le valorise autant.
"Doni borsa, guanciale, o tovaglia,","Sac cadeau, oreiller ou nappe,","Cadeaux, sac, oreiller ou nappe."
"O cinturetta, che poco costasse,","Ou sangle, ce qui coûte peu,",Bracelet pas cher
"Covriciefo, o aguglier di bella taglia,","Couverture de la tête, ou aiguille d'une taille fine,","Chapeau, ou grande broche."
"O gumitol di fil, s’egli ’l degniasse.","Ou une boule de fil, s'il lui plaît.",Un rouleau de corde s'il l'apprécie.
"Ma ciascun uon, c’avesse in sé ragione,","Mais chaque homme, qui avait raison en lui-même,","Tout le monde, qui avait le bon sens,"
"O che del mondo ben savio sarebe,","Ou qu'il était sage dans le monde,","Qu'elle était sage dans le monde,"
"Ma’ don’ di femina non prenderebe,","Il ne prendrait pas une femme comme cadeau,",Il n'accepterait pas une femme comme cadeau.
"Ch’e’ non son che•llacci di tradigione,","Parce qu'ils ne sont que des liens de tradition,",Parce que ce ne sont que des contraintes coutumières.
"Ché quella, che faciesse donagione,",Parce que celui qui ferait un don,Parce que celui qui ferait un don
"Contra la sua natura pecherebe,","Contre sa nature, il pécherait,","Contre son essence, il transgresserait."
E ’n gran follia ciascun gliele porebe,Et ce serait fou qu'elle le prenne.,Ce serait une grande imprudence s'il l'acceptait.
Sed ella no ’l faciesse a tradigione.,S'il ne l'a pas fait par tradition.,S'il ne l'a pas fait par coutume.
"Perciò ciascuna pensi, quando dona,","Donc chacun pense, quand il donne,","En conséquence, chacun se sent, quand il donne,"
"Che doni nella guisa, c’ò parlato,","Pour donner comme je l'ai dit,","Distribuez, offrez, donnez dans le mode que j'ai décrit."
"Sì che, quand’ella avrà passata nona,","Pour que, quand il aura passé sa jeunesse,","Pour que, quand il est au-delà de la jeunesse,"
Il guardacuor suo sia sì fodrato,Que son cœur soit si protégé,Que son cœur soit ainsi gardé
Ch’ella non cagia a merzé di persona.,Qu'il ne tombe pas au pouvoir en personne.,Qu'il n'est contrôlé par personne.
E ciò tien tutto al ben aver guardato.,Et tout cela dépend d'une bonne attention.,Et tout cela dépend d'une concentration profonde.
"Al ben guardar fallì’, lassa dolente,","Si la bonne attention échoue, ça te rend triste,","En cas d'échec de l'attention diligente, vous êtes déçu."
"Ché•cciò, c’all’un togliea,   a l’altro donava:","Parce que ce qu'il a pris à l'un, il a donné à l'autre:","Parce que ce qu'il a volé à l'un, à l'autre, il a donné."
"Come ’l danaio venia, così n’andava,","Quand les Danois sont arrivés, il est parti.","Quand les Danois sont arrivés, il est parti."
Non faciea   forza d’aver rimanente.,Il n'avait pas la force d'avoir un reste.,Il n'a pas essayé d'obtenir un surplus.
"I’ era di ciascun molto prendente,","J'étais très intéressé par tout le monde,",J'étais très curieux de tout le monde.
"E tutto quanto a un ribaldo i’ ’l dava,","Et tout ce que j'ai donné à un voleur,",Tout ce que j'ai donné à un malfaiteur.
"Che “Puttana comune” mi chiamava,","Qui avait l'habitude de me traiter de garce commune,","Il m'appelle ""prostituée ordinaire""."
E mi battea   la schiena ben sovente.,Et il me battait souvent le dos.,Il me battait souvent le dos.
"Quest’iera que’, che più mi piaciea,",C'est ce que j'aimais le plus.,C'est ce que j'ai préféré le plus.
"E gli altri “Amici dolci” i’ apellava,","Et j'appelais les autres ""bons amis"",","J'appelais les autres ""Chers camarades""."
"Ma solamente   a costui ben volea,",Mais j'adorais ça.,Je voulais juste le meilleur pour ça.
Che molto tosto s’apacificava,"Que c'était paisible très rapidement,",Ça s'est calmé rapidement.
"Comeco, sì battuta no•m’avea,","Parce que s'il ne m'avait pas battu,","J'aurais gagné parce que s'il ne m'avait pas vaincu, j'aurais triomphé."
Ché troppo dolze mente   mi schufiava.,Trop réconfortant.,Cela m'a réconforté avec tendresse.
"S’i’ fosse stata, per l’anima mia,","Si c'était le cas, pour mon âme,","Si c'était le cas, pour mon âme,"
"Ben savia in giovaneza, e conosiente,","Bien connu chez les jeunes, et y compris,","Bien connu dans la jeunesse, et compris."
"Ch’i’ era allor sì bella, e sì piaciente,","Que c'était alors si beau, et agréable,","Que c'était alors si attrayant, et agréable."
"Che ’n ognie parte novelle ne gia,",Que chaque partie de la nouvelle de moi est venue,"Des nouvelles, des histoires, des histoires et des histoires de moi sont venues."
"I’ sarè’ troppo richa, in fede mia;","Je serais trop riche, je le jure.","Je serais riche, promis."
"Ma i’ sì ’l dava tucto a quel dolente,","Mais j'ai tout donné à ce malheureux,",J'ai tout donné à ce malheureux malheureux.
"C’a ben far   non fu anche conosciente,",Qu'il n'était pas capable de faire le bien,Incapable de perpétrer le bien
Ma tutto dispendea in ribalderia.,Mais tout est passé dans l'insouciance.,Mais tout s'est dissipé imprudemment.
Né no•gli piaque nulla risparmiare,Il n'aimait pas sauver quoi que ce soit.,Il n'aimait pas sauver quoi que ce soit.
"Ch’e’ tutto no ’l bevesse, e no ’l giucasse,",Que tout ne l'a pas bu et ne l'a pas joué.,Que tout ne l'a pas goûté et ne l'a pas aimé
Tant’era tenperato a pur mal fare!,Il était enclin à faire le mal de toute façon !,Il était enclin à commettre le mal de toute façon!
"Sì c’a la fin convene ch’i’ lasciasse,","Donc ce serait mieux si je le quittais,","En fin de compte, c'était plus rentable pour moi de l'abandonner."
"Quand’i’ non ebi più, che gli donare:",Quand je n'avais plus rien à donner :,Quand je n'avais plus rien à offrir.
E’ me e sé di gran richeza trasse».,Apportez-moi et à lui-même de grandes richesses.,Accumuler une grande abondance de moi-même et de soi-même.
Così à quella Vechia sermonato.,C'est ce qu'a dit la vieille dame.,Elle a donc prononcé l'Aîné.
"Bellacoglienza molto queta è stata,",Bellacoglienza était très calme,Bellacoglienza était très calme.
"E molto volontier l’à ascoltata,",Et j'aimerais l'entendre.,Et je suis content que tu l'aies écoutée.
E molto e’ n’è ’l su’ cuor rasicurato:,Et son cœur est beaucoup plus rassuré,Et son cœur est beaucoup plus calme.
"Sì ch’e’ seria legier a far mercato,",Pour qu'il soit facile de faire des affaires,D'une manière telle qu'il serait facile de conclure des accords.
"Se Gielosia non vi fosse trovata,","S'il n'y avait pas de jalousie,","S'il n'y avait pas d'envie,"
"E ’ tre portier’, che fanno gran veghiata,","Et les trois gardiens qui font une grande montre,",Les trois gardiens qui exercent une surveillance étroite.
Ché ciascun dotta d’eser barattato.,Parce que tout le monde sait échanger.,Parce que tout le monde sait négocier.
"Di Mala-Bocca, che già era   morto,","Pour Malabocca, qui était déjà mort","Pour Malabocca, qui était déjà mort"
"Nessun di lor non faciea mala ciera,",Aucun d'entre eux n'a fait une mauvaise expression,Aucun d'entre eux n'a montré d'expression négative.
"Ché, chi l’amasse, sì faria gran torto:",Car celui qui l'aimait ferait un grand mal.,Parce que ceux qui l'aiment commettraient une grave injustice.
"Ch’e’ non finava di dìe, né da sera,","Pourquoi n'a-t-il pas fini dans la journée ou dans la soirée,",Parce que ça ne s'est pas arrêté le jour ou le soir.
"Di dar a Gielosia nuovo sconforto,",Donner plus de jalousie consterné,Apporter le désespoir à la jalousie
Né non diciea giamai parola vera.,Et il n'a jamais dit un vrai mot.,Et il n'a jamais prononcé une phrase authentique.
Bellacoglienza la parola prese,"Bellacoglienza a pris la parole,",Bellacoglienza a pris la parole à gauche.
"E sì rispuose, come ben parlante:","Et il répondit, comme un homme qui parle bien:","Et il se répondit, comme un homme éloquent:"
"«Gientil madonna, i’ vi fo grazie mante","Chère Madonna, je vous remercie beaucoup.","Chère dame, je vous suis très reconnaissante."
Che di vostr’arte mi siete cortese;,"Pour ta bonté envers moi,",Pour ta gentillesse envers moi.
"Ma ’l fatto de l’amor no•m’è palese,","Mais le fait de l'amour n'est pas évident,","Pourtant, l'affection n'est pas manifeste."
Se non se in parole trapassante.,Si ce n'est pas en mots éphémères.,Si ce n'est pas éphémère.
Ched i’ sia   di danar ben procacciante?,Je peux être riche avec de l'argent ?,Je peux être riche en argent ?
"I’ n’ò assai, per farne belle spese.",J'en ai beaucoup pour faire du shopping.,"J'en ai assez, pour faire des achats agréables."
"D’avere in me maniera bella e giente,","Pour être gentille et gentille,","Pour avoir une apparence agréable et des manières courtoises,"
"A•cciò vogl’i’ ben metter mia balia,",Je veux y mettre mon attention.,Je veux attirer mon attention.
In tal maniera che•ssia   sofficiente.,De telle manière qu'elle soit suffisante.,Pour être adéquat.
"Se voi mi parlate di malia,","Si vous me parlez de Malia,","Si tu me parles du sort,"
"Ch’ella non può tornar già cuor di gente,","Qu'elle ne peut pas retourner dans le cœur des gens,","Que tu ne peux pas retourner à l'amour des gens,"
"Creda ’l chi vuole, ch’i’ la teng’a•ffollia.","Croyez qui il veut, que je le garde fou.","Croyez qui il désire, ce que je considère comme de la folie."
"Del bel valetto, che vo’ mi parlate,","Le beau valet dont tu m'as parlé,","De la charmante servante que tu m'as décrite,"
"In cui tanta vertute è riposata,","Où est mis tant de valeur,",Dans lequel il est gardé tellement de valeur.
"Sed e’ la s’à, per me gli sia chitata:",Il me l'a donnée :,"Il le possède, qu'il me soit accordé."
"S’i’ l’amo, i’ l’amerò come mi’ frate.","Oui, je l'aime, je l'aimerai comme mon frère.","J'apprécie, je le respecterai comme un frère."
"Ma per le gioie, ch’e’ m’à presentate,","Mais pour les plaisirs qu'il m'a présentés,","Pour les plaisirs qu'il m'a offerts,"
La mi’ veduta no•gli fia vietata;,Mon avis ne sera pas interdit;,Mon opinion ne lui sera pas interdite.
"Ma venga il più che puote a la cielata,","Mais venez autant que vous le pouvez à la cour,",Que le grand nombre possible vienne à la cour.
"E, sed e’ piacie a voi, sì ’l ci menate.","Et si ça te plaît, amène-le-moi.","Si ça te plaît, guide-moi."
"Ma che sia fatto tosto, san’ dimora,","Mais qu'il soit fait immédiatement, sans abri,","Qu'elle soit exécutée immédiatement, sans délai,"
Perciò che Gielosia non può sofrire,Pourquoi la jalousie ne peut pas souffrir,Pourquoi la jalousie ne peut pas tolérer
Ched ella stea sanza vedermi un’ora:,Pour jouer sans me voir pendant une heure :,Se séparer pendant une heure.
"Ché molte volte si parte per gire,","Parce qu'il va souvent tirer,",Parce qu'il voyage souvent.
"E ’l Diavol, che di notte in lei lavora,","Et le Diable, qui travaille la nuit en elle,","Le diable, qui travaille en elle la nuit,"
Sì•lla fa mantenente rivenire».,Elle revient tout de suite.,Ramène-la immédiatement.
"La Vechia sì la va rasicurando,","La vieille femme les a rassurés,","La vieille femme les a rassurés,"
E dicie: «Sopra me lascia la cura,"et dit, ""Que le remède soit à moi.","""Et ça dit, ""Laisse-moi m'occuper de moi."""
"Di questo fatto; non aver paura,","de ce fait; n'ayez pas peur,",de cet événement; n'ayez pas peur
Chéd io il saprò ben andar cielando.,parce que je pourrai bien me cacher,Parce que je serai capable de cacher habilement
E gisse Gielosia tuttor ciercando,Et il est allé Jalouxy chercher encore,Et il est allé envier de nouveau
"Qua entro, sì seria grande sciagura","Ici, un grave désastre.","Dans cet endroit, une grande calamité grave."
"S’ella ’l trovasse, ma i’ son sicura","Si elle la trouve, mais j'en suis sûr.","Si elle le découvre, j'en suis sûr."
Che poco le varria su’ gir   sogniando».,"si seulement il s'est endormi en rêvant.""",Si seulement il a sombré en rêvant.
"«Dunque potete voi farlo venire,","Pour qu'il vienne,","Appel, appel, convocation."
"Ma’ ched e’ si contegnia come sagio,","mais seulement qu'il se comporte sagement,",mais seulement que vous agissez avec prudence.
Ch’e’ non pensasse a•ffar nesun ardire».,et ne pensez à rien faire d'audace.,et ne pensez à rien faire d'imprudent.
"«Figluola mia, e’ non fecie anche oltragio","Ma fille, il n'a pas fait d'indignation.","Ma fille, il n'a commis aucun affront."
"I•nessun luogo, ch’i’ udisse dire,","Nulle part, que je devrais entendre.",Je n'entendais nulle part.
Ma troppo il loda l’uon di gran vantagio».,Mais trop louer l'homme d'un grand avantage.,Mais trop exalte l'homme de grande valeur.
Alor sì fecier fine al parlamento.,Puis il a mis fin à la conversation.,Puis il a terminé la discussion.
"La Vechia se ne venne al mi’ ostello,","La vieille femme est venue à mon auberge,",La femme âgée est arrivée dans mes quartiers.
"E disse:   «Avrò io sorcotto e mantello,","Et il dit: Je prendrai le manteau et le manteau,","Et il a dit, ""Je vais prendre le manteau et le imperméable,"
"Sed i’ t’aporto alcun buon argomento,","mais je vous apporterai de bonnes nouvelles,",Mais je vais vous donner de bonnes nouvelles.
Che ti trarrà di questo tuo tormento?».,"qui vous délivrera de votre tourment?""","""Qu'est-ce que tu exonères de ta souffrance ?"""
"I’ dissi: «Sì, d’un verde fino e bello;","J'ai dit, ""Ouais, avec un beau et beau vert,","J'ai dit, ""Oui, avec un beau et attrayant vert."
"Ma, sì sacciate, non fia san’ pennello",Mais sachez que ce ne sera pas sans un pinceau,Mais sachez que ce ne sera pas sans un pinceau
"Di grigio, con ogni’altro guernimento».","gris, avec tous les autres ornements.","d'apparence grisâtre, avec toutes les autres décorations."
"D’Amico mi sovenne, che mi disse","J'ai pensé à Ami, qui m'a dit","Un compagnon m'est venu à l'esprit, qui m'a informé"
"Ched i’ faciesse larga promessione,","afin que je fasse une grande promesse,",que je pourrais faire une grande promesse.
"Ma ’l più, ch’i’ posso, il pagar soferisse:",mais de payer autant que possible si nécessaire:,mais de payer le maximum si nécessaire
Avegnia ch’i’ avea ferma ’ntenzione,tant que j'avais une ferme intention,Autant que je le voulais.
"De dar ben a coste’, s’ella m’aprisse,","pour donner beaucoup, si vous m'aviez dit",Il aurait pu m'en donner beaucoup s'il m'en avait informé.
Che quell’uscisse   fuor della pregione.,qu'il sortirait de prison.,qu'il serait libéré de sa détention.
"La Vechia disse allor: «Amico mio,","La vieille femme a alors dit: ""Mon amie,","La vieille femme a alors dit: ""Mon camarade,"
"Queste son le novelle, ch’i’   t’aporto:",Voici les nouvelles que je vous apporte :,Voici l'information que je vous donne :
Bellacoglienza salute e conforto,"Belle santé et confort,","Bienvenue, bien-être et confort."
"Te manda, se m’aiuti l’alto Dio;","Il vous envoie, si vous m'aidez le Dieu-Haut;","Il vous envoie, si vous m'aidez le Très Haut."
Sì ch’i’   ti dico ben ched i’   cred’io,"Je te le dis, je te crois.",Je vous assure que je vous crois.
Che•lla tua nave ariverà a tal porto,Que votre vaisseau arrivera à ce port,Que votre bateau atteindra ce port
Che•ttu sì coglierai   il Fior dell’orto».,"Que vous prendrez la Fleur du Jardin.""",Que tu vas aller chercher le bourgeon de jardin.
"Questo motto fu quel, che mi guerio.",C'est la devise qui m'a guéri.,Cet adage qui m'a guéri.
"«Or te dirò, amico, che farai:",Je vais te dire ce que tu vas faire :,"Maintenant, je vais vous informer, camarade, ce que vous ferez:"
"All’uscio, c’apre verso del giardino,","A la porte qui s'ouvre sur le jardin,","A la porte qui mène au jardin,"
Ben cheta mente tu te ne verai;,"Ne t'inquiète pas, tu vas partir.","Tranquillement, tu pars."
"Ed i’   sì me ne vo ’l dritto camino,","Et je vais aller directement sur le chemin,",Je vais prendre le chemin droit.
"E sì farò c’aperto il troverai,","Et je le trouverai ouvert,",Je le trouverai ouvert.
Sì che•ttu avrai   il Fior in tuo dimino».,Donc tu auras la Fleur sous ta garde.,Pour que vous possédiez la Fleur sous votre garde.
"La Vechia atanto da me si diparte,","La vieille femme s'est alors détournée de moi,",La vieille femme s'est alors détournée de moi.
"E ’l camin ebe tosto passegiato,","Et le chemin fut bientôt parcouru,",Le voyage s'est rapidement achevé.
"E quand’i’ fui un poco dimorato,","Et quand j'ai arrêté un moment,","Quand je me suis arrêté un moment,"
"Verso ’l giardin n’andai   da l’altra parte,","Je suis allé de l'autre côté vers le jardin,",Je suis allé de l'autre côté vers le jardin.
"Pregando Idio, che mi conduca ’n parte,",Prier Dieu de me conduire à côté,Je supplie Dieu de me conduire dans la direction
Ch’i’ de mia malatia fosse sanato.,Que ma maladie a été guérie.,Que ma maladie a été guérie.
Aperto l’uscio sì ebi trovato;,J'ai ouvert la porte que j'avais trouvée;,"Ouvre la porte, j'ai découvert."
Ver è ch’era sochiuso tutto ad arte.,C'était tout ce qu'il y avait à faire de l'art.,C'était ouvert avec soin.
Co•molto gran paura dentro entrai;,Je suis entré avec une très grande peur;,"Avec une immense inquiétude, je suis entré dans;"
"Ma quand’i’ vidi Malabocca morto,","Mais quand j'ai vu Malabocca mort,","Quand j'ai vu Malabocca mourir,"
Vie men del fatto mio sì mi dottai.,Je me sentais moins préoccupé par ma situation.,Je me sentais moins anxieux à propos de mon état.
"Amor trovai,   che mi diè gran conforto","J'ai trouvé l'Amour, qui m'a donné beaucoup de réconfort","J'ai trouvé Affectation, ce qui m'a apporté un grand soulagement."
"Co•l’oste sua, e molto m’allegrai","Avec son hospitalité, et je me réjouis beaucoup","Avec son accueil, et je me réjouis beaucoup"
"Che ciascun v’era, no•vi trarria corto.","Que tout le monde était là, je ne vous couperai pas.","Que tout le monde était là, je ne vous raccourcirai pas."
"Com’i’ v’ò detto, a tutto lor podere","Comme je vous l'ai dit, dans toute leur ferme","Comme je vous l'ai dit, à tous leurs biens"
Lo Dio d’Amor et la sua Baronia,Dieu d'Amour et Sa Baronne,Déité d'Affetto et de sa querelle
"Presti eran tutti a far senn’e follia,","Bientôt ils étaient prêts à devenir fous,","Bientôt, ils étaient prêts à devenir fous."
Per aconpiérmi tutto ’l mio volere.,Pour accomplir toute ma volonté.,Pour accomplir toute ma volonté.
Allor pensai s’i’ potesse vedere,Alors j'ai pensé que si je pouvais voir,Puis j'ai examiné si je pouvais observer
Dolze-Riguardo per cosa che sia:,Dolze-Real pour n'importe quoi.,Comme pour tout.
"Inmantenente Amor a me lo ’nvia,","L'amour m'a immédiatement envoyé,","Instinctivement, Affection me l'a envoyé."
Di che mi fecie molto gran piaciere.,Que j'étais très heureux.,Qu'il m'a donné un grand plaisir.
"E que’ sì mi mostrò Bellacoglienza,","Et elle m'a montré Bellacoglienza,","Elle m'a montré de la gentillesse, de la gentillesse et de l'affabilité."
"Che ’nmantenente venne a salutarmi,",C'est tout de suite venu me saluer.,Qui est venu tout de suite me dire au revoir
E sì mi fecie grande proferenza;,Et j'en étais très satisfait;,Ça m'a rendu heureux.
E po’ sì cominciò a merziarmi,Et puis il a commencé à être heureux.,Puis il commença à se réjouir.
"Delle mie gioie, di ch’ell’avea voglenza","De mes joies, dont il avait le désir,","De mon bonheur, qu'il avait désiré,"
Di quel presente ancor guiderdonarmi.,Il voulait toujours me dédommager pour le présent.,Il voulait toujours me récompenser pour ce cadeau.
"I’ le dissi: «Madonna, grazie rendo","Je lui ai dit : ""Madame, merci beaucoup.","""Je lui ai dit, ""Madame, merci beaucoup."""
"A voi, quando prender le degniaste,","Pour toi, pour quand tu as pris,","Pour vous, quand vous avez acquis,"
Ché tanto forte me ne consolaste,Pourquoi m'as-tu tant réconforté ?,Pourquoi m'as-tu si consolée ?
C’a pena mai magior gioia atendo;,Que je ne m'attends guère à une plus grande joie;,Que j'espère juste un plus grand bonheur;
"E, s’i’ l’ò mai, da voi aver l’atendo.","Et si je l'ai, je t'attendrai.","Et si jamais je l'obtiens, je t'attendrai."
"Sì c’a me piacie se ciò, che pigliaste,","Donc j'aime si ce que tu as pris,",Pour qu'il me satisfait si ce que vous avez acquis.
"O la persona mia ancora ingagiaste,","Ou avez-vous encore travaillé avec moi,",Tu t'es engagé envers moi.
"O la vendeste, mai non vi contendo».","Ou tu l'as vendue, je ne te combattrai pas.""","Ou vous l'avez abandonné, je ne le combattrai pas."
Quella mi disse: «Molto gran merzede.,Elle m'a dit : « Très grand honneur.,"Elle a dit, ""Super reconnaissance."""
"Di me, vi dico, fate ’l somigliante","À propos de moi, je te dis, fais ce que tu mérites.","À propos de moi, je te dis, fais ce qui te convient."
"C’a bene e a onore i’ v’amo, a•ffede».","Que je t'aime avec affection et honneur.""",Que je t'aime avec tendresse et respect.
Delle sue cose i’ non fu’ rifusante;,"Je n'étais pas réticent à ses affaires,",Je n'ai pas hésité à ses affaires.
"Ma spesso falla ciò, che ’l folle crede:",Mais ce que pense le fou arrive souvent :,"Parfois, ce que pense le fou arrive."
Così avenne al buon di ser Durante.,C'est arrivé au bon Ser Durante.,C'est ainsi que ça s'est passé pour le bon Ser Durante.
"Quand’i’ vidi l’oferta, che faciea,","Quand j'ai vu l'offre qu'il a faite,","Quand j'ai vu l'offre qu'il m'a offerte,"
Del fatto mi’ credett’eser ciertano:,que vous m'avez cru certain.,de la croyance que j'avais confiance en moi-même
"Allor sì volli al Fior porre la mano,",Puis il a voulu poser sa main à Fiore.,Puis il a été décidé d'aider Flower
Che molto ringrossato   mi parea.,Ce qui m'a semblé très gros.,Ce qui m'a semblé exagéré.
Lo Schifo sopra me forte correa,Le Scum m'a harcelé.,Le Dirty se précipitait sur moi.
"Diciendo: «Trat’adietro, mal villano,","En disant: ""De retour, méchant,","S'écriant: ""De retour, maléfique,"
"Che•sse m’aiuti Idio e san Giermano,","Que Dieu et St. Germanus m'aident,",Que Dieu et le saint Germano m'aident.
"I’ non son or quel, ch’i’ esser solea.",Je ne suis plus ce que j'étais seule.,Je ne suis pas ce que j'étais.
E ’l Diavol sì ti ci à ora menato:,Et le Diable vous a amené ici maintenant:,Et le diable vous a amené ici maintenant.
"Se mi trovasti a l’altra volta lento,","Si tu m'as trouvé lent la dernière fois,","Si vous pensiez que j'étais hésitante la dernière fois,"
Or  sie ciertan   ch’i’ ti parrò canbiato.,"Maintenant, soyez sûr que je vais vous parler changé.",Maintenant soyez absolument convaincu que je vais vous parler transformé.
Me’ ti varria che fossi a Benivento!».,"Ça aurait été mieux si tu étais à Benevento !""",Ça aurait été mieux si j'étais à Benevento !
"Allora ’l capezal m’ebe pigliato,",Puis il a attrapé mon patron.,Puis il m'a pris pour le chef.
E domandò chi era mi’ guarento.,Et il a demandé qui était mon garant.,Il a demandé qui était mon protecteur.
"Po’ sentì ’l fatto Vergognia e Paura,","Puis j'ai entendu le fait que la honte et la peur,","Plus tard, j'ai perçu Remorse et la peur."
"Quand’ell’udiron quel villan gridare,","Quand ils ont entendu ce méchant crier,","Quand ils entendirent ce méchant crier,"
"Ciascuna sì vi corse a•llui aitare,","Chacun a couru pour l'aider,",Chacun a couru pour l'aider.
