,Paradiso,Parafrasi
1565," ‘Sperino in te’, ne la sua tëodia dice, ‘color che sanno il nome tuo’","'Sperino in Te', disse nel suo canto, 'coloro che sanno il Tuo nome'"
1566," e chi nol sa, s’elli ha la fede mia? ","e chi non lo sa, se possiede la mia fede?"
1567," Tu mi stillasti, con lo stillar suo, ne la pistola poi","tu mi infondesti la speranza assieme a lui con la tua Epistola, "
1568," sì ch’io son pieno, e in altrui vostra pioggia repluo»",cosicché sono ripieno di questa virtù e posso diffonderla anche sugli altri»
1569," Mentr’ io diceva, dentro al vivo seno di quello incendio tremolava un lampo sùbito e spesso a guisa di baleno","Mentre io dicevo questo, nella viva profondità di quella luce tremava un lampo intenso e frequente, come un balenìo di luce"
1570, Indi spirò,Poi mi disse
1571," «L’amore ond’ ïo avvampo ancor ver’ la virtù che mi seguette infin la palma e a l’uscir del campo, "," «L'amore che io provo ancora per la speranza che mi seguì fino al martirio e alla fine della mia vita terrena, "
1572, vuol ch’io respiri a te che ti dilette di lei, vuole che io mi rivolga a te che di essa sei ripieno
1573, ed emmi a grato che tu diche quello che la speranza ti ’mpromette», e mi è gradito che tu dica ciò che la speranza ti promette»
1574, E io,E io
1575," «Le nove e le scritture antiche pongon lo segno, ed esso lo mi addita, de l’anime che Dio s’ha fatte amiche"," «L'Antico e il Nuovo Testamento indicano il termine, ed esso mi indica il fine, delle anime che hanno raggiunto la beatitudine"
1576, Dice Isaia che ciascuna vestita ne la sua terra fia di doppia vesta,"Isaia dice che ciascuna di esse indosserà una doppia veste nella sua terra, "
1577, e la sua terra è questa dolce vita,e la sua terra è questa vita beata
1578," e ’l tuo fratello assai vie più digesta, là dove tratta de le bianche stole, questa revelazion ci manifesta»","e tuo fratello ci rende manifesta questa rivelazione in modo ancor più chiaro, là  dove tratta delle stole bianche »"
1579," E prima, appresso al fin d’este parole, ‘Sperent in te’ di sopr’ a noi s’udì","E prima, subito dopo la fine di queste parole, sopra di noi si udì 'Sperino in Te', "
1580, a che rispuoser tutte le carole,a cui si unirono tutte le corone
1581," Poscia tra esse un lume si schiarì sì che, se ’l Cancro avesse un tal cristallo, l’inverno avrebbe un mese d’un sol dì","Poi tra di loro si fece splendente un lume, tale che se la costellazione del Cancro avesse una stella così luminosa, l'inverno avrebbe un giorno della durata di un mese"
1582," E come surge e va ed entra in ballo vergine lieta, sol per fare onore a la novizia, non per alcun fallo, ","E come una fanciulla lieta si alza ed entra nella danza, solo per rendere omaggio alla sposa novella e non per un intento superbo, "
1583, così vid’ io lo schiarato splendore venire a’ due che si volgieno a nota qual conveniesi al loro ardente amore,"così io vidi quella luce intensissima  avvicinarsi alle altre due che ruotavano e cantavano, in modo confacente al loro ardore di carità"
1584, Misesi lì nel canto e ne la rota,Entrò nella loro danza e si unì al loro canto
1585," e la mia donna in lor tenea l’aspetto, pur come sposa tacita e immota"," e la mia donna teneva lo sguardo fisso su di loro, proprio come una sposa silenziosa e immobile"
1586," «Questi è colui che giacque sopra ’l petto del nostro pellicano, e questi fue di su la croce al grande officio eletto»","«Costui è quello  che mise la testa sul petto di Cristo, e fu scelto dalla croce all'alto compito »"
1587, La donna mia così,Così la mia donna
1588, né però più e mosser la vista sua di stare attenta poscia che prima le parole sue,"tuttavia, prima e dopo aver parlato, non distolse lo sguardo dalle tre luci"
1589," Qual è colui ch’adocchia e s’argomenta di vedere eclissar lo sole un poco, che, per veder, non vedente diventa","Come colui che osserva e tenta in ogni modo di vedere una parziale eclissi di sole, e che, per voler vedere, diventa cieco"
1590, tal mi fec’ ïo a quell’ ultimo foco mentre che detto fu,"tale divenni io mentre fissavo quella terza luce, mentre il beato mi disse"
1591, «Perché t’abbagli per veder cosa che qui non ha loco? , «Perché ti abbagli per vedere una cosa che non è qui ?
1592," In terra è terra il mio corpo, e saragli tanto con li altri, che ’l numero nostro con l’etterno proposito s’agguagli"," Il mio corpo si decompone sulla Terra, e resterà lì con tutti gli altri finché il numero di noi beati non raggiungerà il limite fissato dalla volontà divina"
1593, Con le due stole nel beato chiostro son le due luci sole che saliro,Con le due stole nel beato chiostro ci sono le due sole luci che salirono.
1594, e questo apporterai nel mondo vostro»,e tu riferirai questo quando sarai tornato sulla Terra»
1595," A questa voce l’infiammato giro si quïetò con esso il dolce mischio che si facea nel suon del trino spiro, ","All'inizio di queste parole la danza delle tre luci si arrestò insieme con la dolce mescolanza del loro canto, "
1596," sì come, per cessar fatica o rischio, li remi, pria ne l’acqua ripercossi, tutti si posano al sonar d’un fischio","Così come, per smettere di faticare o evitare rischi, i remi, prima rimbalzati nell'acqua, si posano tutti al suono di un fischio."
1597," Ahi quanto ne la mente mi commossi, quando mi volsi per veder Beatrice, per non poter veder, benché io fossi presso di lei, ","Ahimè, quanto mi turbai quando mi voltai per vedere Beatrice, poiché non potevo vederla, anche se ero vicino a lei "
1598, e nel mondo felice,e nel mondo della beatitudine eterna 
1600," Mentr’ io dubbiava per lo viso spento, de la fulgida fiamma che lo spense uscì un spiro che mi fece attento, dicendo","Mentre io ero incerto riguardo alla mia vista spenta, dalla luce splendente che l'aveva spenta  uscì una voce che attirò la mia attenzione, dicendo"
1601," «Intanto che tu ti risense de la vista che haï in me consunta, ben è che ragionando la compense"," «Mentre tu riacquisti il senso della vista che hai consumato guardandomi, è opportuno che tu compensi questa mancanza esercitando la ragione"
1602, Comincia dunque,Dunque inizia 
1603," e dì ove s’appunta l’anima tua, e fa ragion che sia la vista in te smarrita e non defunta",e dì dove tende la tua anima e tieni presente che la tua vista è solo smarrita e non persa del tutto
1604," perché la donna che per questa dia regïon ti conduce, ha ne lo sguardo la virtù ch’ebbe la man d’Anania»","infatti la donna che ti guida per questa regione celeste, ha nel suo sguardo la virtù che ebbe la mano di Anania»"
1605, Io dissi,Io dissi
1606," «Al suo piacere e tosto e tardo vegna remedio a li occhi, che fuor porte quand’ ella entrò col foco ond’ io sempr’ ardo"," «possa curare a suo piacimento, prima o dopo, i miei occhi, attraverso i quali lei entrò col fuoco di cui io ardo sempre "
1607," Lo ben che fa contenta questa corte, Alfa e O è di quanta scrittura mi legge Amore o lievemente o forte»","Il bene che allieta questa corte  è principio e fine di tutto l'affetto che l'Amore mi insegna, in modo più o meno intenso»"
1608," Quella medesma voce che paura tolta m’avea del sùbito abbarbaglio, di ragionare ancor mi mise in cura","Quella stessa voce che mi aveva liberato dalla paura dell'improvviso abbagliamento, mi indusse a ragionare ancora"
1609, e disse,e disse
1610, «Certo a più angusto vaglio ti conviene schiarar, «Certo ora è bene che tu chiarisca il tuo pensiero usando un setaccio più fine 
1611, dicer convienti chi drizzò l’arco tuo a tal berzaglio», devi dire chi indirizzò il tuo arco a questo bersaglio »
1612, E io,E io
1613, «Per filosofici argomenti e per autorità che quinci scende cotale amor convien che in me si ’mprenti, «Questo amore si è impresso in me grazie ad argomenti filosofici e all'autorità  che scende da qui
1614," ché ’l bene, in quanto ben, come s’intende, così accende amore, e tanto maggio quanto più di bontate in sé comprende","infatti il bene in quanto tale , non appena è compreso, accende amore di sé, tanto maggiore quanto grande è la bontà che contiene in se stesso"
1615," Dunque a l’essenza ov’ è tanto avvantaggio, che ciascun ben che fuor di lei si trova altro non è ch’un lume di suo raggio, ","Allora, all'essenza dove c'è tanto vantaggio, che ogni bene che si trova fuori di essa non è altro che un raggio della sua luce."
1616," più che in altra convien che si mova la mente, amando, di ciascun che cerne il vero in che si fonda questa prova","Più che in altro, la mente deve muoversi, amando, intorno a ciascuno che circonda la verità sulla quale si basa questa prova."
1617, Tal vero a l’intelletto mio sterne colui che mi dimostra il primo amore di tutte le sustanze sempiterne,Questa verità è spiegata al mio intelletto da quel filosofo  che mi illustra il primo amore di tutte le creature eterne 
1618," Sternel la voce del verace autore, che dice a Moïsè, di sé parlando",Me lo spiega anche la voce del veridico autore che parlando di sé a Mosè dice
1619, ‘Io ti farò vedere ogne valore’,'Io ti mostrerò ogni bene'
1620," Sternilmi tu ancora, incominciando l’alto preconio che grida l’arcano di qui là giù sovra ogne altro bando»","E me lo spieghi tu stesso, iniziando l'alto annuncio che manifesta il mistero da qui alla Terra, superando ogni altro messaggio»"
1621, E io udi’,Allora io sentii
1622, «Per intelletto umano e per autoritadi a lui concorde d’i tuoi amori a Dio guarda il sovrano," «Attraverso l'intelletto umano e l'autorità delle Sacre Scritture che si accordano con esso, il principale dei tuoi amori guarda a Dio"
1623," Ma dì ancor se tu senti altre corde tirarti verso lui, sì che tu suone con quanti denti questo amor ti morde»","Ma dimmi ancora se tu senti altri stimoli che ti attirano verso Dio, così che tu manifesti con quanti denti sei morso da questo amore »"
1624," Non fu latente la santa intenzione de l’aguglia di Cristo, anzi m’accorsi dove volea menar mia professione","La santa volontà dell'aquila di Cristo  non mi fu nascosta, anzi capii subito dove voleva condurre la mia professione di carità"
1625, Però ricominciai,Dunque ricominciai
1626," «Tutti quei morsi che posson far lo cor volgere a Dio, a la mia caritate son concorsi", «Tutti quegli stimoli che possono portare il cuore a Dio hanno cooperato ad accendere in me la carità
1627," ché l’essere del mondo e l’esser mio, la morte ch’el sostenne perch’ io viva, e quel che spera ogne fedel com’ io, ","infatti l'esistenza del mondo e di me stesso, la sua morte sostenuta per la mia salvezza, ciò che ogni fedele spera come spero io, "
1628," con la predetta conoscenza viva, tratto m’hanno del mar de l’amor torto, e del diritto m’han posto a la riva","insieme alla conoscenza che ho detto prima, mi hanno tratto dal mare dell'amore mal diretto e mi hanno fatto approdare alla riva di quello del retto amore "
1629," Le fronde onde s’infronda tutto l’orto de l’ortolano etterno, am’ io cotanto quanto da lui a lor di bene è porto»","Io amo le fronde che abbelliscono tutto l'orto dell'ortolano eterno, tanto quanto esse sono amate da lui»"
1630," Sì com’ io tacqui, un dolcissimo canto risonò per lo cielo, e la mia donna dicea con li altri","Non appena smisi di parlare, risuonò nel cielo un canto dolcissimo, mentre la mia donna diceva insieme agli altri"
1631," «Santo, santo, santo»"," «Santo, santo, santo»"
1632," E come a lume acuto si disonna per lo spirto visivo che ricorre a lo splendor che va di gonna in gonna, ","E come a una luce improvvisa ci si sveglia, per la facoltà visiva che corre incontro al bagliore che passa attraverso le membrane dell'occhio, "
1633," e lo svegliato ciò che vede aborre, sì nescïa è la sùbita vigilia fin che la stimativa non soccorre","e chi si sveglia non distingue bene ciò che vede, tanto è confuso il suo improvviso destarsi, finché la facoltà percettiva non viene in suo aiuto"
1634," così de li occhi miei ogne quisquilia fugò Beatrice col raggio d’i suoi, che rifulgea da più di mille milia","allo stesso modo Beatrice eliminò ogni impurità dai miei occhi col fulgore dei suoi, che risplendeva a mille miglia di distanza"
1635, onde mei che dinanzi vidi poi,così vidi meglio di prima
1636, e quasi stupefatto domandai d’un quarto lume ch’io vidi tra noi, e quasi stupefatto domandai chi fosse il quarto lume che vidi insieme a noi 
1637, E la mia donna,E la mia donna
1638, «Dentro da quei rai vagheggia il suo fattor l’anima prima che la prima virtù creasse mai», «All'interno di quello splendore c'è la prima anima che la prima virtù  abbia mai creato»
1639," Come la fronda che flette la cima nel transito del vento, e poi si leva per la propria virtù che la soblima, ","Come l'albero piega la sua cima quando è percosso dal vento, poi si solleva per la propria capacità di ergersi verso l'alto, "
1640," fec’ io in tanto in quant’ ella diceva, stupendo, e poi mi rifece sicuro un disio di parlare ond’ ïo ardeva","così feci io mentre lei parlava, essendo pieno di stupore, e poi mi ridiede sicurezza un desiderio di parlare che mi tormentava"
1641, E cominciai,E iniziai a dire
1642," «O pomo che maturo solo prodotto fosti, o padre antico a cui ciascuna sposa è figlia e nuro, "," «O frutto che, unico, fosti prodotto già maturo , o antico padre al quale ogni donna è figlia e nuora, "
1643, divoto quanto posso a te supplìco perché mi parli, con tutta la devozione che posso ti supplico di parlarmi
1644," tu vedi mia voglia, e per udirti tosto non la dico»", tu vedi il mio desiderio e per udirti presto non te lo manifesto»
1645," Talvolta un animal coverto broglia, sì che l’affetto convien che si paia per lo seguir che face a lui la ’nvoglia","A volte un animale avvolto da un sacco si dimena, così che manifesta il suo stato d'animo attraverso l'involucro che lo circonda"
1646, e similmente l’anima primaia mi facea trasparer per la coverta quant’ ella a compiacermi venìa gaia,e in modo simile la prima anima  mi faceva capire attraverso la luce che lo fasciava quanto fosse lieta nel potermi rispondere
1647, Indi spirò,Quindi disse
1648," «Sanz’ essermi proferta da te, la voglia tua discerno meglio che tu qualunque cosa t’è più certa", «Senza che tu me l'abbia espresso io comprendo il tuo desiderio più chiaramente di ogni cosa che ti è certa
1649," perch’ io la veggio nel verace speglio che fa di sé pareglio a l’altre cose, e nulla face lui di sé pareglio","infatti io lo leggo nello specchio veridico  che riflette in sé tutte le cose, mentre nessuna cosa può rifletterlo"
1650," Tu vuogli udir quant’ è che Dio mi puose ne l’eccelso giardino, ","Tu vuoi sapere quanto tempo è trascorso da quando Dio mi pose nel fantastico giardino, "
1651," ove costei a così lunga scala ti dispuose, e quanto fu diletto a li occhi miei, ","dove questa diede inizio alla tua ascesa, e quanto vi rimasi, "
1652," e la propria cagion del gran disdegno, e l’idïoma ch’usai e che fei","e la vera causa dell'ira divina , e quale lingua io creai e usai"
1653," Or, figluol mio, non il gustar del legno fu per sé la cagion di tanto essilio, ma solamente il trapassar del segno","Ora, figlio mio, la ragione del mio esilio non fu la gola per aver assaggiato il frutto proibito, ma solo l'aver infranto i divieti "
1654," Quindi onde mosse tua donna Virgilio, quattromilia trecento e due volumi di sol desiderai questo concilio","quindi da dove Beatrice evocò Virgilio, io desiderai di ascendere in Cielo per quattromilatrecento e due anni"
1655," e vidi lui tornare a tutt’ i lumi de la sua strada novecento trenta fïate, mentre ch’ïo in terra fu’mi","e vidi il Sole percorrere tutti i segni zodiacali per novecento trenta volte, il tempo della mia vita terrena "
1656, La lingua ch’io parlai fu tutta spenta innanzi che a l’ovra inconsummabile fosse la gente di Nembròt attenta,La lingua che io parlai era già scomparsa prima che la gente di Nembrod si dedicasse all'opera che non poteva essere completata 
1657," ché nullo effetto mai razïonabile, per lo piacere uman che rinovella seguendo il cielo, sempre fu durabile","infatti nessun prodotto dell'intelletto fu mai durevole, a causa dell'arbitrio dell'uomo che si rinnova seguendo le influenze celesti"
1658, Opera naturale è ch’uom favella,"Il fatto che l'uomo parli è cosa naturale, "
1659," ma così o così, natura lascia poi fare a voi secondo che v’abbella","ma la natura lascia poi che voi uomini parliate in un modo o nell'altro, a seconda dei vostri desideri e preferenze"
1660," Pria ch’i’ scendessi a l’infernale ambascia, I s’appellava in terra il sommo bene onde vien la letizia che mi fascia","Prima che io scendessi nell'angoscia infernale , il bene supremo da cui proviene la gioia che mi avvolge di luce, era chiamato in Terra 'I'"
1661, e El si chiamò poi,in seguito venne chiamato 'El'
1662," e ciò convene, ché l’uso d’i mortali è come fronda in ramo, che sen va e altra vene"," e ciò si accorda all'uso degli uomini, che come la foglia sul ramo va e viene continuamente "
1663," Nel monte che si leva più da l’onda, fu’ io, con vita pura e disonesta, ","Nel monte che si erge maggiormente sul mare io soggiornai, in stato di innocenza e di colpa, "
1664," da la prim’ ora a quella che seconda, come ’l sol muta quadra, l’ora sesta»","dalla prima ora fino a quella che segue l'ora sesta, non appena il Sole cambia quadrante»"
1666,"‘Al Padre, al Figlio, a lo Spirito Santo’, cominciò, ‘gloria’, ","'Gloria al Padre, al Figlio, allo Spirito Santo',  cominciò"
1667,"tutto ’l paradiso, sì che m’inebrïava il dolce canto","tutto il paradiso, in modo tale che il dolce canto mi inebriava"
1668, Ciò ch’io vedeva mi sembiava un riso de l’universo,"Quello che io vedevo mi sembrava il sorriso dell'Universo, "
1669, per che mia ebbrezza intrava per l’udire e per lo viso,per cui l'ebbrezza penetrava in me attraverso l'udito e la vista
1670, Oh gioia,Che gioia
1671, oh ineffabile allegrezza, che letizia indescrivibile
1672, oh vita intègra d’amore e di pace, Che vita completa d'amore e di pace
1673, oh sanza brama sicura ricchezza," Che ricchezza sicura, in grado di appagare ogni desiderio"
1674," Dinanzi a li occhi miei le quattro face stavano accese, ","Davanti ai miei occhi le quattro luci stavano accese, "
1675," e quella che pria venne incominciò a farsi più vivace, e tal ne la sembianza sua divenne, qual diverrebbe Iove, ","e quella che era giunta per prima iniziò a farsi più rossa, diventando nel suo aspetto tale quale diverrebbe Giove, "
1676, s’elli e Marte fossero augelli e cambiassersi penne,se lui e Marte fossero uccelli e si scambiassero le penne
1677," La provedenza, che quivi comparte vice e officio, nel beato coro silenzio posto avea da ogne parte, quand’ ïo udi’","La Provvidenza, che in Cielo suddivide per ognuno gli incarichi, aveva posto silenzio al coro dei beati in ogni punto, quando io sentii"
1678," «Se io mi trascoloro, non ti maravigliar, ché, dicend’ io, vedrai trascolorar tutti costoro"," «Se io cambio colore, non stupirti, dal momento che alle mie parole vedrai fare lo stesso a tutti questi"
1679," Quelli ch’usurpa in terra il luogo mio, il luogo mio, il luogo mio, che vaca ne la presenza del Figliuol di Dio, ","Colui  che usurpa il mio posto, il mio posto, il mio posto che è vacante pur nella presenza di Cristo, "
1680, fatt’ ha del cimitero mio cloaca del sangue e de la puzza,ha trasformato il mio cimitero  in una fogna dove si raccolgono il sangue e la puzza
1681," onde ’l perverso che cadde di qua sù, là giù si placa»"," per cui il malvagio che cadde da quassù, laggiù ne gode»"
1682," Di quel color che per lo sole avverso nube dipigne da sera e da mane, vid’ ïo allora tutto ’l ciel cosperso","Io vidi allora tutto il Cielo cosparso di quel colore  che le nubi assumono per il sole opposto, a sera e al mattino"
1683," E come donna onesta che permane di sé sicura, e per l’altrui fallanza, pur ascoltando, timida si fane, così Beatrice trasmutò sembianza","E come una donna onesta che resta sicura di sé e ascoltando le parole peccaminose di altri arrossisce, così Beatrice mutò aspetto"
1684, e tale eclissi credo che ’n ciel fue quando patì la supprema possanza," e credo che in cielo ci fu una tale eclissi, il giorno in cui morì Cristo"
1685," Poi procedetter le parole sue con voce tanto da sé trasmutata, che la sembianza non si mutò più","Poi le sue parole proseguirono, con una voce così alterata che il suo aspetto non mutò maggiormente"
1686," «Non fu la sposa di Cristo allevata del sangue mio, di Lin, di quel di Cleto, per essere ad acquisto d’oro usata","«La sposa di Cristo non fu nutrita col sangue mio, di Lino, di Anacleto, per essere usata per arricchirsi, "
1687, ma per acquisto d’esto viver lieto e Sisto e Pïo e Calisto e Urbano sparser lo sangue dopo molto fleto,"ma Sisto, Pio, Calisto e Urbano sparsero il loro sangue, dopo molto pianto, per guadagnare questa vita beata"
1688," Non fu nostra intenzion ch’a destra mano d’i nostri successor parte sedesse, parte da l’altra del popol cristiano","La nostra intenzione non era che il popolo cristiano sedesse in parte alla destra, e in parte alla sinistra dei nostri successori"
1689," né che le chiavi che mi fuor concesse, divenisser signaculo in vessillo che contra battezzati combattesse",né che le chiavi che mi furono concesse diventassero simbolo su vessilli usati per combattere gente battezzata
1690," né ch’io fossi figura di sigillo a privilegi venduti e mendaci, ond’ io sovente arrosso e disfavillo","né che la mia effigie comparisse sul sigillo di privilegi falsificati e venduti, cosa per cui io spesso arrossisco e fremo di sdegno"
1691, In vesta di pastor lupi rapaci si veggion di qua sù per tutti i paschi,Da quassù si vedono per tutti i pascoli dei lupi famelici nelle vesti di pastori
1692," o difesa di Dio, perché pur giaci? "," o vendetta divina, perché tardi ad arrivare?"
1693, Del sangue nostro Caorsini e Guaschi s’apparecchian di bere,Caorsini e Guaschi si preparano a bere del nostro sangue 
1694," o buon principio, a che vil fine convien che tu caschi"," o nobile principio, come sei destinato a cadere in basso"
1695," Ma l’alta provedenza, che con Scipio difese a Roma la gloria del mondo, soccorrà tosto, sì com’ io concipio","Ma la Provvidenza divina, che con Scipione difese a Roma la gloria del mondo, interverrà presto, così come io prevedo"
1696," e tu, figliuol, che per lo mortal pondo ancor giù tornerai, apri la bocca, e non asconder quel ch’io non ascondo»","e tu, figliolo, che tornerai sulla Terra col tuo corpo mortale, apri la bocca e non nascondere ciò che io non ti nascondo»"
1697," Sì come di vapor gelati fiocca in giuso l’aere nostro, quando ’l corno de la capra del ciel col sol si tocca, ","Come il nostro cielo fa cadere in basso i fiocchi di neve, quando il corno della capra del cielo  è in congiunzione col Sole , "
1698, in sù vid’ io così l’etera addorno farsi e fioccar di vapor trïunfanti che fatto avien con noi quivi soggiorno,così io vidi il Cielo diventare brillante e fioccare verso l'alto i beati trionfanti che si erano trattenuti qui con noi
1699," Lo viso mio seguiva i suoi sembianti, e seguì fin che ’l mezzo, per lo molto, li tolse il trapassar del più avanti","Il mio sguardo seguiva quelle luci e le seguì finché la distanza, che era notevole, gli impedì di spingersi più oltre"
1700," Onde la donna, che mi vide assolto de l’attendere in sù, mi disse","Allora Beatrice, che vide che avevo cessato di guardare verso l'alto, mi disse"
1701, «Adima il viso e guarda come tu se’ vòlto», «China lo sguardo e osserva quanto tu hai ruotato con questo Cielo»
1702, Da l’ora ch’ïo avea guardato prima i’ vidi mosso me per tutto l’arco che fa dal mezzo al fine il primo clima,"Dal momento in cui avevo guardato la prima volta, compresi che mi ero mosso per tutto l'arco meridiano che va dal centro alla fine del primo clima "
1703," sì ch’io vedea di là da Gade il varco folle d’Ulisse, e di qua presso il lito nel qual si fece Europa dolce carco","così che io vedevo a occidente di Cadice il folle varco di Ulisse, e a oriente la costa dove Europa cavalcò"
1704, E più mi fora discoverto il sito di questa aiuola,"E mi sarebbe stata mostrata una parte maggiore di questa aiuola , "
1705, ma ’l sol procedea sotto i mie’ piedi un segno e più partito,ma il Sole procedeva sotto i miei piedi di oltre un segno zodiacale 
1706," La mente innamorata, che donnea con la mia donna sempre, di ridure ad essa li occhi più che mai ardea","La mia mente innamorata, che vagheggia sempre la mia donna, desiderava più che mai di riportare a lei lo sguardo"
1707," e se natura o arte fé pasture da pigliare occhi, per aver la mente, in carne umana o ne le sue pitture, ","e se mai la natura o l'arte produssero opere tanto belle, nei corpi umani o nei dipinti, da attirare lo sguardo per sedurre la mente, "
1708," tutte adunate, parrebber nïente ver’ lo piacer divin che mi refulse, quando mi volsi al suo viso ridente","tutte radunate insieme sembrerebbero poca cosa rispetto alla bellezza divina di Beatrice che splendette a me, quando mi rivolsi al suo viso sorridente"
1709," E la virtù che lo sguardo m’indulse, del bel nido di Leda mi divelse, e nel ciel velocissimo m’impulse","E la virtù che s'irradiò a me dal suo sguardo mi portò via dalla costellazione dei Gemelli, spingendomi nel Cielo più veloce "
1710," Le parti sue vivissime ed eccelse sì uniforme son, ch’i’ non so dire qual Bëatrice per loco mi scelse","Le sue parti luminosissime e altissime sono così uniformi, che io non saprei dire in quale di esse Beatrice mi fece penetrare"
1711," Ma ella, che vedëa ’l mio disire, incominciò, ridendo tanto lieta, che Dio parea nel suo volto gioire","Lei, tuttavia, che vedeva il mio desiderio, iniziò a dire, sorridendo con tale gioia che sembrava che Dio si allietasse nel suo viso"
1712," «La natura del mondo, che quïeta il mezzo e tutto l’altro intorno move, quinci comincia come da sua meta","«La natura dell'Universo, che tiene la Terra al centro, immobile, e fa ruotare tutto il resto intorno, comincia da qui come suo principio e sua fine"
1713," e questo cielo non ha altro dove che la mente divina, in che s’accende l’amor che ’l volge e la virtù ch’ei piove","e questo Cielo  non ha nessun'altra collocazione se non la mente di Dio, in cui si accendono l'amore che lo fa ruotare e la virtù che esso esercita"
1714," Luce e amor d’un cerchio lui comprende, sì come questo li altri","La luce e l'amore divino lo circondano, proprio come questo Cielo circonda gli altri"
1715, e quel precinto colui che ’l cinge solamente intende, e quell'involucro è compreso solamente da Colui che lo cinge 
1716," Non è suo moto per altro distinto, ma li altri son mensurati da questo, sì come diece da mezzo e da quinto","Il suo movimento non è misurato dagli altri, ma gli altri moti sono commisurato a questo, come il dieci lo è dal cinque e dal due"
1717," e come il tempo tegna in cotal testo le sue radici e ne li altri le fronde, omai a te può esser manifesto","e ormai ti può essere chiaro come il tempo abbia le sue radici in questo vaso , e negli altri Cieli le sue foglie"
1718," Oh cupidigia che i mortali affonde sì sotto te, che nessuno ha podere di trarre li occhi fuor de le tue onde","Oh, cupidigia che immergi i mortali sotto di te, al punto che nessuno riesce a spingere lo sguardo fuori dalle tue onde"
1719, Ben fiorisce ne li uomini il volere,"La buona volontà fiorisce negli uomini, "
1720, ma la pioggia continüa converte in bozzacchioni le sosine vere,ma la continua pioggia trasforma le vere susine in frutti vuoti e guasti
1721, Fede e innocenza son reperte solo ne’ parvoletti,Fede e innocenza si ritrovano solo nei fanciulli
1722, poi ciascuna pria fugge che le guance sian coperte," poi esse fuggono via, prima che le guance siano coperte di pelo "
1723," Tale, balbuzïendo ancor, digiuna, che poi divora, con la lingua sciolta, qualunque cibo per qualunque luna","Alcuni, quando ancora non sanno parlare, digiunano, poi, quando hanno la lingua sciolta , divorano qualunque cibo in qualunque periodo dell'anno"
1724," e tal, balbuzïendo, ama e ascolta la madre sua, che, con loquela intera, disïa poi di vederla sepolta","altri, quando ancora non sanno parlare, amano e rispettano la propria madre, mentre quando diventano grandi desiderano vederla morta"
1725, Così si fa la pelle bianca nera nel primo aspetto de la bella figlia di quel ch’apporta mane e lascia sera,"Così la pelle bianca diventa scura al primo apparire dell'Aurora, figlia di Iperione, colui che porta il mattino e fa cessare la sera "
1726," Tu, perché non ti facci maraviglia, pensa che ’n terra non è chi governi","Tu, per non stupirti troppo, pensa che sulla Terra manca una autorità di governo, "
1727, onde sì svïa l’umana famiglia,per cui l'umanità viene sviata
1728," Ma prima che gennaio tutto si sverni per la centesma ch’è là giù negletta, ","Ma prima che gennaio esca del tutto dall'inverno per la centesima parte del giorno che è trascurata sulla Terra, "
1729," raggeran sì questi cerchi superni, che la fortuna che tanto s’aspetta, le poppe volgerà u’ son le prore, ","queste ruote celesti irradieranno il mondo a tal punto che la Provvidenza, che è tanto attesa, volgerà le poppe dove ora sono le prue, "
1730, sì che la classe correrà diretta,cosicché la flotta tornerà sulla giusta rotta
1731, e vero frutto verrà dopo ’l fiore», e il fiore tornerà a produrre un vero frutto»
1733," Poscia che ’ncontro a la vita presente d’i miseri mortali aperse ’l vero quella che ’mparadisa la mia mente, ","Dopo che colei che innalza la mia mente a gioie paradisiache ebbe svelato la verità contro la vita corrotta degli uomini, "
1734," come in lo specchio fiamma di doppiero vede colui che se n’alluma retro, prima che l’abbia in vista o in pensiero, ",come colui che ha il lume di un candeliere dietro le spalle lo vede riflesso in uno specchio  
1735," e sé rivolge per veder se ’l vetro li dice il vero, e vede ch’el s’accorda con esso come nota con suo metro","e si volta per accertarsi se lo specchio dice la verità, e vede che l'immagine e la realtà si accordano come il canto con la musica"
1736, così la mia memoria si ricorda ch’io feci riguardando ne’ belli occhi onde a pigliarmi fece Amor la corda,così la mia mente si ricorda che io feci guardando nei begli occhi  con cui Amore fabbricò la corda per catturarmi 
1737," E com’ io mi rivolsi e furon tocchi li miei da ciò che pare in quel volume, quandunque nel suo giro ben s’adocchi, ","E non appena io mi voltai e i miei occhi scorsero ciò che appare in quel Cielo , ogni volta che si osservi con attenzione nella sua sfera, "
1738," un punto vidi che raggiava lume acuto sì, che ’l viso ch’elli affoca chiuder conviensi per lo forte acume",vidi un punto che emanava una luce tanto intensa che per il suo splendore occorre chiudere gli occhi che ne sono colpiti
1739," e quale stella par quinci più poca, parrebbe luna, locata con esso come stella con stella si collòca","e ogni stella che sembri più fioca, diventerebbe una Luna se paragonata a quel punto, come due stelle sono accanto nel cielo"
1740," Forse cotanto quanto pare appresso alo cigner la luce che ’l dipigne quando ’l vapor che ’l porta più è spesso, ","Forse, quanto un alone sembra circondare da vicino l'astro che lo fa apparire quando l'atmosfera è pregna di spessi vapori, "
1741," distante intorno al punto un cerchio d’igne si girava sì ratto, ch’avria vinto quel moto che più tosto il mondo cigne",tutt'intorno a quel punto un cerchio fiammeggiante ruotava così velocemente che avrebbe superato il movimento che racchiude il mondo
