id,Original,Translate
1715," E senti’ dir",Sentii le sue parole.
1716," «Beati cui alluma tanto di grazia, che l’amor del gusto nel petto lor troppo disir non fuma, esurïendo sempre quanto è giusto»","«Coloro ai quali è donata la grazia del discernimento non provano un'insaziabile voglia di cibo, ma al contrario bramano ardentemente giustizia»."
1717," Ora era onde ’l salir non volea storpio",Non c'erano difficoltà nel salire a quell'ora.
1718," ché ’l sole avëa il cerchio di merigge lasciato al Tauro e la notte a lo Scorpio","Il sole si era spostato dal segno del Toro a quello dello Scorpione, con la notte che seguiva."
1719," per che, come fa l’uom che non s’affigge ma vassi a la via sua, che che li appaia, ","L'uomo che non si ferma, ma persiste nella propria strada, qualunque ostacolo incontri."
1720," se di bisogno stimolo il trafigge, così intrammo noi per la callaia, ","Spinti dal desiderio, entrammo nella galleria."
1721," uno innanzi altro prendendo la scala che per artezza i salitor dispaia",procedendo in fila indiana sulla scala così angusta da obbligarci ad allontanarci.
1722," E quale il cicognin che leva l’ala per voglia di volare, e non s’attenta d’abbandonar lo nido, e giù la cala",".Simile al cicognino che spiega le ali per prendere il volo, ma poi non ha il coraggio di lasciare il nido e quindi ridiscende."
1723," tal era io con voglia accesa e spenta di dimandar, venendo infino a l’atto che fa colui ch’a dicer s’argomenta","Ero io che volevo domandare qualcosa ma ero esitante, come se stessi per iniziare una conversazione."
1724," Non lasciò, per l’andar che fosse ratto, lo dolce padre mio, ma disse","Malgrado procedesse rapidamente, il mio gentile padre non abbandonò la questione e disse"
1725," «Scocca l’arco del dir, che ’nfino al ferro hai tratto»",«Tendi al massimo la tua lingua e lascia che le parole scocchino come una freccia dall'arco».
1726," Allor sicuramente apri’ la bocca e cominciai","Allora, rassicurato, mi lanciai ad aprire bocca e a cominciare a parlare."
1727," «Come si può far magro là dove l’uopo di nodrir non tocca?»",Come può qualcuno che non richiede l'alimentazione dimagrire?
1728," «Se t’ammentassi come Meleagro si consumò al consumar d’un stizzo, non fora», disse, «a te questo sì agro"," Disse «Se ricordassi come Meleagro si consumò al consumare di un tizzone, questo non sarebbe per te difficile"
1729," e se pensassi come, al vostro guizzo, guizza dentro a lo specchio vostra image, ciò che par duro ti parrebbe vizzo","Se riflettessi su come la vostra immagine viene riflessa nello specchio, ciò che sembra difficile diventerebbe facile."
1730," Ma perché dentro a tuo voler t’adage, ecco qui Stazio","Per calmare il tuo desiderio, ecco qui Stazio."
1731," e io lui chiamo e prego che sia or sanator de le tue piage»",e io lo imploro affinché guarisca le tue ferite
1732," «Se la veduta etterna li dislego», rispuose Stazio, «là dove tu sie, discolpi me non potert’ io far nego»","Stazio replicò: «Se io svelassi l'infinito panorama di verità eterne, non avrei modo di evitare il tuo ordine»."
1733," Poi cominciò"," a saltareIniziò poi una sessione di salto."
1734," «Se le parole mie, figlio, la mente tua guarda e riceve, lume ti fiero al come che tu die","»Se presti attenzione, figlio, alle mie parole, la tua mente sarà illuminata riguardo alla questione di cui discuti."
1735," Sangue perfetto, che poi non si beve da l’assetate vene, e si rimane quasi alimento che di mensa leve, ","C'è una parte del sangue che non può essere assorbita dalle vene affamate, e rimane come qualcosa da prendere rispetto al cibo fornito sulla tavola."
1736," prende nel core a tutte membra umane virtute informativa, come quello ch’a farsi quelle per le vene vane","acquista dal cuore la potenza di dar forma a tutte le membra umane, come quel sangue che va per le vene trasformandosi in quelle"
1737," Ancor digesto, scende ov’ è più bello tacer che dire","Dopo aver subito una trasformazione, scenderà nei genitali maschili."
1738," e quindi poscia geme sovr’ altrui sangue in natural vasello","dalla donna, che è all'interno della matrice naturale, stillano gocce di sangue"
1739," Ivi s’accoglie l’uno e l’altro insieme, l’un disposto a patire, e l’altro a fare per lo perfetto loco onde si preme","Qui vengono raccolti entrambi insieme, l'uno predisposto a subire, l'altro ad agire grazie al luogo perfetto  da cui vengono"
1740," e, giunto lui, comincia ad operare coagulando prima, e poi avviva ciò che per sua matera fé constare","Il seme maschile, unendosi col liquido vitale femminile, inizia a reagire al suo interno come se stesse coagulandosi prima di generare la materia che ha creato."
1741," Anima fatta la virtute attiva qual d’una pianta, in tanto differente, ","La virtù informativa, che ha preso le sembianze dell'anima delle piante,"
1742," che questa è in via e quella è già a riva, tanto ovra poi, che già si move e sente, come spungo marino","Questa è destinata allo sviluppo, al contrario di quella già compiuta opera che si muove e percepisce come una spugna marina."
1743," e indi imprende ad organar le posse ond’ è semente",Successivamente iniziò a sviluppare organi che erano la fonte delle sue sensazioni.
1744," Or si spiega, figliuolo, or si distende la virtù ch’è dal cor del generante, dove natura a tutte membra intende","La benevolenza paterna si diffonde ed estende ben oltre i limiti imposti dalla forza della Natura, coinvolgendo tutte le parti."
1745," Ma come d’animal divegna fante, non vedi tu ancor",Ma tu ancora non capisci il processo tramite cui un animale diventa un essere dotato di ragione.
1746," quest’ è tal punto, che più savio di te fé già errante, ",Un filosofo più saggio di te ha già commesso un errore su questa questione.
1747," sì che per sua dottrina fé disgiunto da l’anima il possibile intelletto, perché da lui non vide organo assunto","Nella sua teoria, separò l'intelletto possibile dall'anima perché non trovava un organo adeguato allo scopo."
1748," Apri a la verità che viene il petto",Accogli con entusiasmo la novità che sto per condividere con te.
1749," e sappi che, sì tosto come al feto l’articular del cerebro è perfetto, ","Quando il cervello del feto si è completamente sviluppato,"
1750," lo motor primo a lui si volge lieto sovra tant’ arte di natura, e spira spirito novo, di vertù repleto, ","Il primo motore gioisce davanti a un tale lavoro di natura, e infonde in esso una nuova vitalità, piena di virtù."
1751," che ciò che trova attivo quivi, tira in sua sustanzia, e fassi un’alma sola, che vive e sente e sé in sé rigira","Raccoglie tutto ciò che è presente, fuso insieme alla sua essenza, per creare un'unica anima vivente e consapevole di sé."
1752," E perché meno ammiri la parola, guarda il calor del sole che si fa vino, giunto a l’omor che de la vite cola","Affinché tu non sia così sconcertato dalle mie parole, pensa all'eccellente vino prodotto dalla combinazione della forza del sole e del sudore dei tralci di vite."
1753," Quando Làchesis non ha più del lino, solvesi da la carne, e in virtute ne porta seco e l’umano e ’l divino","Quando Lachesi non ha più nodi da sciogliere, l'anima abbandona il corpo portandosi dietro le umane ed eterne qualità."
1754," l’altre potenze tutte quante mute",Tutte le altre forze non sono attive.
1755," memoria, intelligenza e volontade in atto molto più che prima agute","La memoria, l'intelligenza e la volontà sono molto più acuti rispetto al periodo precedente."
1756," Sanza restarsi, per sé stessa cade mirabilmente a l’una de le rive",L'anima cade senza sosta in modo stupendo su una delle due rive.
1757," quivi conosce prima le sue strade","Da qui in poi, conosce immediatamente il suo destino nell'aldilà."
1758," Tosto che loco lì la circunscrive, la virtù formativa raggia intorno così e quanto ne le membra vive","Non appena lo spazio si trova intorno ad essa, la virtù informativa irradia come se facesse parte delle membra fisiche."
1759," E come l’aere, quand’ è ben pïorno, per l’altrui raggio che ’n sé si reflette, di diversi color diventa addorno","Come un arcobaleno, i colori della luce del sole si rifrangono nell'aria densa di umidità."
1760," così l’aere vicin quivi si mette e in quella forma ch’è in lui suggella virtüalmente l’alma che ristette","così l'aria che circonda lì l'anima assume quella forma che le imprime l'anima stessa lì ferma, grazie alla virtù informativa"
1761," e simigliante poi a la fiammella che segue il foco là ’vunque si muta, segue lo spirto sua forma novella","e come una fiammella che insegue il fuoco illuminandone le tappe, la nuova forma accompagna l'anima."
1762," Però che quindi ha poscia sua paruta, è chiamata ombra",".Dal momento in cui ha acquisito una sua forma visibile, è stata denominata ombra."
1763," e quindi organa poi ciascun sentire infino a la veduta","Successivamente, sviluppando man mano tutti i sensi, fino alla vista."
1764," Quindi parliamo e quindi ridiam noi","Con questo ""corpo immateriale"" parliamo e ridiamo."
1765," quindi facciam le lagrime e ’ sospiri che per lo monte aver sentiti puoi",produrremo i singhiozzi e le esalazioni che avreste potuto sentire per il monte
1766," Secondo che ci affliggono i disiri e li altri affetti, l’ombra si figura",L'ombra si adegua ai desideri e agli umori che abbiamo dentro.
1767," e quest’ è la cagion di che tu miri»",Questo è ciò che ha scatenato la tua meraviglia.
1768," E già venuto a l’ultima tortura s’era per noi, e vòlto a la man destra, ed eravamo attenti ad altra cura","Giungemmo all'ultimo step, volgendoci a destra, e venimmo assaliti da una nuova ansia."
1769," Quivi la ripa fiamma in fuor balestra, e la cornice spira fiato in suso che la reflette e via da lei sequestra","La parete sta sprigionando un flusso di fuoco, mentre il margine infonde un soffio d'aria verso l'alto che accorcia la fiamma e la porta lontano dal bordo."
1770," ond’ ir ne convenia dal lato schiuso ad uno ad uno",così siamo andati in fila indiana lungo il bordo estremo della Cornice
1771," e io temëa ’l foco quinci, e quindi temeva cader giuso","io avevo timore che da una parte il fuoco mi ardesse, e dall'altra di precipitare nel nulla."
1772," Lo duca mio dicea",Il mio maestro diceva
1773," «Per questo loco si vuol tenere a li occhi stretto il freno, però ch’errar potrebbesi per poco»","Dobbiamo prestar particolare attenzione a dove mettiamo i piedi qui, poiché potremmo commettere facilmente un errore."
1774," ‘Summae Deus clementïae’ nel seno al grande ardore allora udi’ cantando, che di volger mi fé caler non meno","Allora sentii che dentro la grande fiamma qualcuno cantava 'O Signore di somma clemenza', il che mi diede gran desiderio di voltarmi"
1775," e vidi spirti per la fiamma andando",Vidi anime che si muovevano nel mezzo delle fiamme.
1776," per ch’io guardava a loro e a’ miei passi compartendo la vista a quando a quando","allora i miei occhi si spostavano tra di loro, rispondendo a ogni mio passo."
1777," Appresso il fine ch’a quell’ inno fassi, gridavano alto",Un volo di grida saliva al cielo una volta che le anime avevano terminato di intonare quell'inno.
1778," ‘Virum non cognosco’",Non ho familiarità con nessun uomo.
1779," indi ricominciavan l’inno bassi","poi ricominciavano la canzone, in tono sommesso"
1780," Finitolo, anco gridavano","Terminata la canzone nazionale, le persone continuavano a gridare."
1781," «Al bosco si tenne Diana, ed Elice caccionne che di Venere avea sentito il tòsco»","Diana trascorse il suo tempo nei boschi, dove cacciò la ninfa Callisto dopo che era stata avvelenata dalla dea Venere."
1782," Indi al cantar tornavano",Così ritornarono al loro inno.
1783," indi donne gridavano e mariti che fuor casti come virtute e matrimonio imponne",Gridavano di mogli e mariti che si attennero alla fedeltà coniugale prescritta dal matrimonio.
1784," E questo modo credo che lor basti per tutto il tempo che ’l foco li abbruscia",Credo che abbiano mantenuto questo stato per tutta la durata del fuoco.
1785," con tal cura conviene e con tai pasti che la piaga da sezzo si ricuscia","Utilizzando tali terapie e nutrimenti, finalmente possono cicatrizzare la loro ferita."
1786," Mentre che sì per l’orlo, uno innanzi altro, ce n’andavamo, e spesso il buon maestro diceami","Proseguimmo fianco a fianco lungo il bordo della Cornice, con Virgilio che esortava spesso"
1787," «Guarda",Occhio a ciò che fai
1788," giovi ch’io ti scaltro»",Può essere d'aiuto a te che ti indico la strada.
1789," feriami il sole in su l’omero destro, che già, raggiando, tutto l’occidente mutava in bianco aspetto di cilestro","Il sole con i suoi innumerevoli raggi mi colpiva la spalla destra, trasformando l'orizzonte a ovest da una tavolozza di colori azzurri a uno sfondo abbacinante di bianco."
1790," e io facea con l’ombra più rovente parer la fiamma","la mia ombra aumentava l'intensità della fiamma, rendendola più rossa."
1791," e pur a tanto indizio vidi molt’ ombre, andando, poner mente","Vidi molte persone che camminavano, ed erano consapevoli di quel segnale."
1792," Questa fu la cagion che diede inizio loro a parlar di me",Questa è stata la ragione che l'ha spinta a discutere di me.
1793," e cominciarsi a dir",iniziarono a pronunciare
1794," «Colui non par corpo fittizio»",Non c'è segno di una presenza umana incorporea in lui.
1795," poi verso me, quanto potëan farsi, certi si fero, sempre con riguardo di non uscir dove non fosser arsi","Alcune di loro, per quanto gli era consentito, si avvicinarono a me, mantenendo sempre una certa distanza dalla fiamma che li circondava."
1796," «O tu che vai, non per esser più tardo, ma forse reverente, a li altri dopo, rispondi a me che ’n sete e ’n foco ardo","»Procedendo dopo gli altri due, senza rallentare ma piuttosto con deferenza, soddisfa la mia irrefrenabile fame di conoscenza e il mio ardente desiderio."
1797," Né solo a me la tua risposta è uopo",La tua risposta non è solo di mia necessità.
1798," ché tutti questi n’hanno maggior sete che d’acqua fredda Indo o Etïopo",I penitenti hanno una sete più grande di quella della popolazione indiana o etiopica per l'acqua fredda.
1799," Dinne com’ è che fai di te parete al sol, pur come tu non fossi ancora di morte intrato dentro da la rete»","Spiega come proietti un'ombra, come se non fossi stato ancora strappato alla vita."
1800," Sì mi parlava un d’essi",Uno dei reclusi mi rivolse la parola
1801," e io mi fora già manifesto, s’io non fossi atteso ad altra novità ch’apparve allora","Avrei già manifestato me stesso, se non fossi stato distratto da una nuova opportunità che è apparsa proprio in quel momento."
1802," ché per lo mezzo del cammino acceso venne gente col viso incontro a questa, la qual mi fece a rimirar sospeso","In mezzo a un muro di fiamme, comparve una processione che si voltò verso di me con sguardo pieno di stupore, suscitando in me lo stesso sentimento."
1803," Lì veggio d’ogne parte farsi presta ciascun’ ombra e basciarsi una con una sanza restar, contente a brieve festa","Vidi ogni anima delle due schiere affrettare il passo, incontrarsi e scambiarsi un veloce bacio di gioia, senza fermarsi."
1804," così per entro loro schiera bruna s’ammusa l’una con l’altra formica, forse a spïar lor via e lor fortuna","Le formiche, all'interno della loro compatta schiera, si sfiorano l'un con l'altra, probabilmente per scambiarsi notizie riguardo al viaggio e ai frutti del loro impegno."
1805," Tosto che parton l’accoglienza amica, prima che ’l primo passo lì trascorra, sopragridar ciascuna s’affatica","Non appena le allegre accoglienze cessarono, prima ancora che i presenti facessero un passo indietro, ognuno di loro urlava più forte possibile."
1806," la nova gente",gli arrivati di recente stavano strillando
1807," «Soddoma e Gomorra»",Sodoma e Gomorra.
1808," e l’altra"," e gli altri"
1809," «Ne la vacca entra Pasife, perché ’l torello a sua lussuria corra»","Pasifae salì in groppa alla vacca di legno, con il preciso intento che il toro sarebbe galoppato ad appagare la sua passione."
1810," Poi, come grue ch’a le montagne Rife volasser parte, e parte inver’ l’arene, queste del gel, quelle del sole schife, ","Le gru si dispersero inspiegabilmente, alcune volarono verso le montagne Rifei mentre altre dirette nei deserti."
1811," l’una gente sen va, l’altra sen vene",una schiera si dirige in una direzione mentre l'altra muove verso la direzione opposta.
1812," e tornan, lagrimando, a’ primi canti e al gridar che più lor si convene","e, piangendo lacrime di tristezza, ricominciano a cantare le vecchie canzoni e a urlare parole che più rispecchiano il loro stato d'animo"
1813," e raccostansi a me, come davanti, essi medesmi che m’avean pregato, attenti ad ascoltar ne’ lor sembianti",Quei fedeli penitenti si avvicinarono di nuovo a me chini in attesa di ascoltare cosa avrei detto.
1814," Io, che due volte avea visto lor grato, incominciai","Io, che per due volte avevo visto ciò che desideravano, iniziai"
1815," «O anime sicure d’aver, quando che sia, di pace stato, non son rimase acerbe né mature le membra mie di là, "," «O anime certe di ottenere, quando sarà, la pace eterna, le mie membra non sono rimaste né acerbe né mature sulla Terra, "
1816," ma son qui meco col sangue suo e con le sue giunture","Ma sono qui con me, uniti dal loro sangue e supportati dalle loro giunture."
1817," Quinci sù vo per non esser più cieco",Da qui salgo per vedere con chiarezza.
1818," donna è di sopra che m’acquista grazia, per che ’l mortal per vostro mondo reco","Unetesi a me, poiché una donna più alta di tutti esiste e regala benedizioni dall'alto, permettendo così al mio corpo di attraversare questo nostro mondo."
1819," Ma se la vostra maggior voglia sazia tosto divegna, sì che ’l ciel v’alberghi ch’è pien d’amore e più ampio si spazia, ","Possano i vostri più ardenti desideri essere realizzati al più presto, e che il cielo possa offrirvi un amore infinito."
1820," ditemi, acciò ch’ancor carte ne verghi, chi siete voi, e chi è quella turba che se ne va di retro a’ vostri terghi»","Chi siete voi, e chi è che si allontana dietro di voi? Lasciatemelo sapere in modo che io possa poi scriverne una volta ritornato tra i viventi."
1821," Non altrimenti stupido si turba lo montanaro, e rimirando ammuta, quando rozzo e salvatico s’inurba, che ciascun’ ombra fece in sua paruta","Il montanaro, quando va in città rude e selvaggio e ammira ammutolito , non rimane meravigliato e istupidito in modo diverso da come fece ognuna di quelle anime nel proprio aspetto"
1822," ma poi che furon di stupore scarche, lo qual ne li alti cuor tosto s’attuta, ","Dopo che lo stupore ebbe abbandonato i cuori nobili, questo svanì rapidamente."
1823," «Beato te, che de le nostre marche», ricominciò colei che pria m’inchiese, «per morir meglio, esperïenza imbarche","«Beato te, che per morir meglio  acquisti esperienza del nostro mondo» quell'anima che prima mi aveva rivolto la sua domanda ricominciò"
1824," La gente che non vien con noi, offese di ciò per che già Cesar, trïunfando, “Regina” contra sé chiamar s’intese","In occasione del trionfo, Cesare sentì rivolgergli l'appellativo di 'Regina', a causa del medesimo peccato che aveva commesso anche la compagnia che non si era unita al nostro gruppo."
1825," però si parton “Soddoma” gridando, rimproverando a sé com’ hai udito, e aiutan l’arsura vergognando","Gridando 'Sodoma' mentre se ne vanno, si rimproverano a vicenda e aggiungono al castigo del fuoco la loro stessa vergogna."
1826," Nostro peccato fu ermafrodito",Il nostro errore fu di natura eterosessuale.
1827," ma perché non servammo umana legge, seguendo come bestie l’appetito, ","Poiché non rispettammo le regole della società, cedendo all'istinto basato sui sensi come animali."
1828," in obbrobrio di noi, per noi si legge, quando partinci, il nome di colei che s’imbestiò ne le ’mbestiate schegge",Per nostra grande infelicità quando ci separiamo gridiamo il nome di colei che si trasformò in una bestia dentro la falsa vacca di legno.
1829," Or sai nostri atti e di che fummo rei",Adesso sai quale sia stato il nostro comportamento ed a quali colpe ci siamo reso responsabili.
1830," se forse a nome vuo’ saper chi semo, tempo non è di dire, e non saprei","Se desideri apprendere i nostri nomi, purtroppo non c'è abbastanza tempo per elencarli e non sono in grado di farlo."
1831," Farotti ben di me volere scemo",Acconsentirò a tale tuo desiderio solo per quanto riguarda me stesso.
1832," son Guido Guinizzelli, e già mi purgo per ben dolermi prima ch’a lo stremo»","Sono Guido Guinizelli, e sto assumendo la responsabilità delle mie azioni prima della conclusione della mia esistenza."
1833," Quali ne la tristizia di Ligurgo si fer due figli a riveder la madre, tal mi fec’ io, ","Come una coppia di figli che si erano riuniti per avvicinare la loro madre, anche io mi trovai a causa della brutale tirannia impartita da Licurgo."
1834," ma non a tanto insurgo, quand’ io odo nomar sé stesso il padre mio e de li altri miei miglior che mai rime d’amore usar dolci e leggiadre",Non riuscii a essere così audace quando sentii il mio padre e altri più bravi poeti di me che non hanno mai scritto poesie dolcemente romantiche.
1835," e sanza udire e dir pensoso andai lunga fïata rimirando lui, né, per lo foco, in là più m’appressai","per un certo periodo di tempo mi misi a guardarlo con ammirazione, senza esprimere alcun suono o ascoltarne, né osavo avvicinarmi maggiormente per la paura del fuoco."
1836," Poi che di riguardar pasciuto fui, tutto m’offersi pronto al suo servigio con l’affermar che fa credere altrui","Una volta soddisfatto per averlo osservato, mi sono offerto tutto a disposizione, giurando solennemente di mantenere le mie promesse affinché fossero credibili."
1837," Ed elli a me",Lui mi ha rivolto
1838," «Tu lasci tal vestigio, per quel ch’i’ odo, in me, e tanto chiaro, che Letè nol può tòrre né far bigio","«Resta in me un ricordo così forte di quello che provavo e così luminoso, che il Lete non potrà mai soffocarlo o sbiadirlo"
1839," Ma se le tue parole or ver giuraro, dimmi che è cagion per che dimostri nel dire e nel guardar d’avermi caro»","Ma se le tue parole poco fa giurarono il vero, dimmi per quale ragione mostri di avermi caro nel parlare e nel guardarmi»"
1840," E io a lui",Io a lui pure
1841," «Li dolci detti vostri, che, quanto durerà l’uso moderno, faranno cari ancora i loro incostri»","Grazie alla presenza dei vostri versi poetici, che seguiranno la lingua del volgo per sempre, i manoscritti in cui sono custoditi saranno eternamente preziosi."
1842," «O frate», disse, «questi ch’io ti cerno col dito», ","Lei indicò col dito e chiamò il fratello, «Eccolo!»."
1843," e additò un spirto innanzi, ",Lui ebbe una visione di uno spirito.
1844," «fu miglior fabbro del parlar materno",»Fu un padrone della sua lingua madre.
1845," Versi d’amore e prose di romanzi soverchiò tutti",Si distinse come una figura di rilievo nel campo della poesia amorosa oitanica e nella letteratura narrativa in lingua d'oc.
1846," e lascia dir li stolti che quel di Lemosì credon ch’avanzi","Lascia che i stolti sprechino le loro parole, credendo di essere superiori al Limosino."
1847," A voce più ch’al ver drizzan li volti, e così ferman sua oppinïone prima ch’arte o ragion per lor s’ascolti","Essi prendono in considerazione le voci più che la verità, e formulano così il loro giudizio prima di esaminare l'arte o la ragionevolezza."
1848," Così fer molti antichi di Guittone, di grido in grido pur lui dando pregio, fin che l’ha vinto il ver con più persone","Grazie all'opera di numerosi autori, la verità ha sopravanzato ciò che molte persone antiche apprezzavano in Guittone, ossia il suo ascoltare le voci."
1849," Or se tu hai sì ampio privilegio, che licito ti sia l’andare al chiostro nel quale è Cristo abate del collegio, ","Hai l'opportunità unica di visitare il chiostro, dove Cristo è l'autorità in capo del collegio."
1850," falli per me un dir d’un paternostro, quanto bisogna a noi di questo mondo, dove poter peccar non è più nostro»","Racconta a lui un 'Padre Nostro' per noi, affinché possiamo ottenere la grazia necessaria nel Purgatorio, dove non abbiamo più la capacità di commettere peccati."
1851," Poi, forse per dar luogo altrui secondo che presso avea, disparve per lo foco, come per l’acqua il pesce andando al fondo","Poi, come se stesse abbandonando ogni velleità e intendesse lasciare campo aperto alla presenza altrui, svanì nel calore ardente simile a un pesce che si immerge nell'acqua andando in fondo."
1852," Io mi fei al mostrato innanzi un poco, e dissi ch’al suo nome il mio disire apparecchiava grazïoso loco","Io mi avvicinai a quello spirito che aveva menzionato in precedenza, e affermai che desideravo con entusiasmo accogliere il suo nome."
1853," El cominciò liberamente a dire",Lui si mostrava entusiasta di parlare.
1854," «Tan m’abellis vostre cortes deman, qu’ieu no me puesc ni voill a vos cobrire","»Sono così lusingato dalla vostra gentile domanda, che non desidero tenere segreta la mia identità."
1855," Ieu sui Arnaut, que plor e vau cantan","Io sono Arnaut, che canto attraverso le lacrime e il dolore."
1856," consiros vei la passada folor, e vei jausen lo joi qu’esper, denan","Osservo con timore le mie folle avventure d'amore del passato, ma ho la speranza di trovare felicità in futuro."
1857," Ara vos prec, per aquella valor que vos guida al som de l’escalina, sovenha vos a temps de ma dolor»","Vi prego di tenere a mente, con la virtuosità che vi ha portato così in alto, il mio dolore quando è necessario."
1858," Poi s’ascose nel foco che li affina",Poi si nascose nella fiamma che li purificava.
1859," Sì come quando i primi raggi vibra là dove il suo fattor lo sangue sparse, cadendo Ibero sotto l’alta Libra, ","Il sole era sorgere, risplendendo nella posizione in cui il suo Creatore fu ucciso, con l'Ebro visibile sotto la costellazione della Bilancia."
1860," e l’onde in Gange da nona rïarse, sì stava il sole",Le arse onde del Gange provengono dal mezzogiorno.
1861," onde ’l giorno sen giva, come l’angel di Dio lieto ci apparse","quando l'angelo di Dio ci apparve, il giorno stava per concludersi con gioia"
1862," Fuor de la fiamma stava in su la riva, e cantava ‘Beati mundo corde’ ","Stava sull'estremità della Cornice, fuori dai confini del fuoco, e intonava le parole 'Beati i pii di animo'."
1863,in voce assai più che la nostra viva,con una voce molto più potente della nostra
1864," Poscia «Più non si va, se pria non morde, anime sante, il foco","«Anime sante, senza soffrire le fiamme non si può andare oltre. "
1865," intrate in esso, e al cantar di là non siate sorde», ",Accedete all'interno e ascoltate il suono proveniente dall'altro lato.
1866," ci disse come noi li fummo presso","Appena ci fummo accostati, ce lo disse."
1867," per ch’io divenni tal, quando lo ’ntesi, qual è colui che ne la fossa è messo","Quando lo udii, mi sentii come se fossi stato gettato in una tomba."
1868," In su le man commesse mi protesi, guardando il foco e imaginando forte umani corpi già veduti accesi","Ricordando con orrore i corpi umani già carbonizzati, tenevo le mani unite in preghiera e fissavo la fiamma."
1869," Volsersi verso me le buone scorte",I bravi maestri mi guardarono.
1870," e Virgilio mi disse",Virgilio mi ha comunicato che
1871," «Figliuol mio, qui può esser tormento, ma non morte","»«Mio figlio, qui potresti soffrire, ma non morirai»."
1872," Ricorditi, ricorditi"," di prendere il tuo cappelloNon dimenticare di mettere sul capo il cappello."
1873," E se io sovresso Gerïon ti guidai salvo, che farò ora presso più a Dio? ","Se ho condotto te in salvo sulla schiena di Gerione, cosa farò adesso che sono più vicino a Dio?"
1874," Credi per certo che se dentro a l’alvo di questa fiamma stessi ben mille anni, non ti potrebbe far d’un capel calvo","Non c'è dubbio che, anche se tu fossi avvolto dalle fiamme per mille anni, neppure un solo capello cadrebbe."
1875," E se tu forse credi ch’io t’inganni, fatti ver’ lei, e fatti far credenza con le tue mani al lembo d’i tuoi panni","Testa la tua supposizione prendendo un lembo della tua veste, e avvicinalo al fuoco per accertarne la verità."
1876," Pon giù omai, pon giù ogne temenza","Sii forte, abbandona ogni paura."
1877," volgiti in qua e vieni",Gira verso questa direzione e vieni da me.
1878," entra sicuro»",vai avanti con la certezza nel fuoco.
1879," E io pur fermo e contra coscïenza","Io rimanevo immobile, insensibile a ogni invito."
1880," Quando mi vide star pur fermo e duro, turbato un poco disse","Quando vide che non mi persuadevo a nessun costo, un po' turbato mi disse"
1881," «Or vedi, figlio"," «Ora rifletti, figlio"
1882," tra Bëatrice e te è questo muro»",Questo muro è una barriera tra te e Beatrice.
1883," Come al nome di Tisbe aperse il ciglio Piramo in su la morte, e riguardolla, allor che ’l gelso diventò vermiglio","Piramo, nell'istante della sua dipartita, aprì gli occhi e rivolse lo sguardo a Tisbe mentre il gelso si tingeva di un tenue color rosso."
1884," così, la mia durezza fatta solla, mi volsi al savio duca, udendo il nome che ne la mente sempre mi rampolla","Una volta che la mia angoscia si fu attenuata, rivolsi lo sguardo verso il sapiente insegnante, ascoltando quel nome che è sempre nella mia mente."
1885," Ond’ ei crollò la fronte e disse",Lui scosse il capo e parlò.
1886," «Come volenci star di qua?»",Come desideriamo rimanere qui?
1887," indi sorrise come al fanciul si fa ch’è vinto al pome",quindi sorrise come se avesse vinto una promessa di frutto
1888," Poi dentro al foco innanzi mi si mise, pregando Stazio che venisse retro, che pria per lunga strada ci divise",".Pregò Stazio di seguirli, mentre prima aveva fatto da barriera per un po' di tempo; poi entrò nel fuoco."
1889," Sì com’ fui dentro, in un bogliente vetro gittato mi sarei per rinfrescarmi, tant’ era ivi lo ’ncendio sanza metro","Non appena fui dentro, avrei voluto tuffarmi in una superficie di vetro incandescente per rinfrescarmi, il calore era estremamente intenso."
1890," Lo dolce padre mio, per confortarmi, pur di Beatrice ragionando andava, dicendo","Il mio dolce padre, per confortarmi, andava parlando sempre di Beatrice, dicendo"
1891," «Li occhi suoi già veder parmi»",Immagino già i suoi occhi.
1892," Guidavaci una voce che cantava di là",Una voce stava cantando da un'altra direzione e ci stava guidando.
1893," e noi, attenti pur a lei, venimmo fuor là ove si montava","Salendo, noi prestando sempre attenzione alla situazione, ne uscimmo dalle fiamme."
1894," ‘Venite, benedicti Patris mei’, ","'Tutti voi che siete benedetti dal Padre mio, unitevi a me!'"
1895," sonò dentro a un lume che lì era, tal che mi vinse e guardar nol potei",Una luce così luminosa da non poter essere guardata emise una voce.
1896," «Lo sol sen va», soggiunse, «e vien la sera",»«La luce del sole scompare mentre la notte arriva all'orizzonte.»
1897," non v’arrestate, ma studiate il passo, mentre che l’occidente non si annera»",Continuate a muovervi velocemente finché l'occidente non si sarà reso buio completamente.
1898," Dritta salia la via per entro ’l sasso verso tal parte ch’io toglieva i raggi dinanzi a me del sol ch’era già basso","La via scavata nella roccia saliva dritta verso oriente, così che io vedevo davanti a me i raggi del sole ormai morente."
1899," E di pochi scaglion levammo i saggi, che ’l sol corcar, per l’ombra che si spense, sentimmo dietro e io e li miei saggi","Non appena io e le mie guide avevamo raggiunto i primi gradini, ci siamo accorti che il sole stava calando perché l'ombra della mia persona era sparita."
1900," E pria che ’n tutte le sue parti immense fosse orizzonte fatto d’uno aspetto, ","Prima che l'orizzonte si estendesse davanti a noi come una tela uniforme,"
1901," e notte avesse tutte sue dispense, ciascun di noi d’un grado fece letto","mentre tutti i paesi venivano inondati dall'oscurità della notte, ognuno di noi si creò un materasso su un gradino"
