id,Original,Translate
1986," Tu mi fai rimembrar dove e qual era Proserpina nel tempo che perdette la madre lei, ed ella primavera»","Tu mi fai ricordare dove si trovava e come era Proserpina, nel momento in cui la madre perse lei, e lei l'eterna primavera »"
1987," Come si volge, con le piante strette a terra e intra sé, donna che balli, e piede innanzi piede a pena mette, ","Come volteggia una donna che danza, con i piedi stretti a terra e fra di loro, e mette a malapena un piede davanti all'altro, "
1988," volsesi in su i vermigli e in su i gialli fioretti verso me, non altrimenti che vergine che li occhi onesti avvalli","così lei si volse verso di me sui fiorellini rossi e gialli, non diversamente da una vergine che abbassi gli occhi dignitosi"
1989," e fece i prieghi miei esser contenti, sì appressando sé, che ’l dolce suono veniva a me co’ suoi intendimenti","e esaudì le mie preghiere, avvicinandosi al punto che il dolce suono del suo canto era udito e compreso da me"
1990," Tosto che fu là dove l’erbe sono bagnate già da l’onde del bel fiume, di levar li occhi suoi mi fece dono","Appena fu là dove le erbe sono bagnate dalle acque del bel fiume, mi fece il dono di sollevare i suoi occhi"
1991," Non credo che splendesse tanto lume sotto le ciglia a Venere, trafitta dal figlio fuor di tutto suo costume","Non credo che sotto le ciglia di Venere, trafitta dal figlio Cupido in modo involontario, splendesse un tale lume d'amore"
1992," Ella ridea da l’altra riva dritta, trattando più color con le sue mani, che l’alta terra sanza seme gitta","Ella rideva in piedi dall'altra sponda, intrecciando con le sue mani più fiori colorati, che quell'alta terra produce senza sementi"
1993," Tre passi ci facea il fiume lontani",Il fiume ci separava di non più di tre passi
1994," ma Elesponto, là ’ve passò Serse, ancora freno a tutti orgogli umani, "," ma l'Ellesponto, là dove passò Serse , il cui esempio è ancora ammonimento per ogni orgoglio umano, "
1995," più odio da Leandro non sofferse per mareggiare intra Sesto e Abido, che quel da me perch’ allor non s’aperse"," non fu più odiato da Leandro a causa delle sue mareggiate tra le città di Sesto e Abido, rispetto a quel fiume perché non mi fece passare"
1996," «Voi siete nuovi, e forse perch’ io rido»,"," «Voi siete appena arrivati, e forse perchè io rida"
1997,"  cominciò ella, "," cominciò lei,"
1998,"  «in questo luogo eletto a l’umana natura per suo nido, maravigliando tienvi alcun sospetto"," in questo luogo che fu scelto come nido per la specie umana, siete meravigliati"
1999," ma luce rende il salmo Delectasti, che puote disnebbiar vostro intelletto"," ma il Salmo 'Delectasti' fornisce la spiegazione che può dissipare ogni vostro dubbio"
2000," E tu che se’ dinanzi e mi pregasti, dì s’altro vuoli udir","E tu che sei davanti e mi hai pregato, dimmi se vuoi sapere altro"
2001," ch’i’ venni presta ad ogne tua question tanto che basti»"," infatti io sono venuta qui per rispondere a ogni tua domanda quel tanto che basti»"
2002," «L’acqua», diss’ io, «e ’l suon de la foresta impugnan dentro a me novella fede di cosa ch’io udi’ contraria a questa»",Io dissi «L'acqua e lo stormire della foresta contrastano nel mio pensiero rispetto a qualcosa  che ho sentito»
2003," Ond’ ella",Allora lei
2004," «Io dicerò come procede per sua cagion ciò ch’ammirar ti face, e purgherò la nebbia che ti fiede"," «Io ti dirò qual è la causa di ciò che suscita il tuo stupore, e dissiperò la nebbia che offusca il tuo intelletto"
2005," Lo sommo Ben, che solo esso a sé piace, fé l’uom buono e a bene, e questo loco diede per arr’ a lui d’etterna pace","Il sommo Bene , che piace solo a se stesso, creò l'uomo buono e disposto al bene, e diede a lui questo luogo come caparra della pace eterna"
2006," Per sua difalta qui dimorò poco",Per il suo peccato si trattenne qui poco tempo
2007," per sua difalta in pianto e in affanno cambiò onesto riso e dolce gioco"," per il suo peccato trasformò la sua gioia e felicità in pianto e in affanno"
2008," Perché ’l turbar che sotto da sé fanno l’essalazion de l’acqua e de la terra, ","Affinché le perturbazioni che sono prodotte sulla Terra dal vapore dell'acqua e del suolo, "
2009," che quanto posson dietro al calor vanno, a l’uomo non facesse alcuna guerra, questo monte salìo verso ’l ciel tanto, ","che seguono il calore per quanto possono, non creassero fastidio all'uomo, questo monte salì al cielo fin qui, "
2010," e libero n’è d’indi ove si serra",ed esso è immune dagli eventi atmosferici da qui fino alla porta del Purgatorio
2011," Or perché in circuito tutto quanto l’aere si volge con la prima volta, se non li è rotto il cerchio d’alcun canto, ","Ora, poiché tutta l'aria si muove in cerchio con il Primo Mobile, a meno che il movimento celeste non sia interrotto in qualche punto, "
2012," in questa altezza ch’è tutta disciolta ne l’aere vivo, tal moto percuote, e fa sonar la selva perch’ è folta","tale movimento dell'aria urta contro la cima del monte che è tutta libera nell'aria in movimento, e fa stormire la selva che è piena di fronde"
2013," e la percossa pianta tanto puote, che de la sua virtute l’aura impregna e quella poi, girando, intorno scuote","e la pianta colpita dal vento ha un tale potere che impregna l'aria della sua virtù generativa , e l'aria, girando, la diffonde poi tutt'intorno"
2014," e l’altra terra, secondo ch’è degna per sé e per suo ciel, concepe e figlia di diverse virtù diverse legna","e la Terra popolata dagli uomini, a seconda della sua fertilità e del suo clima, concepisce e produce diverse piante a partire da diverse virtù"
2015," Non parrebbe di là poi maraviglia, udito questo, quando alcuna pianta sanza seme palese vi s’appiglia","Udito questo, sulla Terra non ci si dovrebbe stupire quando una pianta nasce apparentemente senza essere stata seminata"
2016," E saper dei che la campagna santa dove tu se’, d’ogne semenza è piena, e frutto ha in sé che di là non si schianta","E devi sapere che il bosco sacro dove ti trovi è pieno di ogni semente, e ha in sé dei frutti che non crescono nel mondo"
2017," L’acqua che vedi non surge di vena che ristori vapor che gel converta, come fiume ch’acquista e perde lena","L'acqua che vedi non sgorga da una sorgente che sia alimentata da vapori che il gelo trasforma in pioggia, come un fiume che perde e acquista portata"
2018," ma esce di fontana salda e certa, che tanto dal voler di Dio riprende, quant’ ella versa da due parti aperta","ma esce da una fonte salda e certa, che riceve dalla volontà di Dio quanto essa poi riversa da due parti"
2019," Da questa parte con virtù discende che toglie altrui memoria del peccato",Da questa parte  scende con la virtù di togliere la memoria del peccato
2020," da l’altra d’ogne ben fatto la rende"," dall'altra  con la virtù di rafforzare il ricordo di ogni buona azione"
2021," Quinci Letè",Da qui si chiama Lete
2022," così da l’altro lato Eünoè si chiama, e non adopra se quinci e quindi pria non è gustato"," dall'altro lato si chiama Eunoè, e non agisce se non si beve prima quest'acqua e poi quell'altra"
2023," a tutti altri sapori esto è di sopra"," questo sapore  è superiore a ogni altro"
2024," E avvegna ch’assai possa esser sazia la sete tua perch’ io più non ti scuopra, darotti un corollario ancor per grazia","E anche se la tua curiosità può essere soddisfatta senza che io aggiunga altro, per mia grazia di darò ancora un corollario"
2025," né credo che ’l mio dir ti sia men caro, se oltre promession teco si spazia"," e non credo che le mie parole ti saranno meno gradite, se vanno oltre ciò che ti avevo promesso"
2026," Quelli ch’anticamente poetaro l’età de l’oro e suo stato felice, forse in Parnaso esto loco sognaro","Quelli che nell'antichità scrissero versi sull'età dell'oro e il suo stato felice, forse sognarono in Parnaso proprio questo luogo"
2027," Qui fu innocente l’umana radice",Qui i primi uomini furono innocenti
2028," qui primavera sempre e ogne frutto"," qui regna un'eterna primavera e ogni frutto"
2029," nettare è questo di che ciascun dice»"," l'acqua di questo fiume è il nettare di cui ognuno di loro parla»"
2030," Io mi rivolsi ’n dietro allora tutto a’ miei poeti, e vidi che con riso udito avëan l’ultimo costrutto",Io allora mi voltai verso Virgilio e Stazio e vidi che avevano ascoltato queste ultime parole sorridendo
2031," poi a la bella donna torna’ il viso"," poi tornai a guardare la bella donna"
2033," Cantando come donna innamorata, continüò col fin di sue parole","Cantando come una donna innamorata,  continuò le sue parole dicendo"
2034," ‘Beati quorum tecta sunt peccata’",Beati coloro i cui peccati sono stati coperti dal perdono
2035," E come ninfe che si givan sole per le salvatiche ombre, disïando qual di veder, qual di fuggir lo sole,","E come le ninfe vagavano da sole fra le ombre dei boschi, alcune desiderando di vedere il sole e altre di sfuggirlo, "
2036,"  allor si mosse contra ’l fiume, andando su per la riva","allora la donna iniziò a risalire il fiume, costeggiandone la riva"
2037," e io pari di lei, picciol passo con picciol seguitando"," e la seguivo, adattando il mio passo al suo, più lento"
2038," Non eran cento tra ’ suoi passi e ’ miei, quando le ripe igualmente dier volta, per modo ch’a levante mi rendei","Non avevamo ancora compiuto cento passi in due, quando il fiume svoltò verso levante e io ne seguii il corso"
2039," Né ancor fu così nostra via molta, quando la donna tutta a me si torse, dicendo","Anche in questa direzione non percorremmo molta strada, quando la donna si voltò verso di me e disse"
2040," «Frate mio, guarda e ascolta»"," «Fratello mio, guarda e ascolta»"
2041," Ed ecco un lustro sùbito trascorse da tutte parti per la gran foresta, tal che di balenar mi mise in forse","Ed ecco che un bagliore improvviso percorse la foresta da tutte le parti, tanto che dubitai si trattasse di un lampo"
2042," Ma perché ’l balenar, come vien, resta, e quel, durando, più e più splendeva, nel mio pensier dicea","Ma poiché il lampo cessa non appena è venuto, mentre quello persisteva e diventava sempre più splendente, fra me e me dicevo"
2043," ‘Che cosa è questa?’"," «Di che può trattarsi?»"
2044," E una melodia dolce correva per l’aere luminoso"," E una dolce melodia si diffondeva nell'aria luminosa"
2045," onde buon zelo mi fé riprender l’ardimento d’Eva, che là dove ubidia la terra e ’l cielo, "," allora un giusto zelo mi indusse a rimproverare l'orgoglio di Eva, la quale, benché la terra e il cielo le ubbidissero, "
2046," femmina, sola e pur testé formata, non sofferse di star sotto alcun velo"," benché fosse l'unica donna appena creata, non tollerò alcun limite alla propria conoscenza"
2047," sotto ’l qual se divota fosse stata, avrei quelle ineffabili delizie sentite prima e più lunga fïata","e se invece avesse rispettato quel limite, devota, io avrei gustato quelle indicibili delizie già in precedenza, e per un tempo più lungo"
2048," Mentr’ io m’andava tra tante primizie de l’etterno piacer tutto sospeso, ","Mentre io procedevo con l'animo assorto tra tante anticipazioni delle bellezze paradisiache, "
2049," e disïoso ancora a più letizie, dinanzi a noi, tal quale un foco acceso, ci si fé l’aere sotto i verdi rami","e desideroso di altre gioie ancora, l'aria si fece davanti a noi di un colore rosso acceso come il fuoco, sotto i rami verdi"
2050," e ’l dolce suon per canti era già inteso"," e quel dolce suono si rivelava ormai come un canto"
2051," O sacrosante Vergini, se fami, freddi o vigilie mai per voi soffersi, cagion mi sprona ch’io mercé vi chiami","O sante Muse, se mai ho sofferto per voi digiuni, freddi o veglie, ora una ragione mi sprona a chiedervi una ricompensa per questo"
2052," Or convien che Elicona per me versi, e Uranìe m’aiuti col suo coro forti cose a pensar mettere in versi","Ora è necessario che l'Elicona versi per me l'ispirazione poetica, e che Urania mi aiuti insieme alle compagne a mettere in versi cose difficili anche solo a pensarsi"
2053," Poco più oltre, sette alberi d’oro falsava nel parere il lungo tratto del mezzo ch’era ancor tra noi e loro","Poco lontano, il lungo tratto dell'aria che era ancora tra noi e loro, mi faceva credere di vedere sette alberi d'oro"
2054," ma quand’ i’ fui sì presso di lor fatto, che l’obietto comun, che ’l senso inganna, ","ma quando mi fui avvicinato di più, al punto che l'oggetto della percezione, che può ingannare i sensi, "
2055," non perdea per distanza alcun suo atto, la virtù ch’a ragion discorso ammanna, sì com’ elli eran candelabri apprese, ","non perdeva alcuna sua qualità per la distanza, la virtù che fornisce gli elementi di giudizio alla ragione  li riconobbe come candelabri, "
2056," e ne le voci del cantare ‘Osanna’",e nelle voci sentì il canto 'Osanna'
2057," Di sopra fiammeggiava il bello arnese più chiaro assai che luna per sereno di mezza notte nel suo mezzo mese","Il bell'insieme dei candelabri fiammeggiava verso l'alto, facendo un chiarore più intenso di quello della luna a mezzanotte, quando è piena"
2058," Io mi rivolsi d’ammirazion pieno al buon Virgilio, ed esso mi rispuose con vista carca di stupor non meno","Io mi rivolsi pieno di meraviglia al buon Virgilio, ed egli mi rispose con uno sguardo non meno carico di stupore"
2059," Indi rendei l’aspetto a l’alte cose che si movieno incontr’ a noi sì tardi, che foran vinte da novelle spose","Allora tornai a guardare quelle alte cose che si muovevano verso di noi, così lentamente che sarebbero vinte da spose novelle"
2060," La donna mi sgridò",La donna  mi sgridò
2061," «Perché pur ardi sì ne l’affetto de le vive luci, e ciò che vien di retro a lor non guardi?»"," «Perché guardi solo i candelabri, pieno di amore, e non osservi ciò che viene dietro di essi?»"
2062," Genti vid’ io allor, come a lor duci, venire appresso, vestite di bianco"," Allora vidi dei personaggi che li seguivano, come se fossero loro guide, vestiti di bianco"
2063," e tal candor di qua già mai non fuci"," e un simile candore non ci fu mai sulla Terra"
2064," L’acqua imprendëa dal sinistro fianco, e rendea me la mia sinistra costa, s’io riguardava in lei, come specchio anco","L'acqua del Lete splendeva alla mia sinistra, e rifletteva come uno specchio il mio fianco sinistro, se io guardavo in essa"
2065," Quand’ io da la mia riva ebbi tal posta, che solo il fiume mi facea distante, per veder meglio ai passi diedi sosta, ","Quando io fui presso la riva, tanto che solo il fiume mi separava da quegli oggetti, per veder meglio arrestai il passo, "
2066," e vidi le fiammelle andar davante, lasciando dietro a sé l’aere dipinto, e di tratti pennelli avean sembiante","e vidi le fiammelle  proseguire e lasciare dietro di sé l'aria dipinta, e quelle strisce luminose sembravano tratti di pennello "
2067," sì che lì sopra rimanea distinto di sette liste, tutte in quei colori onde fa l’arco il Sole e Delia il cinto","così che sopra i candelabri l'aria era distinta in sette strisce, tutte di quei colori che il Sole produce nell'arcobaleno e la Luna nel suo alone"
2068," Questi ostendali in dietro eran maggiori che la mia vista",Questi stendardi  si estendevano indietro più di quanto io potessi vederli
2069," e, quanto a mio avviso, diece passi distavan quei di fori"," e credo che i due più esterni distassero dieci passi"
2070," Sotto così bel ciel com’ io diviso, ventiquattro seniori, a due a due, coronati venien di fiordaliso","Sotto un così bel cielo, come io lo descrivo, venivano ventiquattro vecchi, a due a due, coronati di gigli"
2071," Tutti cantavan",Tutti cantavano
2072," «Benedicta tue ne le figlie d’Adamo, e benedette sieno in etterno le bellezze tue»"," «Benedetta sia tu tra le figlie di Adamo, e benedette siano in eterno le tue bellezze»"
2073," Poscia che i fiori e l’altre fresche erbette a rimpetto di me da l’altra sponda libere fuor da quelle genti elette, ","Dopo che i fiori e le altre fresche erbette di fronte a me, sulla sponda opposta, furono libere da quelle genti sante, "
2074," sì come luce luce in ciel seconda, vennero appresso lor quattro animali, coronati ciascun di verde fronda","proprio come in cielo una costellazione ne segue un'altra, vennero dopo di loro quattro animali, ognuno coronato da una fronda verde"
2075," Ognuno era pennuto di sei ali","Ciascuno aveva sei ali "
2076," le penne piene d’occhi",le ali erano piene d'occhi
2077," e li occhi d’Argo, se fosser vivi, sarebber cotali"," gli occhi sarebbero uguali a quelli di Argo, se fossero ancora vivi"
2078," A descriver lor forme più non spargo rime, lettor","Lettore, per descrivere il loro aspetto non spendo un più ampio numero di versi, "
2079," ch’altra spesa mi strigne, tanto ch’a questa non posso esser largo","poiché altri argomenti mi stringono, al punto che su questo non posso essere prodigo di dettagli"
2080," ma leggi Ezechïel, che li dipigne come li vide da la fredda parte venir con vento e con nube e con igne","ma leggi Ezechiele, che li descrive come li vide venire da nord con vento, con nubi e con il fuoco"
2081," e quali i troverai ne le sue carte, tali eran quivi, salvo ch’a le penne Giovanni è meco e da lui si diparte","e quelli che vidi erano identici a quelli che leggerai nel suo libro, salvo che per il dettaglio delle penne Giovanni è con me e si allontana da lui"
2082," Lo spazio dentro a lor quattro contenne un carro, in su due rote, trïunfale, ch’al collo d’un grifon tirato venne","Lo spazio fra loro era occupato da un carro trionfale, su due ruote, che procedeva trainato dal collo di un grifone"
2083," Esso tendeva in sù l’una e l’altra ale tra la mezzana e le tre e tre liste, sì ch’a nulla, fendendo, facea male","Esso  aveva le ali tese in alto, tra la lista luminosa al centro e le tre da ogni lato, in modo tale che non danneggiava nessuna di esse"
2084," Tanto salivan che non eran viste",salivano così in alto da sfuggire alla vista
2085," le membra d’oro avea quant’ era uccello, e bianche l’altre, di vermiglio miste"," aveva le membra di uccello di colore dorato, le altre di colore bianco misto a rosso"
2086," Non che Roma di carro così bello rallegrasse Affricano, o vero Augusto, ma quel del Sol saria pover con ello","Non solo a Roma non ci fu mai un carro così bello a festeggiare Scipione l'Africano o Augusto, ma addirittura quello del Sole sarebbe povero a paragone di quello"
2087," quel del Sol che, svïando, fu combusto per l’orazion de la Terra devota, quando fu Giove arcanamente giusto","quello del Sole, che, deviando, fu bruciato per le preghiere della Terra devota, quando Giove fu giusto in modo misterioso"
2088," Tre donne in giro da la destra rota venian danzando",Tre donne venivano danzando in cerchio accanto alla ruota destra
2089," l’una tanto rossa ch’a pena fora dentro al foco nota"," una era rossa, a tal punto che si sarebbe a malapena notata dentro il fuoco"
2090," l’altr’ era come se le carni e l’ossa fossero state di smeraldo fatte",la seconda aveva le carni e le ossa che sembravano fatte di smeraldo verde
2091," la terza parea neve testé mossa"," la terza sembrava neve appena caduta dal cielo"
2092," e or parëan da la bianca tratte, or da la rossa","e ora sembravano guidate nella danza dalla bianca, ora dalla rossa"
2093," e dal canto di questa l’altre toglien l’andare e tarde e ratte"," e dal canto di quest'ultima le altre assumevano un ritmo di danza lento o veloce"
2094," Da la sinistra quattro facean festa, in porpore vestite, dietro al modo d’una di lor ch’avea tre occhi in testa","Dal lato sinistro del carro danzavano quattro donne, vestite di rosso porpora, seguendo il ritmo di una di loro che aveva in testa ben tre occhi"
2095," Appresso tutto il pertrattato nodo vidi due vecchi in abito dispari, ma pari in atto e onesto e sodo","Dietro tutti questi personaggi, vidi due vecchi vestiti diversamente nell'abito, ma identici nell'atteggiamento dignitoso e solenne"
2096," L’un si mostrava alcun de’ famigliari di quel sommo Ipocràte che natura a li animali fé ch’ell’ ha più cari",Il primo si mostrava come uno dei seguaci di quel sommo Ippocrate che la Natura creò per gli esseri  che ha più cari
2097," mostrava l’altro la contraria cura con una spada lucida e aguta, tal che di qua dal rio mi fé paura","l'altro mostrava l'interesse opposto, impugnando una spada lucida e aguzza, tanto che mi fece paura anche se ero da questa parte del fiume"
2098," Poi vidi quattro in umile paruta",Poi vidi quattro personaggi dall'aspetto umile
2099," e di retro da tutti un vecchio solo venir, dormendo, con la faccia arguta"," e dietro a tutti un vecchio solitario, che procedeva dormendo, col volto espressivo"
2100," E questi sette col primaio stuolo erano abitüati, ma di gigli dintorno al capo non facëan brolo, ","E questi sette erano vestiti come i primi ventiquattro vecchi , ma attorno al capo non erano coronati di gigli, "
2101," anzi di rose e d’altri fior vermigli",bensì di rose e di altri fiori rossi
2102," giurato avria poco lontano aspetto che tutti ardesser di sopra da’ cigli"," si sarebbe giurato, guardandoli da lontano, che ardessero tutti sopra la fronte"
2103," E quando il carro a me fu a rimpetto, un tuon s’udì, e quelle genti degne parvero aver l’andar più interdetto, ","E quando il carro fu proprio di fronte a me, si udì un tuono e quelle genti sante sembrarono avere il divieto di procedere oltre, "
2104," fermandosi ivi con le prime insegne",per cui si fermarono lì con le insegne che guidavano il corteo
2106," Quando il settentrïon del primo cielo, che né occaso mai seppe né orto né d’altra nebbia che di colpa velo, ","Quando la costellazione formata da sette stelle dell'Empireo , che non ha mai conosciuto alba o tramonto, né è mai stata offuscata da nebbia se non quella del peccato, "
2107," e che faceva lì ciascun accorto di suo dover, come ’l più basso face qual temon gira per venire a porto, fermo s’affisse","e che lì indicava a ciascuno il suo dovere, proprio come l'Orsa Maggiore indica la via a chiunque gira il timone per giungere in porto, si fermò, "
2108," la gente verace, venuta prima tra ’l grifone ed esso, al carro volse sé come a sua pace","la gente santa  che era venuta tra essa e il grifone si voltò verso il carro, come alla sua pace"
2109," e un di loro, quasi da ciel messo, ‘Veni, sponsa, de Libano’ cantando gridò tre volte, e tutti li altri appresso","e uno dei vecchi, come se fosse un inviato del cielo, gridò cantando per tre volte 'Vieni, sposa, dal Libano', seguito da tutti gli altri"
2110," Quali i beati al novissimo bando surgeran presti ognun di sua caverna, la revestita voce alleluiando, ","Come i beati risorgeranno solleciti all'ultima chiamata , ognuno dalla sua tomba, cantando alleluia con la voce proveniente dal corpo di cui si saranno rivestiti, "
2111," cotali in su la divina basterna si levar cento, ad vocem tanti senis, ministri e messaggier di vita etterna","così sul carro divino si alzarono cento ministri e messaggeri di vita eterna , in risposta alla voce di un vecchio tanto autorevole"
2112," Tutti dicean",Tutti dicevano
2113," ‘Benedictus qui venis’, "," 'Benedetto tu che vieni', "
2114,"e fior gittando e di sopra e dintorno, ","e, gettando fiori in alto e tutt'intorno, aggiungevano"
2115,"‘Manibus, oh, date lilïa plenis’"," 'Oh, spargete gigli a piene mani"
2116," Io vidi già nel cominciar del giorno la parte orïental tutta rosata, e l’altro ciel di bel sereno addorno","'Io ho già visto all'inizio del giorno la parte orientale tutta di colore roseo, e il resto del cielo adornato da un bel colore sereno"
2117," e la faccia del sol nascere ombrata, sì che per temperanza di vapori l’occhio la sostenea lunga fïata","e ho visto il sole nascere dietro un velo, così che l'occhio poteva fissarlo a lungo grazie a spessi vapori che lo temperavano"
2118," così dentro una nuvola di fiori che da le mani angeliche saliva e ricadeva in giù dentro e di fori, ","allo stesso modo, dentro la nuvola di fiori che saliva dalle mani degli angeli e ricadeva in basso dentro il carro e di fuori, "
2119," sovra candido vel cinta d’uliva donna m’apparve, sotto verde manto vestita di color di fiamma viva","mi apparve una donna che indossava un velo bianco ed era incoronata di ulivo, sotto un verde mantello e vestita di colore rosso fiammante"
2120," E lo spirito mio, che già cotanto tempo era stato ch’a la sua presenza non era di stupor, tremando, affranto, ","E il mio spirito, che era stato già tanto tempo senza tremare, colpito dallo stupore per la sua presenza, "
2121," sanza de li occhi aver più conoscenza, per occulta virtù che da lei mosse, d’antico amor sentì la gran potenza","anche senza vederla con gli occhi, grazie a una virtù nascosta che mosse da lei, sentì la grande potenza di un antico amore"
2122," Tosto che ne la vista mi percosse l’alta virtù che già m’avea trafitto prima ch’io fuor di püerizia fosse, ","Non appena la mia vista fu colpita dall'alta virtù amorosa che già mi aveva trafitto prima che io uscissi dalla fanciullezza , "
2123," volsimi a la sinistra col respitto col quale il fantolin corre a la mamma quando ha paura o quando elli è afflitto, per dicere a Virgilio","mi voltai a sinistra con l'ansia con cui il bambino corre dalla mamma, quando ha paura o è turbato da qualcosa,per dire a Virgilio"
2124," ‘Men che dramma di sangue m’è rimaso che non tremi"," 'Non mi è rimasta neppure una goccia di sangue che non tremi"
2125," conosco i segni de l’antica fiamma’"," conosco i segni dell'antica fiamma'"
2126," Ma Virgilio n’avea lasciati scemi di sé, Virgilio dolcissimo patre, Virgilio a cui per mia salute die’mi","Ma Virgilio ci aveva lasciati privi di sé, Virgilio, dolcissimo padre, Virgilio, al quale mi affidai per la mia salvezza"
2127," né quantunque perdeo l’antica matre, valse a le guance nette di rugiada, che, lagrimando, non tornasser atre",e tutto ciò  che perse l'antica madre  non impedì alle mie guance pulite dalla rugiada di tornare sporche per il mio pianto
2128," «Dante, perché Virgilio se ne vada, non pianger anco, non piangere ancora","«Dante, per il fatto che Virgilio se ne sia andato non piangere così presto, non piangere ancora, "
2129," ché pianger ti conven per altra spada»",poiché dovrai piangere per altri motivi»
2130," Quasi ammiraglio che in poppa e in prora viene a veder la gente che ministra per li altri legni, e a ben far l’incora","E come un ammiraglio che a poppa e a prora va a sorvegliare i marinai che governano le altre navi, e li sprona a far bene"
2131," in su la sponda del carro sinistra, quando mi volsi al suon del nome mio, che di necessità qui si registra, ","sul fianco sinistro del carro, quando mi voltai al suono del mio nome che sono costretto a citare in questi versi, "
2132," vidi la donna che pria m’appario velata sotto l’angelica festa, drizzar li occhi ver’ me di qua dal rio","vidi la donna che prima mi era apparsa velata dai fiori gettati dagli angeli, che fissava lo sguardo verso di me al di qua del fiume "
2133," Tutto che ’l vel che le scendea di testa, cerchiato de le fronde di Minerva, non la lasciasse parer manifesta, ","Anche se il velo che le scendeva sulla testa, coronato dalle fronde di Minerva , non permetteva di vederla in viso, "
2134," regalmente ne l’atto ancor proterva continüò come colui che dice e ’l più caldo parlar dietro reserva","ancora regalmente altera nel suo atteggiamento continuò, come colui che parla e riserva gli argomenti più efficaci per la fine del discorso"
2135," «Guardaci ben",«Guarda bene qui
2136," Ben son, ben son Beatrice"," Sì, sono proprio io, sono proprio Beatrice"
2137," Come degnasti d’accedere al monte? "," Come hai osato accedere al Paradiso Terrestre? "
2138," non sapei tu che qui è l’uom felice?»"," Non sapevi che questa è la sede dell'uomo felice?»"
2139," Li occhi mi cadder giù nel chiaro fonte"," Gli occhi mi caddero giù nelle acque chiare del fiume"
2140," ma veggendomi in esso, i trassi a l’erba, tanta vergogna mi gravò la fronte"," ma vedendo la mia immagine riflessa, li volsi all'erba perché una grande vergogna mi fece chinare la fronte"
2141," Così la madre al figlio par superba, com’ ella parve a me","Come la madre sembra superba al figlio, così lei sembrava a me"
2142," perché d’amaro sente il sapor de la pietade acerba"," infatti l'affetto che si manifesta col rimprovero ha un sapore amaro"
2143," Ella si tacque",La donna tacque
2144," e li angeli cantaro di sùbito ‘In te, Domine, speravi’"," e gli angeli cantarono subito 'In te, o Signore, ho riposto la mia speranza', "
2145," ma oltre ‘pedes meos’ non passaro"," ma non andarono oltre il versetto che dice 'I miei piedi'"
2146," Sì come neve tra le vive travi per lo dosso d’Italia si congela, soffiata e stretta da li venti schiavi, ","Come la neve si ghiaccia tra gli alberi dell'Appennino, colpita dai venti freddi della Schiavonia, "
2147," poi, liquefatta, in sé stessa trapela, pur che la terra che perde ombra spiri, sì che par foco fonder la candela","poi, liquefatta, si scioglie poco a poco, non appena l'Africa manda i suoi venti caldi, così che sembra una candela sciolta dal fuoco"
2148," così fui sanza lagrime e sospiri anzi ’l cantar di quei che notan sempre dietro a le note de li etterni giri","allo stesso modo io fui senza lacrime e sospiri, prima del canto di quelli  che cantano sempre dietro l'armonia delle ruote celesti"
2149," ma poi che ’ntesi ne le dolci tempre lor compatire a me, par che se detto avesser","ma dopo che sentii nelle loro dolci melodie che mi compativano, come se avessero detto"
2150," ‘Donna, perché sì lo stempre?’, "," 'Donna, perché lo avvilisci in tal modo?',"
2151," lo gel che m’era intorno al cor ristretto, spirito e acqua fessi, e con angoscia de la bocca e de li occhi uscì del petto"," il gelo che mi si era stretto intorno al cuore si trasformò in acqua e fiato, e uscì fuori dalla bocca e dagli occhi con angoscia"
2152," Ella, pur ferma in su la detta coscia del carro stando, a le sustanze pie volse le sue parole così poscia","Beatrice, sempre stando ferma sul fianco sinistro del carro, rivolse poi le sue parole a quelle creature devote "
2153," «Voi vigilate ne l’etterno die, sì che notte né sonno a voi non fura passo che faccia il secol per sue vie","«Voi vegliate nell'eterna luce di Dio, così che né la notte né il sonno vi sottraggono alcun passo che il mondo compie nelle sue vie "
2154," onde la mia risposta è con più cura che m’intenda colui che di là piagne, perché sia colpa e duol d’una misura","perciò la mia risposta ha lo scopo di farsi sentire da colui che piange al di là del fiume, perché il dolore sia commisurato alla colpa"
2155," Non pur per ovra de le rote magne, che drizzan ciascun seme ad alcun fine secondo che le stelle son compagne, ","Non solo grazie all'influenza dei Cieli, che indirizzano ciascun essere al suo fine secondo la virtù della stella che presiede alla sua nascita, "
2156," ma per larghezza di grazie divine, che sì alti vapori hanno a lor piova, che nostre viste là non van vicine, ","ma anche per la generosità della grazia divina, che piove da nubi così alte che la nostra vista non può neppure avvicinarsi, "
2157," questi fu tal ne la sua vita nova virtüalmente, ch’ogne abito destro fatto averebbe in lui mirabil prova",questi  nella sua gioventù ebbe tali virtù in potenza che in lui ogni buona attitudine avrebbe portato a straordinari risultati
2158," Ma tanto più maligno e più silvestro si fa ’l terren col mal seme e non cólto, quant’ elli ha più di buon vigor terrestro","Ma un terreno si fa tanto più cattivo e selvatico, con cattive sementi e quando non è coltivato, quanto più esso è dotato di fertilità naturale"
2159," Alcun tempo il sostenni col mio volto",Per qualche tempo sostenni Dante col mio volto
2160," mostrando li occhi giovanetti a lui, meco il menava in dritta parte vòlto"," mostrandogli i miei occhi giovani, lo conducevo con me sulla retta strada"
