,Inferno,Parafrasi
1781,"  Tu vedrai ben, se tu là ti congiungi, quanto ’l senso s’inganna di lontano","Tu vedrai bene, una volta arrivato fin là, quanto i sensi siano ingannati dalla distanza"
1782," però alquanto più te stesso pungi""", perciò affrettati ad arrivare»
1783,  Poi caramente mi prese per mano e disse: ,"Poi mi prese per mano con dolcezza, dicendo: "
1784,"  ""Pria che noi siam più avanti, acciò che ’l fatto men ti paia strano,  ","«Prima che noi ci spingiamo più avanti, e affinché la cosa ti sembri meno strana, "
1785,"  sappi che non son torri, ma giganti, e son nel pozzo intorno da la ripa da l’umbilico in giuso tutti quanti""","sappi che quelle non sono torri ma giganti, e sono confitti tutti nella roccia intorno al pozzo dall'ombelico in giù»"
1786,"  Come quando la nebbia si dissipa, lo sguardo a poco a poco raffigura ciò che cela ’l vapor che l’aere stipa,  ","Come quando la nebbia si dirada e lo sguardo poco a poco distingue chiaramente ciò che il vapore cela nell'aria,"
1787,"  così forando l’aura grossa e scura, più e più appressando ver’ la sponda, fuggiemi errore e cresciemi paura","così, trapassando con lo sguardo l'aria spessa e oscura, mentre ci avvicinavamo al limite del pozzo, svaniva in me l'errore e cresceva la mia paura"
1788,"  però che, come su la cerchia tonda Montereggion di torri si corona, ","infatti, come Monteriggioni è coronata di torri sulla cerchia tonda di  mura, "
1789,"  così la proda che ’l pozzo circonda  torreggiavan di mezza la persona li orribili giganti, cui minaccia Giove del cielo ancora quando tuona","così gli orribili giganti, cui Giove minaccia ancora dal cielo quando emette i tuoni, svettavano come torri sull'argine che circonda il pozzo, emergendo dalla cintola in su"
1790,"  E io scorgeva già d’alcun la faccia, le spalle e ’l petto e del ventre gran parte, e per le coste giù ambo le braccia","E io vedevo già la faccia di uno di loro, nonché le spalle, il petto e gran parte del ventre, e entrambe le braccia lungo i fianchi"
1791,"  Natura certo, quando lasciò l’arte di sì fatti animali, assai fé bene per tòrre tali essecutori a Marte","Certo la natura fece molto bene, quando smise di creare animali del genere per togliere simili ministri a Marte"
1792,"  E s’ella d’elefanti e di balene non si pente, chi guarda sottilmente, più giusta e più discreta la ne tene","E se essa non si pente  di balene ed elefanti, chi giudica con sottigliezza non può non riconoscere la sua saggezza"
1793,"  ché dove l'argomento de la mente s'aggiugne al mal volere e a la possa, nessun riparo vi può far la gente","infatti, dove la razionalità si unisce alla volontà malvagia e alla potenza fisica, le persone non possono difendersi in alcun modo"
1794,  La faccia sua mi parea lunga e grossa ,La sua faccia mi sembrava lunga e grossa 
1795,"  come la pina di San Pietro a Roma, e a sua proporzione eran l’altre ossa","come la pigna di bronzo a San Pietro, a Roma, e le altre membra erano in proporzione"
1796,"  sì che la ripa, ch’era perizoma dal mezzo in giù, ne mostrava ben tanto di sovra, che di giugnere a la chioma  tre Frison s’averien dato mal vanto","così che la roccia, che faceva da perizoma dalla cintola in giù, mostrava tanto del suo corpo che tre Frisoni sovrapposti avrebbero avuto difficoltà a raggiungere i suoi capelli"
1797, però ch’i’ ne vedea trenta gran palmi dal loco in giù dov’omo affibbia ’l manto, infatti vedevo almeno trenta palmi da lì fino al punto in cui l'uomo affibbia il mantello 
1798,"  ""Raphèl maì amècche zabì almi"", cominciò a gridar la fiera bocca, cui non si convenia più dolci salmi","«Raphél maì amèche zabì almi» cominciò a gridare la sua bocca feroce, alla quale non si addiceva una lingua più dolce"
1799,"  E ’l duca mio ver’ lui: ""Anima sciocca, tienti col corno, e con quel ti disfoga quand’ira o altra passïon ti tocca","E la mia guida a lui: «O anima sciocca, accontentati del corno e sfogati con quello quando l'ira o un'altra passione ti prende"
1800,"  Cércati al collo, e troverai la soga che ’l tien legato, o anima confusa, e vedi lui che ’l gran petto ti doga""","Tastati il collo e troverai la correggia che lo tiene legato, o anima confusa, e vedi il corno che ti attraversa il gran petto»"
1801,"  Poi disse a me: ""Elli stessi s’accusa",Poi mi disse: «Egli stesso si autoaccusa
1802, questi è Nembrotto per lo cui mal coto pur un linguaggio nel mondo non s’usa, questo è Nembrod e a causa della suo malvagia idea  nel mondo si parlano diverse lingue
1803,  Lasciànlo stare e non parliamo a vòto,Lasciamolo stare e non parliamo inutilmente
1804," ché così è a lui ciascun linguaggio come ’l suo ad altrui, ch’a nullo è noto"""," infatti ogni linguaggio è ignoto a lui, come il suo lo è agli altri visto che non ha senso»"
1805,"  Facemmo adunque più lungo vïaggio, vòlti a sinistra","Compimmo dunque un cammino più lungo, verso sinistra"
1806, e al trar d’un balestro trovammo l’altro assai più fero e maggio," e dopo una distanza di un tiro di balestra, trovammo un altro gigante assai più feroce e smisurato"
1807,"  A cigner lui qual che fosse ’l maestro, non so io dir, ma el tenea soccinto dinanzi l’altro ","Non so dire chi fosse l'artefice, ma qualcuno gli aveva legato il braccio sinistro davanti "
1808,"  e dietro il braccio destro  d’una catena che ’l tenea avvinto dal collo in giù, sì che ’n su lo scoperto si ravvolgëa infino al giro quinto","e il braccio destro dietro con una catena, che lo teneva avvinto dal collo in giù, in modo tale che dov'era visibile si avvolgeva in cinque giri"
1809,"  ""Questo superbo volle esser esperto di sua potenza contra ’l sommo Giove"", disse ’l mio duca, ""ond’elli ha cotal merto","Il mio maestro disse: «Questo superbo volle sperimentare la sua forza contro il sommo Giove, per cui ha un tale merito"
1810,"  Fïalte ha nome, e fece le gran prove quando i giganti fer paura a’ dèi","Si chiama Fialte, e prese parte alla battaglia  quando i giganti spaventarono gli dei"
1811," le braccia ch’el menò, già mai non move""", non può muovere le braccia che menò in quell'occasione»
1812,"  E io a lui: ""S’esser puote, io vorrei che de lo smisurato Brïareo esperïenza avesser li occhi mei""","E io a lui: «Se è possibile, vorrei che i miei occhi vedessero lo smisurato Briareo»"
1813,"  Ond’ei rispuose: ""Tu vedrai Anteo presso di qui che parla ed è disciolto, che ne porrà nel fondo d’ogne reo","Allora lui rispose: «Tu vedrai Anteo qui vicino, che parla ed è slegato, così che potrà posarci sul fondo dell'Inferno"
1814,"  Quel che tu vuo’ veder, più là è molto ed è legato e fatto come questo, salvo che più feroce par nel volto""","Quello che tu vuoi vedere è molto più lontano, ed è legato e dello stesso aspetto di questo, tranne che sembra più feroce nel viso»"
1815,"  Non fu tremoto già tanto rubesto, che scotesse una torre così forte, come Fïalte a scuotersi fu presto",Non ci fu mai un terremoto tanto terribile e che scuotesse una torre così forte come Fialte fu rapido a scuotersi
1816,"  Allor temett’io più che mai la morte, e non v’era mestier più che la dotta, s’io non avessi viste le ritorte","Allora io ebbi paura più che mai di morire e questo timore sarebbe stato sufficiente, se non avessi visto le catene"
1817,"  Noi procedemmo più avante allotta, e venimmo ad Anteo, che ben cinque alle, sanza la testa, uscia fuor de la grotta","Noi allora procedemmo più avanti e raggiungemmo Anteo, che emergeva dalla roccia ben cinque alle  senza la testa"
1818,"  ""O tu che ne la fortunata valle che fece Scipïon di gloria reda, quand’Anibàl co’ suoi diede le spalle,  recasti già mille leon per preda, ","«O tu che nella fortunata valle di Zama, che fece Scipione erede di gloria quando Annibale fuggì con i suoi, facesti bottino un tempo di mille leoni "
1819,"  e che, se fossi stato a l’alta guerra de’ tuoi fratelli, ancor par che si creda  ch’avrebber vinto i figli de la terra: ","e che, se avessi preso parte alla grande guerra dei tuoi fratelli, si crede che avrebbero vinto i figli della Terra "
1820,"  mettine giù, e non ten vegna schifo, dove Cocito la freddura serra",non avere disdegno di deporci dove il freddo trasforma in ghiaccio il lago di Cocito
1821,  Non ci fare ire a Tizio né a Tifo: questi può dar di quel che qui si brama,"Non ci costringere a rivolgerci a Tizio o Tifeo: Dante può darti quello che desideri, "
1822, però ti china e non torcer lo grifo,quindi chinati e non distogliere il volto
1823,"  Ancor ti può nel mondo render fama, ch’el vive, e lunga vita ancor aspetta se ’nnanzi tempo grazia a sé nol chiama""","Egli ti può ancora dare fama nel mondo, poiché egli è vivo e lo attende ancora una lunga vita, se la grazia divina non lo chiama a sé anzitempo»"
1824,  Così disse ’l maestro,Così disse il maestro
1825," e quelli in fretta le man distese, e prese ’l duca mio, ond’Ercule sentì già grande stretta"," e Anteo distese subito le mani, e prese Virgilio con quelle, di cui Ercole sentì la terribile stretta"
1826,"  Virgilio, quando prender si sentio, disse a me: ""Fatti qua, sì ch’io ti prenda""","Virgilio, quando si sentì afferrare, mi disse: «Avvicinati, così che io possa prenderti»"
1827, poi fece sì ch’un fascio era elli e io," poi mi abbracciò, in modo che fossimo strettamente uniti"
1828,"  Qual pare a riguardar la Carisenda sotto 'l chinato, quando un nuvol vada sovr'essa sì, ched ella incontro penda:  ","Come la torre della Garisenda appare a chi la guarda da sotto, quando una nuvola le passa sopra, così che sembra pendere in avanti"
1829,"  tal parve Antëo a me che stava a bada di vederlo chinare, e fu tal ora ch’i’ avrei voluto ir per altra strada","così sembrò Anteo a me, che stavo attento a vederlo chinare, e fu così spaventoso che avrei voluto fare un'altra strada"
1830,"  Ma lievemente al fondo che divora Lucifero con Giuda, ci sposò",Ma egli ci depose dolcemente sul fondo dell'Inferno che divora Lucifero e Giuda
1831," né, sì chinato, lì fece dimora,  e come albero in nave si levò"," e una volta chinato lì non vi si trattenne, ma si levò di nuovo come l'albero di una nave"
1833," S’ïo avessi le rime aspre e chiocce, come si converrebbe al tristo buco sovra ’l qual pontan tutte l’altre rocce, ","Se io avessi uno stile poetico aspro e duro, quale sarebbe adatto a descrivere il centro della Terra sul quale pesano tutte le rocce, "
1834, io premerei di mio concetto il suco più pienamente,io esprimerei il contenuto dei miei versi in modo più appropriato
1835," ma perch’io non l’abbo, non sanza tema a dicer mi conduco"," ma poiché non ne dispongo, mi appresto a scrivere con un certo timore"
1836,"  ché non è impresa da pigliare a gabbo discriver fondo a tutto l’universo, né da lingua che chiami mamma o babbo","infatti descrivere il fondo dell'intero universo non è impresa da prendere alla leggera, né propria di una lingua infantile"
1837,"  Ma quelle donne aiutino il mio verso ch’aiutaro Anfïone a chiuder Tebe, sì che dal fatto il dir non sia diverso","Ma mi aiutino quelle dee  che aiutarono il poeta Anfione a cingere di mura Tebe, così che le mie parole non siano dissimili dalla realtà"
1838,"  Oh sovra tutte mal creata plebe che stai nel loco onde parlare è duro, mei foste state qui pecore o zebe","O peccatori più di tutti gli altri creati per il male, che state nel luogo  di cui è arduo parlare, sarebbe stato meglio se in vita foste stati pecore o capre"
1839,"  Come noi fummo giù nel pozzo scuro sotto i piè del gigante assai più bassi, e io mirava ancora a l’alto muro,  dicere udi’ mi: ","Non appena noi fummo giù nel pozzo oscuro, molto più bassi dei piedi del gigante Anteo, e mentre io ancora osservavo l'alta parete rocciosa, sentii qualcuno che mi diceva: "
1840,"  ""Guarda come passi: va sì, che tu non calchi con le piante le teste de’ fratei miseri lassi""",«Sta' attento dove cammini: cerca di non calpestare le teste di coloro che in vita furono tuoi fratelli»
1841,"  Per ch’io mi volsi, e vidimi davante e sotto i piedi un lago che per gelo avea di vetro e non d’acqua sembiante","Allora mi voltai e mi vidi davanti e sotto i piedi un lago ghiacciato, che sembrava fatto di vetro e non d'acqua"
1842,"  Non fece al corso suo sì grosso velo di verno la Danoia in Osterlicchi, né Tanaï là sotto ’l freddo cielo,  com’era quivi","Il Danubio in Austria non si ghiacciò mai così d'inverno, formando una crosta tanto spessa, e neppure il Don sotto il cielo freddo , come quel lago d'Inferno"
1843," che se Tambernicchi vi fosse sù caduto, o Pietrapana, non avria pur da l’orlo fatto cricchi"," e se anche vi fossero caduti sopra il monte Tambura  o il Pania, non ne avrebbero fatto neppure scricchiolare la superficie"
1844,"  E come a gracidar si sta la rana col muso fuor de l’acqua, quando sogna di spigolar sovente la villana,  ","E come la rana gracida col muso a pelo d'acqua d'estate, quando la contadina sogna spesso di spigolare"
1845,"  livide, insin là dove appar vergogna eran l’ombre dolenti ne la ghiaccia, mettendo i denti in nota di cicogna"," così le anime dolenti e livide erano immerse nel ghiaccio fino a dove appare il rossore , battendo i denti come fanno le cicogne"
1846,  Ognuna in giù tenea volta la faccia,Ognuna teneva il viso rivolto in basso
1847," da bocca il freddo, e da li occhi il cor tristo tra lor testimonianza si procaccia", fra di loro la bocca è testimonianza del freddo  e gli occhi del cuore angosciato 
1848,"  Quand’io m’ebbi dintorno alquanto visto, volsimi a’ piedi, e vidi due sì stretti, che ’l pel del capo avieno insieme misto","Dopo che io ebbi guardato per un po' intorno, guardai ai miei piedi e vidi due dannati così vicini che avevano i capelli mischiati fra loro "
1849,"  ""Ditemi, voi che sì strignete i petti"", diss’io, ""chi siete?""","Io dissi: «Ditemi, chi siete voi che stringete tanto i petti?» "
1850, E quei piegaro i colli,E quelli piegarono il collo
1851," e poi ch’ebber li visi a me eretti,  li occhi lor, ch’eran pria pur dentro molli, gocciar su per le labbra, e ’l gelo strinse le lagrime tra essi e riserrolli"," e dopo aver drizzato il viso verso di me, i loro occhi, che prima erano molli di pianto all'interno, gocciolarono le lacrime sulle labbra e il gelo le strinse serrando loro gli occhi"
1852,  Con legno legno spranga mai non cinse forte così,Mai una spranga di ferro strinse così duramente due legni
1853," ond’ei come due becchi cozzaro insieme, tanta ira li vinse"," e allora quei due cozzarono le teste come montoni, tanta fu l'ira che li sopraffece"
1854,"  E un ch’avea perduti ambo li orecchi per la freddura, pur col viso in giùe, disse: ","E un altro dannato, che per il freddo aveva perso entrambe le orecchie, tenendo il viso basso mi disse: "
1855,"  ""Perché cotanto in noi ti specchi?  Se vuoi saper chi son cotesti due, la valle onde Bisenzo si dichina del padre loro Alberto e di lor fue","«Perché ci guardi con tanta insistenza?Se vuoi sapere chi siano questi due, sappi che vengono dalla valle da cui scende il fiume Bisenzio, come il padre loro Alberto"
1856,  D’un corpo usciro,Nacquero dalla stessa madre
1857," e tutta la Caina potrai cercare, e non troverai ombra degna più d’esser fitta in gelatina:  "," e potrai cercare in tutta la Caina, senza trovare un'anima più degna di loro di essere confitta in questa gelatina "
1858, non quelli a cui fu rotto il petto e l’ombra con esso un colpo per la man d’Artù,non colui  a cui il re Artù ruppe il petto e l'ombra con un colpo di lancia
1859, non Focaccia, non Focaccia
1860," non questi che m’ingombra  col capo sì, ch’i’ non veggio oltre più, e fu nomato Sassol Mascheroni"," non questi che mi fa ombra col capo, al punto che non vedo oltre e che fu chiamato Sassolo Mascheroni"
1861," se tosco se’, ben sai omai chi fu"," se sei toscano, sai bene di chi si tratta"
1862,"  E perché non mi metti in più sermoni, sappi ch’i’ fu’ il Camiscion de’ Pazzi","E perché tu non mi parli ancora, sappi che io fui Camicione de' Pazzi"
1863," e aspetto Carlin che mi scagioni""", e attendo qui Carlino che faccia apparire meno grave la mia colpa»
1864,  Poscia vid’io mille visi cagnazzi fatti per freddo,"Poi io vidi mille visi paonazzi per il freddo, "
1865," onde mi vien riprezzo, e verrà sempre, de’ gelati guazzi","cosa per cui provo ancora ribrezzo, e me ne verrà sempre, vedendo acque gelate"
1866,"  E mentre ch’andavamo inver’ lo mezzo al quale ogne gravezza si rauna, e io tremava ne l’etterno rezzo","E mentre procedevamo verso il centro  a cui tendono tutti pesi della Terra, e io tremavo in quel freddo eterno"
1867,"  se voler fu o destino o fortuna, non so","non so se fu per mio volere, o per destino o fortuna,"
1868," ma, passeggiando tra le teste, forte percossi ’l piè nel viso ad una", ma mentre camminavo tra le teste colpii forte nel viso un dannato
1869,"  Piangendo mi sgridò: ""Perché mi peste? se tu non vieni a crescer la vendetta di Montaperti, perché mi moleste?""","Questi piangendo mi gridò: «Perché mi calpesti? se tu non vieni ad accrescere la punizione per  Montaperti, perché sei qui a tormentarmi?»"
1870,"  E io: ""Maestro mio, or qui m’aspetta, sì ch’io esca d’un dubbio per costui","E io: «Maestro, ora aspettami qui in modo che io risolva un mio dubbio su costui"
1871," poi mi farai, quantunque vorrai, fretta""", dopo mi farai fretta quanto e come vorrai»
1872,"  Lo duca stette, e io dissi a colui che bestemmiava duramente ancora: ""Qual se’ tu che così rampogni altrui?""","La mia guida si fermò e io dissi a quel dannato che ancora bestemmiava duramente: «Chi sei tu, che rimproveri così gli altri?»"
1873,"  ""Or tu chi se’ che vai per l’Antenora, percotendo"", rispuose, ""altrui le gote, sì che, se fossi vivo, troppo fora?""","Lui rispose: «Chi sei tu, piuttosto, che cammini per l'Antenòra colpendo le teste degli altri, così che, se io fossi vivo, sarebbe un oltraggio troppo grave?»"
1874,"  ""Vivo son io, e caro esser ti puote"", fu mia risposta, ""se dimandi fama, ch’io metta il nome tuo tra l’altre note""","La mia risposta fu: «Io sono vivo, e ti può tornare utile, se cerchi la fama, il fatto che io includa il tuo nome nei miei versi»"
1875,"  Ed elli a me: ""Del contrario ho io brama",E quello a me: «Ho desiderio del contrario
1876," Lèvati quinci e non mi dar più lagna, ché mal sai lusingar per questa lama"""," Lèvati da qui e non seccarmi oltre, dal momento che le tue lusinghe non valgono nulla in questo basso Inferno»"
1877,"  Allor lo presi per la cuticagna e dissi: ""El converrà che tu ti nomi, o che capel qui sù non ti rimagna""","Allora lo afferrai per la collottola e dissi: «Farai bene a dirmi il tuo nome, o non ti rimarrà neanche un capello»"
1878,"  Ond’elli a me: ""Perché tu mi dischiomi, né ti dirò ch’io sia, né mosterrolti se mille fiate in sul capo mi tomi""","E lui a me: «Anche se mi strapperai tutti i capelli, non ti dirò chi sono e non mi mostrerò nemmeno se mi colpirai sul capo mille volte»"
1879,"  Io avea già i capelli in mano avvolti, e tratti glien’avea più d’una ciocca, latrando lui con li occhi in giù raccolti,  quando un altro gridò: ","Io avevo già i suoi capelli attorcigliati nella mia mano e ne avevo strappate diverse ciocche, mentre lui latrava con gli occhi rivolti verso il basso,quando un altro gridò: "
1880,"  ""Che hai tu, Bocca? non ti basta sonar con le mascelle, se tu non latri? qual diavol ti tocca?""","«Che cos'hai, Bocca ? non ti basta far rumore con le mascelle, senza latrare? che diavolo ti succede?»"
1881,"  ""Omai"", diss’io, ""non vo’ che più favelle, malvagio traditor","Io dissi: «Ormai non voglio più che tu parli, malvagio traditore"
1882," ch’a la tua onta io porterò di te vere novelle"""," infatti io porterò  sulla Terra notizie veritiere di te, che ti infameranno»"
1883,"  ""Va via"", rispuose, ""e ciò che tu vuoi conta",Rispose: «Va' via e racconta quello che vuoi
1884," ma non tacer, se tu di qua entro eschi, di quel ch’ebbe or così la lingua pronta"," ma non tacere, se mai uscirai di qui, il nome di colui che ha avuto la lingua così sciolta"
1885,"  El piange qui l’argento de’ Franceschi: ""Io vidi"", potrai dir, ""quel da Duera là dove i peccatori stanno freschi""","Egli rimpiange qui l'argento dei Francesi: potrai dire ""Io vidi Buoso da Duera, là dove i peccatori stanno freschi"""
1886,"  Se fossi domandato ""Altri chi v’era?"", tu hai dallato quel di Beccheria di cui segò Fiorenza la gorgiera","E se ti chiederanno: ""Chi altri c'era?"", sappi che qui accanto c'è Tesauro dei Beccheria, a cui i fiorentini tagliarono la testa"
1887,"  Gianni de’ Soldanier credo che sia più là con Ganellone e Tebaldello, ch’aprì Faenza quando si dormia""","Credo che più in là ci sia Gianni dei Soldanieri, che aprì le porte di Faenza durante la notte, insieme a Gano di Maganza e a Tebaldello de' Zambrasi»"
1888,"  Noi eravam partiti già da ello, ch’io vidi due ghiacciati in una buca, sì che l’un capo a l’altro era cappello","Noi ci eravamo già allontanati da quel dannato, quando io ne vidi altri due ghiacciati entro una buca, messi in modo tale che la testa di uno faceva da cappello all'altro"
1889,"  e come ’l pan per fame si manduca, così ’l sovran li denti a l’altro pose là ’ve ’l cervel s’aggiugne con la nuca:  ","e come si mangia il pane per fame, così quello che stava sopra addentò l'altro dove il cervello si congiunge col midollo spinale:"
1890,"  non altrimenti Tidëo si rose le tempie a Menalippo per disdegno, che quei faceva il teschio e l’altre cose","Tideo non morse in modo diverso le tempie a Menalippo per odio, rispetto a quanto faceva quel dannato col teschio e le altre parti"
1891,"  ""O tu che mostri per sì bestial segno odio sovra colui che tu ti mangi, dimmi ’l perché"", diss’io, ""per tal convegno,  ","Io dissi:«O tu che mostri in modo così bestiale odio verso colui che stai divorando, dimmi la ragione a questo patto:"
1892,"  che se tu a ragion di lui ti piangi, sappiendo chi voi siete e la sua pecca, nel mondo suso ancora io te ne cangi,  ","se tu hai ragione a lagnarti di lui, sapendo chi siete e il suo peccato, io ti ricambierò una volta tornato sulla Terra, "
1893,"  se quella con ch’io parlo non si secca""",purché la lingua con cui parlo non si secchi»
1895," La bocca sollevò dal fiero pasto quel peccator, forbendola a' capelli del capo ch'elli avea di retro guasto","Quel peccatore sollevò la bocca dal feroce pasto, pulendola coi capelli della testa che aveva addentato da dietro"
1896," Poi cominciò: ""Tu vuo’ ch’io rinovelli disperato dolor che ’l cor mi preme già pur pensando, pria ch’io ne favelli","Poi iniziò: «Tu vuoi che io rinnovi un disperato dolore che mi opprime il cuore già solo a pensarci, prima che ne parli"
1897,"  Ma se le mie parole esser dien seme che frutti infamia al traditor ch’i’ rodo, parlare e lagrimar vedrai insieme","Ma se le mie parole devono essere un seme che frutti infamia al traditore che mordo, mi vedrai parlare e piangere al tempo stesso"
1898,  Io non so chi tu se’ né per che modo venuto se’ qua giù,"Io non so chi sei, né in qual modo sei giunto quaggiù"
1899, ma fiorentino mi sembri veramente quand’io t’odo, ma mi sembri davvero fiorentino quando ti sento parlare
1900,"  Tu dei saper ch’i’ fui conte Ugolino, e questi è l’arcivescovo Ruggieri: or ti dirò perché i son tal vicino",Tu devi sapere che io fui il conte Ugolino e questi è l'arcivescovo Ruggieri: adesso ti spiegherò perché sono per lui un vicino così bestiale
1901,"  Che per l’effetto de’ suo’ mai pensieri, fidandomi di lui, io fossi preso e poscia morto, dir non è mestieri","Non serve raccontare che per effetto dei suoi piani malvagi, fidandomi di lui, io fui catturato e poi fatto uccidere"
1902,"  però quel che non puoi avere inteso, cioè come la morte mia fu cruda, udirai, e saprai s’e’ m’ ha offeso","perciò ascolterai quello che non puoi aver sentito, cioè quanto fu terribile la mia morte, e giudicherai se egli mi ha offeso"
1903,"  Breve pertugio dentro da la Muda, la qual per me ha ’l titol de la fame, e che conviene ancor ch’altrui si chiuda,  ","Una stretta feritoia dentro la Torre della Muda, la quale oggi si chiama per me Torre della Fame e che dovrà ospitare altri prigionieri, "
1904,"  m’avea mostrato per lo suo forame più lune già, quand’io feci ’l mal sonno che del futuro mi squarciò ’l velame","mi aveva già mostrato attraverso la sua apertura molte lune, quando io feci il cattivo sogno che mi svelò il futuro"
1905,"  Questi pareva a me maestro e donno, cacciando il lupo e ’ lupicini al monte per che i Pisan veder Lucca non ponno","Questi  mi sembrava signore della brigata e guida di una battuta di caccia, sulle tracce del lupo e dei suoi piccoli, sul monte  per cui i Pisani non possono vedere Lucca"
1906,"  Con cagne magre, studïose e conte Gualandi con Sismondi e con Lanfranchi s’avea messi dinanzi da la fronte","Aveva messo davanti i Gualandi, i Sismondi e i Lanfranchi, sul fronte avanzato, con cagne macilente, fameliche e addestrate"
1907,"  In picciol corso mi parieno stanchi lo padre e ’ figli, e con l’agute scane mi parea lor veder fender li fianchi","Dopo una breve corsa il padre e i figli mi sembravano stanchi, e mi pareva di vedere le cagne affondare le zanne aguzze nei loro fianchi"
1908,"  Quando fui desto innanzi la dimane, pianger senti’ fra ’l sonno i miei figliuoli ch’eran con meco, e dimandar del pane","Quando mi svegliai prima dell'alba, sentii i miei figlioli che erano con me che piangevano nel sonno e domandavano pane"
1909,"  Ben se’ crudel, se tu già non ti duoli pensando ciò che ’l mio cor s’annunziava","Sei davvero crudele, se già non provi dolore pensando al presagio che nutrivo in cuore"
1910," e se non piangi, di che pianger suoli?  Già eran desti, e l’ora s’appressava che ’l cibo ne solëa essere addotto, e per suo sogno ciascun dubitava"," e se non piangi, cosa ti fa piangere di solito?Ormai si erano svegliati e si avvicinava l'ora in cui solitamente ci veniva dato il cibo, anche se ognuno ne dubitava per il suo sogno"
1911,  e io senti’ chiavar l’uscio di sotto a l’orribile torre,e io sentii che di sotto all'orribile torre veniva inchiodato l'uscio
1912, ond’io guardai nel viso a’ mie’ figliuoi sanza far motto, allora guardai il viso dei miei figli senza parlare
1913,"  Io non piangëa, sì dentro impetrai: piangevan elli","Io non piangevo, a tal punto ero impietrito nel mio animo: essi piangevano, "
1914," e Anselmuccio mio disse: ""Tu guardi sì, padre","e il mio Anselmuccio disse: ""Tu hai un tale sguardo, padre"
1915," che hai?"""," cos'hai?"""
1916,"  Perciò non lagrimai né rispuos’io tutto quel giorno né la notte appresso, infin che l’altro sol nel mondo uscìo"," Allora io non piansi né risposi, per tutto quel giorno e per la notte seguente, finché spuntò il sole il mattino dopo"
1917,"  Come un poco di raggio si fu messo nel doloroso carcere, e io scorsi per quattro visi il mio aspetto stesso,  ambo le man per lo dolor mi morsi","Non appena un timido raggio di sole fu penetrato nel carcere doloroso, e io vidi in quei quattro visi il mio identico aspetto smagrito, mi morsi entrambe le mani dal dolore"
1918," ed ei, pensando ch’io ’l fessi per voglia di manicar, di sùbito levorsi  e disser: ","e loro, pensando che io lo facessi per voglia di mangiare, si alzarono subito e dissero: "
1919," ""Padre, assai ci fia men doglia se tu mangi di noi: tu ne vestisti queste misere carni, e tu le spoglia""","""Padre, ci sarà molto meno penoso se tu mangi i nostri corpi: tu  ci hai dato queste misere carni, e tu spogliaci di esse"""
1920,  Queta’ mi allor per non farli più tristi,Allora mi calmai per non rattristarli oltre
1921, lo dì e l’altro stemmo tutti muti, quel giorno e quello seguente restammo tutti in silenzio
1922," ahi dura terra, perché non t’apristi?  "," ahimè, terra crudele, perché non ci hai inghiottito?"
1923," Poscia che fummo al quarto dì venuti, Gaddo mi si gittò disteso a’ piedi, dicendo: ""Padre mio, ché non m’aiuti?"""," Quando arrivammo al quarto giorno, Gaddo si gettò davanti ai miei piedi, dicendo: ""Padre mio, perché non m'aiuti?"""
1924,Quivi morì, Qui morì
1925," e come tu mi vedi, vid’io cascar li tre ad uno ad uno tra ’l quinto dì e ’l sesto"," e come tu mi vedi, così io vidi cadere uno a uno gli altri tre, tra il quinto e il sesto giorno"
1926," ond’io mi diedi,  già cieco, a brancolar sovra ciascuno, e due dì li chiamai, poi che fur morti"," allora io, già cieco e moribondo, andai brancolando sopra i loro corpi, e li chiamai per due giorni dopo la loro morte"
1927," Poscia, più che 'l dolor, poté 'l digiuno"""," In seguito, più che il dolore, mi uccise la fame»"
1928,"  Quand’ebbe detto ciò, con li occhi torti riprese ’l teschio misero co’ denti, che furo a l’osso, come d’un can, forti","Quando ebbe detto questo, torcendo gli occhi, riprese a rodere il misero teschio  coi denti, che furono forti come quelli di un cane su quell'osso"
1929,"  Ahi Pisa, vituperio de le genti del bel paese là dove 'l sì suona, ","Ahimè, Pisa, vergogna dei popoli del bel paese  dove risuona il «sì», "
1930,"  poi che i vicini a te punir son lenti,  muovasi la Capraia e la Gorgona, e faccian siepe ad Arno in su la foce, sì ch’elli annieghi in te ogne persona","poiché i vicini sono lenti a punirti, si muovano la Capraia e la Gorgona, e ostruiscano la foce dell'Arno, in modo che il fiume anneghi ogni tuo abitante"
1931,"  Che se ’l conte Ugolino aveva voce d’aver tradita te de le castella, non dovei tu i figliuoi porre a tal croce","Infatti, se il conte Ugolino era sospettato di averti tradito cedendo i castelli, tu non avresti dovuto condannare i figli a un tale supplizio"
1932,"  Innocenti facea l’età novella, novella Tebe, Uguiccione e ’l Brigata e li altri due che ’l canto suso appella","La giovane età, o novella Tebe, rendeva innocenti Uguccione e il Brigata, e gli altri due che il canto ha nominato prima"
1933,"  Noi passammo oltre, là ’ve la gelata ruvidamente un’altra gente fascia, non volta in giù, ma tutta riversata","Noi passammo oltre, là dove il ghiaccio imprigiona crudelmente altri dannati, non rivolti in basso ma verso l'alto"
1934,"  Lo pianto stesso lì pianger non lascia, e ’l duol che truova in su li occhi rintoppo, si volge in entro a far crescer l’ambascia","Lì il pianto stesso non li lascia piangere, e il dolore che trova un impedimento sugli occhi torna indietro a far crescere l'angoscia"
