Original,Translate,Translate_GPT_1
"Po’ dimora con lui, e fagli festa.",Entonces pasa tiempo con él y de fiesta con él.,Pasa tiempo con él y le rinde homenaje.
"Gran festa gli farai, e grand’amore,","Vas a tener una gran fiesta, y te va a encantar.",Organizaréis una gran celebración y un profundo afecto.
E dì come gli ti sè tutta data,"y decir que usted es todo para él,",Y dirás que eres todo suyo.
"Ma non per cosa, ch’e’ t’agia donata,","pero no por algo que te dio,",Pero no por algo que te dio.
Se non per fino e per leal amore;,si no para el fin y el amor leal;,si no por el último y sincero afecto.
"Che•ttu à’ rifiutato gran signore,","Porque has desechado a los grandes señores,","Ya que han rechazado a eminentes caballeros,"
Che ricca mente   t’avrebe donata,que te daría riquezas.,Eso te daría mucho.
"“Ma credo che m’avete incantata,","Pero creo que me encantaste,",Creo que me has perseguido.
Per ched i’ son entrata   in quest’errore”.,porque me metí en este error.,Porque he hecho esto mal.
"Allor sì ’l bascierai istrettamente,","Entonces lo besarás de cerca,",Así que vas a abrazarlo tiernamente.
Pregando ’l che•lla cosa sia sagreta,"rezando que esa cosa es secreta,",suplicando que esa cosa permanezca en privado.
Sì che no ’l senta mai nessuna giente.,para que nadie lo sepa nunca.,para que nadie se entere.
"A•cciò, ch’e’ vorrà fare, istarà’ cheta;","Para que haga lo que quiera,",Para que haga lo que quiera.
Ma guarda che non fosse aconsentente,Pero no estuvo de acuerdo.,Pero no estaba de acuerdo.
"A nessun, se non se per la moneta.","sin nadie, excepto por dinero.","Sin nadie, excepto por la moneda."
Chi ’l su’ amico non pensa di pelare,"¿Quién no piensa despellejar a su amigo,",Aquellos que no creen que están engañando a su amigo.
"Infin ch’egli agia penna in ala o in dosso,","hasta que tenga plumas en o en sus alas,",Hasta que tenga ropa o plumaje por su cuenta o en sus alas.
E che d’ogni’altro bene e’ sia sì scosso,y el de cualquier otro bien se ha visto privado,y el de cualquier otro regalo fue excluido
"Ched e’ non si ne possa mai   volare,","para que ya no pueda volar,",para que ya no pueda tomar el vuelo.
"Quella cotal dovria l’uon manegiare,","Él debería manejar esa cosa,",Deberías manipular ese objeto.
"Ché, quanto ch’ella costa più di grosso,","porque cuanto más cuesta,",Porque cuanto más caro es.
"Più fia tenuta cara, dirlo posso,","Cuanto más sea apreciada, más puedo decir,","Cuanto más seas alabado, te digo."
E più la vorrà que’ tuttor amare.,Y cuanto más quiere amarla.,y cuanto más desee siempre adorar.
Ché•ttu non pregi nulla cosa mai,"Porque nunca valoras nada,",Porque nunca aprecias nada.
"Se nonn-è quel, che•ttu n’avrà’   pagato:",Si no es por lo que has pagado:,excepto lo que has pagado
"Se poco costa, poco il pregierai;","Si es barato, le prestarás poca atención.","Si es barato, no lo apreciarás."
"E quel, che•tti sarà asai   costato,","Y lo que es muy costoso para ti,",y lo que será muy querido para ti.
"A l’avenante caro il ti terrai,","Atractiva y querida, te quedarás con él,",Al parecer y caro te lo quedarás.
Con tutto n’agie tu ben mal mercato.,No hiciste un buen trato con todo.,"Con todo, no te aprovechaste."
"E al pelar convien aver maniera,","Y es mejor para los calvos tener una manera,",Sea meticuloso y preciso.
"Sì che l’uomo aveder non si ’n potesse,",para que ese hombre no pueda ver,de tal manera que el hombre no puede ver
"Che tutto in pruova l’uon gli le faciesse,",que el hombre en juicio le haría todo a él,que el hombre en cuestión le haga todo.
Forse ch’e’ volgieria la sua bandiera.,Tal vez quiere su bandera.,Tal vez le encantaría su demanda.
"Ma faccia sì, la madre, o cianberiera,","Pero hazlo, la madre, o la camarera,",La madre o la camarera deben asegurarse
"Od altri, in cui fidar ben si potesse,","u otros en los que poder confiar bien,",otros en los que usted puede poner su confianza.
Che ciascuna di lor sì gli chiedesse,que cada uno de ellos le preguntaría,que cada uno de ellos le pregunte
"Paternostri, o coregia, od amoniera.","Padre nuestro, o la Coronel, o el Ave María.","Padre nuestro, o Litania, o el Ave María."
"Ancor la cameriera   dica: “Sire,","La camarera dice otra vez: ""Señor,","Una vez más el criado pregunta: ""Señor,"
"A questa donna una roba bisogna,",Esta mujer necesita algo.,Esta mujer necesita algo.
Ma sì vi teme che no ’l v’osa dire.,Pero tiene miedo de que no se atreva a decírtelo.,pero tiene miedo de no tener el valor de revelarlo.
"Grande danno l’à già fatto vergognia,",La vergüenza ya le ha hecho mucho daño.,La vergüenza ya te ha causado grandes daños.
Ma vo’ sì non ’l dovreste sofferire:,Pero no deberías sufrir:,Pero no deberías sufrir.
Nonn-à dove le carni sue ripognia”.,"No tiene dónde esconder sus pecados.""",No hay lugar para ocultar sus fechorías.
Ancor gli dica   un’altra de l’ostello:,Otro del albergue dice:,Otro huésped del albergue dice.
“Se madonna volesse far follagio,Si la dama quiere jugar un juego,Si a la dama le gustaría jugar
"Con un belissim’uon di gran paragio,","con un hombre hermoso de gran valor,",Con un hombre magnífico de gran valor.
"Il fatto suo sarebe ben e bello,","Su hecho sería hermoso y bien hecho,",Su trabajo sería magnífico e impecable.
E sì sarebe donna d’un castello;,y ella sería la mujer de un castillo;,y sería la dama de una mansión.
"Ma ’nverso voi à sì leal coragio,",Pero tiene un valor tan leal para con usted.,Pero él tiene una fuerza tan sincera hacia ti.
Ch’ella non prenderebe nul vantagio,que no tomaría ventaja,que no se beneficiaría en absoluto
Di che doman vo’ foste su’ ribello”.,de lo que serías su rival mañana,de lo que mañana serías su antagonista
"Allor la donna, come ch’e’ le piaccia","Entonces la mujer, cómo le gusta","Así que la señora, ¿cómo le gustaría?"
"Udir quelle parole, sì lor dica","Escucha esas palabras, diles","Escucha esas palabras, diles"
E comandi che ciascuna si taccia;,y ordena que cada uno guarde silencio;,y ordene que cada uno se calle;
"E puote dir: “Se Dio mi benedica,","Y puede decir: ""Si Dios me bendice,","Y puede decir: ""Si Dios me bendice,"
"Tropp’ò del su’, quand’i’ l’ò tra•lle braccia”;","Tengo demasiado cuando lo tengo en mis brazos.""","Tengo demasiado, cuando lo abracé, agarrándolo a mí."
E faccia   gli sott’al mantel la fica.,y hacer el coño bajo la capa.,y su habilidad bajo su manto es obstinada.
E se•lla donna punto s’avedesse,Y si la mujer se da cuenta de repente,Si la mujer se dio cuenta inesperadamente
"Che quel dolente fosse ravisato,","Que ese dolor había sido secuestrado,","Que el triste había sido secuestrado,"
"Ch’e’ troppo larga mente l’à donato,","Que él le dio demasiado generosamente,","Abundantemente, él les concedió."
"E ch’e’ di sua follia si ripentesse,","y que se arrepintió de su locura,",Y que se arrepintió de su imprudencia.
Allora in presto domandar dovesse,Entonces deberías preguntar rápido.,Entonces deberías preguntar rápido.
E dir di renderglile a dì nomato;,Y di que se lo des en un día señalado;,Y declaran devolverlo a un tiempo fijo.
Ma egli è ben in mia lezion vietato,Pero está prohibido en mi lección.,"Sin embargo, está estrictamente prohibido en mi lección."
Ched ella mai nessun non ne rendesse.,Que nunca devuelva nada.,Que nunca devuelva nada.
E quando un altro vien gli faccia segnio,Y cuando otro se le hace una señal,Cuando se indique otro
"Ched ella sia crudelmente cruciata,","Que ella sea cruelmente atormentada,","Que esté cruelmente angustiada,"
E dica che•lla roba sua sia ’n pegnio:,Y di que tus cosas están empeñadas:,Usted afirma que su propiedad está bajo garantía.
"“Molto mi duole, c’uon crede ch’i’ si’ agiata”.",Siento mucho que alguien piense que estoy molesta.,Lamento profundamente que alguien piense que estoy inquieto.
"E que’ procaccierà danari, o pegnio,","Y eso traerá dinero o promesa,",Eso proporcionará fondos o garantías.
Sì che la roba sua fie dispegniata.,Mientras sus cosas sean liberadas.,Mientras su propiedad sea liberada.
"E se ’l Diavolo l’avesse fatto sagio,","Y si el Diablo lo hubiera hecho sabio,",Si el diablo lo hubiera hecho sabio.
E che•lla donna vegia ch’à dottanza,Y que la mujer debería ver que hay una educación,Que la mujer vea que hay una educación
"Di non volerle far questa prestanza,","Que no quieres hacerle esto,",Expresar renuencia a llevar a cabo esta actividad.
Imantenente sì gli mandi un gaggio:,Envíale inmediatamente una promesa:,Inmediatamente le envías un regalo.
"La roba, ch’ella avrà più d’avantaggio,","El material, que le dará más ventajas,","El objeto, que le proporcionará mayores beneficios."
E dica che•lla tenga in rimenbranza,Y di que lo guardas en la memoria.,Di que lo guardas como recuerdo.
"De’ suo’ danari, e non faccia mostranza","De su dinero, y no aparezcas","De sus fondos, y no para alardear"
"Ched e’ le paia noia, né oltragio.","Que le parece molesto, sin indignación.",Ya sea desagradable o insultante.
"E poi atenderà alcuna festa,",Y luego va a esperar una fiesta.,Entonces esperará una celebración.
"Pasqua, o Kalendi Magio,   o Pentecosta,","Pascua, o Calendi de Mayo, o Pentecostés,","Pascua, o el Primero de Mayo, o Pentecostés,"
"E sia intorno a•llui, sanza far resta,","Y estar a su alrededor, sin hacer ninguna restricción,","Rodearlo, sin limitación."
Diciendo che giamai a la sua costa,Diciendo que nunca a su costo,Afirmando que nunca a su costa
"Non dormirà, se que’ no glele presta",No dormirá si no se lo presta.,No descansará si no lo hace.
La roba: in questa guisa sì glel’osta.,Las cosas: de esta manera la estorba.,La cosa: de esta manera lo impide.
E s’alcun altro nonn-à che donare,Y si nadie más tiene nada que donar,Si nadie más tiene nada que ofrecer
"Ma vorràssi passar   per saramenta,","Pero va a querer hacer un juramento,","Pero va a querer venir por una promesa,"
"E dirà che•lla ’ndoman più di trenta,","Y dirá que mañana le dará más de treinta,",Dirá que mañana le dará más de treinta.
"O livre, o soldi, le dovrà recare,","O libras, o dinero, que debe llevar,","O libras, o dinero, que debe llevar,"
"Le saramenta   lor non dé pregiare,","Los juramentos no deben evaluar,",Los juramentos no deben ponderarse.
Chéd e’ non n’è nesun che non ti menta;,Porque no hay nadie que no mienta;,Porque no hay nadie que no mienta.
"E dicie l’un a l’altro: “La giomenta,","Y se dicen unos a otros: ""La alegría","Y se exclaman unos a otros: ""La felicidad"
"Che•ttu ti sai, mi credette ingannare;","Que tú sabes, yo creía engañar;","Que sabes, traté de engañar;"
"Ingannar   mi credette, i’ l’ò ’ngannata”.","Creí en el engaño, la engañé.""","Me he engañado a mí misma, la he engañado."
Perché già femina non dee servire,¿Por qué una mujer no debería servir?,Porque una mujer no debe obedecer.
Insin che’ella non è prima pagata:,Hasta que te paguen primero:,Hasta que te compensen por adelantado.
"Ché, quando à fatto, e’ si pensa fugire,","Porque cuando haya terminado, piensas en huir,","Porque cuando haya terminado, pensará en escapar."
Ed ella si riman ivi scornata.,Y se queda ridiculizada.,Y ella se queda ahí riendo.
Per molte volte fui a quel martire.,Por muchas veces he estado en ese martirio.,Por muchas ocasiones he estado en esa tortura.
"Sì dé la donna, s’ell’è ben sentita,","Sí, la mujer, si lo entendió correctamente,","Afirmativo, la hembra, si entendió correctamente."
"Quando riciever dovrà quell’amante,","cuando debe recibir a ese amante,",Cuando tenga que darle la bienvenida a ese amante.
"Mostralli di paura gran senbiante,","demostrará gran aprensión,",Demostrará que está preocupado.
"E ch’ella dotta troppo eser udita,","y que es demasiado experta para ser engañada,",y que es demasiado inteligente para ser engañada.
E che si mette a rischio de la vita.,y que pone su vida en peligro.,y que se expone al peligro de su existencia.
"Allor dé esser tutta tremolante,",Entonces todo va a estar parpadeando.,Entonces todo va a ser inestable.
"Dir ch’ivi non puot’eser dimorante,","Él dirá que ya no puede vivir allí,",Afirmará que ya no puede vivir allí.
"Poi stea, che•llor gioia sia conpita.","entonces será, que entonces la alegría será completa.","entonces ser, para que entonces la felicidad pueda ser total."
Ancor convien ched ella si’ acorta,Es mejor que se dé cuenta.,Aún deberías estar al tanto de esto.
"Di far, ch’e’ v’entri per qualche spiraglio,","para hacerle entrar a través de unas pocas aberturas,",facilitar que penetre para cualquier ranura.
Ben potess’egli entrarvi per la porta:,Si bien pudiera entrar por la puerta:,si era posible entrar por la puerta
"Ché tutte cose, c’uom à con travaglio,","Para todas las cosas, como el trabajo de parto,","Porque todas las cosas, como una lucha,"
"Par c’uon le pregi più, e le diporta.",Se aprecian más y se desprecian menos.,"Se alaban más unos a otros, y se culpan menos unos a otros."
"Quel, che non costa, l’uon non pregia un aglio.","Lo que no cuesta, el hombre no es apreciado.","Lo que no es libre, el hombre no es reconocido."
"E quand’ella serà rasicurata,","Y cuando te tranquilices,","Cuando se siente calmada,"
"Tantosto sì gli dé corere indosso,",Va a lanzarse contra él ahora mismo.,Va a golpearlo ahora mismo.
"E dir: “Lassa tapina, be•mi posso","Y dirá: ""Olvídalo, puedo.","Y él dirá: Abandona, yo puedo."
"Chiamar dolend’, e sì son arivata,","Llamándome infeliz, y estoy aquí,","Llámame mala suerte, y estoy aquí."
"Ched i’ sì amo, e sì non son amata!",¡Porque amo tanto y no soy amado!,¡Porque tengo tanto afecto y no estoy correspondido!
"Molt’ò lo ’ntendimento rud’, e grosso,","Mucho quiero decir grosera y grande,","Extremadamente, lo considero abrupto y masivo."
Quando il me’ core s’è sì forte ismosso,cuando mi corazón se movió tan fuerte,Cuando mi corazón estaba tan profundamente conmovido.
D’esser di voi così inamorata”.,para estar tan enamorado de ti.,Sé tan cariñoso contigo.
"E po’ sì gli rimuova quistione,","Y luego eliminará toda duda,",Así que se va a llevar toda la incertidumbre.
"E dica: “La lontana dimoranza,","y dirá: ""La larga ausencia,","Él dirá, ""La separación sin fin."""
"C’avete fatta, nonn-è san’ cagione.","que lo hiciste, esa no es una buena razón.",No es una excusa legítima.
"Ben so che voi avete un’altr’amanza,","Sé que tienes otro amante,",Sé que tienes otra relación.
"La qual tenete in camera, o ’n pregione”.","que guardas en tu habitación o en la cárcel.""",que guardas en la habitación o en la cárcel.
Sì mosterà d’averne gran pesanza.,Será de gran importancia.,Mostrará gran importancia.
"Quando ’l cattivo, ch’è, •ssarà ’nchacato,","Cuando el villano, que será encadenado,","Cuando los impíos, que serán atados con cadenas,"
"La chui pensea non serà veracie,","Creerá que sus pensamientos no son verdaderos,",Cree que sus pensamientos no son reales.
Si crederà che ’l fatto su’ ti piacie,Creerá que te gusta el hecho.,Imagina que estás satisfecho con el hecho.
"Tanto, c’ogni’altro n’ài abandonato,","Tanto, que has abandonado a todos los demás,",Tanto que dejaste atrás a todos los demás.
"E che ’l tu’ cuor gli s’è tretutto dato,","Y que tu corazón sea totalmente dado,","Que tu espíritu sea totalmente donado,"
"Né non si guarderà de la fallacie,",Tampoco se mirará una mentira.,No tolerarás el engaño.
"In che la volpe si riposa, e giacie,",En la que el zorro descansa y yace,Donde el zorro se relaja y se acuesta
Insin ch’e’ non serà ben corredato.,Hasta que estés bien informado.,Hasta que esté bien educado.
"Ché molt’è folle que’, che cred’avere",Muchos están locos que piensan que tienen,Muchos están locos que piensan que tienen
"Nessuna femina, che•ssia sua propia,","Ninguna mujer que sea de su propiedad,",Ninguna mujer que sea de su propiedad personal.
"Per don, ched e’ faciesse, di su’ avere.",Por lo que hizo con él.,Por lo que estaba haciendo en su nombre.
"Que’ che•lla vuol, la chegia ’nn-Atiopia,","El que quiere, lo encuentra en Etiopía,",El que lo desea lo descubre en Etiopía.
"Ché qua no•lla pott’io ancor vedere,","Porque no puedo verla aquí todavía,",Porque no puedo contemplarla aquí todavía.
"E, s’ella ci è, si porta l’aritropia.","Y si la hay, trae la arritmia.","Si la hay, traes el ritmo."
"S’a l’altra parte elle son franche nate,","Si nacieran libres del otro lado,","Si por otro lado emergieron libres,"
"La Legie sì•lle trâ di lor francheza,","La ley les priva de su libertad,",La Ley les quita su libertad.
Dove Natura per sua nobileza,Donde la naturaleza por su nobleza,Donde la naturaleza por su majestad
"Le mise, quando prima fur criate.",Los puso cuando fueron creados.,Los insertó cuando fueron generados.
"Or l’à la Legie sì condizionate,",Ahora la Ley los ha condicionado,Ahora la Ley los ha limitado.
"Ed àlle messe a sì gran distreza,","Y poner en una gran dificultad,","Te pone en una situación difícil,"
"Che ciascheduna volontier s’adreza,",que cada uno se esfuerza de buena gana,que cada uno se esfuerza voluntariamente
Come tornar potesse a franchitate.,cómo volver a la libertad.,cómo recuperar la libertad.
Vedi l’ucciel del bosco quand’è ’n gabia:,Mira el pájaro en el bosque cuando está en una jaula:,Examine el ave del bosque cuando esté encarcelada.
"E’ chanterà di cuor, ciò vi fi’ aviso,","Cantando con tu corazón, te digo,","Te lo digo, actuando apasionadamente."
"Ma no gli piacie vivanda, ch’egli abia;",Pero no le gusta la comida que tiene;,Pero no le gusta la comida que tiene;
Ché Natur’ a francheza   l’à sì miso,¿Por qué la naturaleza le ha dado tanta libertad?,¿Por qué la naturaleza le ha concedido tanta autonomía?
"Che giorno e notte de l’uscirne arrabia,",¿Qué día y noche se enfada al salir?,¿Qué día y noche se levanta para salir?
"Nonn-avrà tanto miglio, o grano, o riso.","No tendrá tanta milla, ni trigo, ni arroz.","No tendrá tanta milla, ni trigo, ni arroz."
"E se quell’uon desdir non si degniasse,","Y si ese hombre no se digna a cambiar de opinión,","Si ese hombre no se molestó en cambiar de opinión,"
"Anzi dirà, per farla più crucciosa,","Dirá que la haga sufrir más,","En vez de eso, afirmó que aumentaba su sufrimiento."
"Ch’e’•nn’à un’altra, ch’è•ssì amorosa","que él tiene otro, que ella está tan enamorada,","que tiene otro, que es tan apasionado."
"Di lui, che per null’altro no ’l canbiasse,","De él, que no lo cambiaría por otra cosa,","De él, que no lo cambiaría por otra cosa."
Guardisi quella che non si crucciasse.,Mira la que no se molesta demasiado.,Mira la que no se preocupa demasiado.
Con tutto ciò se ne mostri dogliosa,"Pero con todo esto, si muestras sufrimiento,","Sin embargo, si resulta sufrir."
"Di fuor, ma dentr’al cuor ne sia gioiosa:","Fuera, pero en realidad ser feliz en su corazón,","en el exterior, pero en realidad estar contentos en las profundidades."
"Ancora più, sed egli s’anegasse.",Y aún más si se ahogó.,y aún más si se sumergiera.
E dicagli che già quella vendetta,Y dile que la venganza,Y dile que la venganza
"Non sarà fatta, se non sol per lei,","No se hará excepto por ella,",No se dará cuenta excepto por ti.
Sì ch’ella il pagherà di quella detta.,y que pagarás por esa palabra.,y que ella te pagará por ese período.
Allor da•llui sì mi dipartirei;,"Entonces me alejaría de él,",Entonces me alejaría de él.
"Di far amico mosterè’   gran fretta,","Y yo mostraría que quería ser amigos,",Y yo mostraría que me gustaría ser amigos.
Sì ch’io in quella anghoscia il lascierei.,porque yo lo dejaría en esa angustia.,porque lo abandonaría en esa desesperación.
S’avessi messo termine a un’ora,Si hubiera puesto fin a esto durante una hora...,Si se ha impuesto un límite durante una hora.
"A due, c’avresti fatto gran follia,","o dos, habrías cometido un gran error,","Si hubieras elegido dos, habrías estado en grave error,"
"E l’un conteco in camera sia,","Supongamos que uno está en la habitación,",Imaginemos que uno está en la habitación.
"E l’altro viene apresso san’ dimora,","y el otro llega inmediatamente sin demora,",y el otro viene inmediatamente sin dudarlo.
Al di dietro dirai ch’egl’è ancora,Desde atrás dirás que aún es así.,Desde atrás dirás que sigue siendo así.
"El signior suo lassù, ch’e’ non poria","Tu amo allá arriba, que no puede","Su gobernante celestial, que no puede"
"Far dimoranza, ma tost’una fia:","Detente, pero volverá pronto.","Detente, pero volverá rápido."
"“Il fante, o voi, tornate a poca d’ora”.","""El sirviente, oh tú, vuelve pronto,""","""El sirviente, o tú, volverás pronto."""
"E poi sì ’l butti fuori, e torni suso",Y luego lo tiras y vuelves arriba.,y luego expónganlo y vuelvan a subir.
"E traga l’altro fuor della burella,","Y saca al otro del escondite,","Mueve al otro del refugio,"
Che molto gli è anoiato star rinchiuso.,Es muy aburrido para él estar encerrado.,que es muy monótono estar confinado.
"Posi la guarnacha, e la gonella,","Ponte la chaqueta y la falda,",Ponte la camisa y el vestido.
Diciendo ch’ell’   è tanto stata giuso,"Decir que ella, ella estaba tan abajo",Asumiendo que estabas muy deprimido.
"Per lo marito, ch’era nella   ciella.","Por su marido, que estaba en la cárcel.","Para el cónyuge, que estaba en prisión."
Ne•letto su’ si metta in braccio   in braccio,Que se ponga en los brazos del otro.,Abraza al otro.
"Co•llui insiem’, e faccian lor diporto;",Y que se diviertan juntos;,Que su gozo sea disfrutado;
"Ma dica tuttor: “Lassa, crudel torto","Pero siempre di: ""Déjame, cruelmente equivocado,","""Vete, cruel injusticia,"
"È questo, che ’nverso il mi’ sire faccio”.","Voy a ver a mi señor.""",Estoy rindiendo homenaje a mi soberano.
"E nella gioia, c’à, gli metta inpaccio,","Y en la alegría que tiene, avergonzarlo,","En su júbilo, lo avergüenzas."
Sì ch’egli abia paura e disconforto:,para que tenga miedo y se desanime:,para que tenga miedo y desesperación.
Dicier li dee ch’e’ sarebe morto,Tienes que decirle que estaría muerto.,debe informarle de que iba a morir.
"Sanz’averne rispetto, molt’avaccio,","Sin respeto, muy infeliz,","Sin respeto, muy infeliz,"
"Se•ll’uon sapesse ch’e’ fosse co•llei,","Si alguien supiera que estaba con ella,","Si alguien supiera que estaba contigo,"
"E di’: “Lassa, dolente, malaurata,","y di: «¡Déjame, triste y miserable!","Déjame, triste y desesperada,"
"So che vitiperata   ne sarei,",Sé que me insultaría.,Sé que me culparían.
"E ch’i’, per man de’ mie’,   sare’   ismenbrata”.","y que, por mi mano, sería destruido.""","y que, por mis propias manos, sería aniquilado."
"E in questa paura i’ ’l metterei,","Y con este miedo lo pondría,",En este terror lo pondría.
Ché da lui ne sarebe più amata.,porque ella sería más querida por él.,porque ella sería más apreciada por él.
"Quand’a quel lavorio messi saranno,","Cuando están ocupados en ese trabajo,","Cuando están ocupados en ese negocio,"
"Ben sagia mente degie inoperare,","Las mentes sabias no deben operar,","Las mentiras sagaces no deben actuar,"
"E l’un atender, e l’altro studiare,","Y uno espera, y el otro estudio,",Espera e investiga.
Secondo ch’egli alor si sentiranno;,según lo que sientan;,según lo que perciban.
Né sì non dé parer lor già affanno,Y no deberían parecer cansados.,Y no deberían parecer cansados.
"Di voler ben a modo mantacare,","Amar de una manera de mantener,","Sentir afecto, preservar."
C’amendue insieme degian afinare,Ambos tenemos que afilarnos juntos.,Ambos necesitamos mejorar juntos.
Lor dilettanza;   e dimorasse un anno!,Su placer; y si se quedaron por un año!,Su contentamiento; y si se quedaron por un año!
"E se•lla donna non v’à dilettanza,","Y si a la mujer no le gusta,","Si la mujer no está interesada,"
"Sì ’nfinga in tutte guise ch’e’ vi sia,","Tú engañas por cualquier medio que haya,","Astucia, fraude, estafas con todos los artificios posibles."
Sì gline mostri molto gran senbianza:,Mostrar un gran afecto;,Expresando un profundo afecto.
"Istringa ’l forte, e basci ’l tuttavia;",Sujétate fuerte y bésate sin embargo;,Agárrate firmemente y bésate sin embargo.
"Quando l’uom avrà sua dilettanza,","Cuando el hombre tiene su placer,","Cuando el hombre tiene su satisfacción,"
Sì paia ch’ella tramortita sia.,Finge que te desmayaste.,Simular un desmayo.
Se l’uon può tanto far ched ella vada,Si el hombre puede hacer que se vaya,Si el hombre puede asegurarse de que todo va
"Al su’ albergo la notte a dormire,","Para dormir en su hotel por la noche,",Descansar en su posada por la noche.
Si dé alla femina ben sovenire,Deja que la mujer lo recuerde.,Deja que la mujer te memorice.
Ched ella il faccia star un poco a bada.,Haz que lo vea por un tiempo.,Permítele observar por un período de tiempo.
"E que’, che guarderà tuttor la strada,","Y el que todavía está mirando el camino,","El que todavía guardará el camino,"
Ciertana sie ch’e’ le parrà morire,Seguramente será el miedo a morir.,"Incertidumbre, miedo, miedo a perecer."
Insin ched e’ no•lla vedrà venire:,Hasta que la veas venir:,Hasta que la veas venir.
"Ché•ll’amor, c’uom atarda, vie più agrada.","Porque el amor, si es retardado, le gusta más.","Porque el amor, si se retrasa, le gusta más."
E quand’ella sarà a l’ostel venuta,"Y cuando llegue al albergue,","Cuando llegues al hotel,"
"Sì dica a que’, che•nn’è sì amoroso,","Dile quién está tan enamorado,","Informa a los que le tienen tanto cariño,"
Ched ella per su’ amor tropp’è arguta;,Que por su bien ella es demasiado inteligente;,Que por su bien ella es demasiado inteligente; sabia
"Ché ’l su’ marito n’è troppo gieloso,","Que tu marido es demasiado celoso,",Que tu esposo es demasiado posesivo.
Sì che dubita molto esser battuta:,Tanto es así que duda de ser golpeado:,Tanto que sospechar que fue derrotada.
Così gli faccia forte il pauroso.,Así que haz que su miedo sea fuerte.,Así que haz que tu miedo sea fuerte.
Se quel gieloso la tien sì fermata,Si ese hombre celoso la mantiene detenida,Si ese hombre celoso la retiene
"Ch’ella non poss’andar là, ov’ella vuole,","Que no puedo ir allí, donde tú quieras,","Que no puedo ir allí, donde tú quieras."
"Sì gli faccia intendente   che•ssi duole,",Dile que lo siente.,Hazle saber que lo siente.
"D’una sua gotta, che d’averl’è usata:",Por una gota que le hizo sufrir:,Por una podagra que le hizo sufrir.
"Per ch’e’ convien ch’ella sia   stufata,",Por eso será mejor que me canse.,Por esta razón es aconsejable que se hierva
"Ché colla stufa guerir se ne suole,","Debido a que la estufa generalmente sana,",Porque la estufa suele curarte.
"Po’ bullirà ramerin, e viuole,","Entonces hervirÃ¡ cobre, violetas","Luego hierve romero, violetas"
"E camamilla, e salvia, e fie bagniata.","Y manzanilla, sabio, y estará mojado.","Y manzanilla, sabio, y estará empapado."
"E ’l gieloso dirà: “Va arditamente,",Y los celosos dirán:,"Y el posesivo dirá, ""Proceda con valentía,"
E mena teco buona conpagnia”;,"Y trae buena compañía contigo"".",Y trae una buena compañía contigo.
"Ma molto ne fia   nel su’ cuor dolente,","Pero mucho estará en su corazón triste,","Pero mucho estará en su afligido corazón,"
Ma vede ch’e’ desdir no ’l gliel poria.,Pero no podía decir que no.,Pero ves que rechazarle no podría hacerle eso.
"Quella mena conseco alcuna giente,",No trae a nadie con ella.,Ella acompaña a algunas personas
La qual sapranno ben sua malatia.,Que conocerá muy bien tu enfermedad.,Que conocerá perfectamente su enfermedad.
Ancor non dé aver femina credenza,Ninguna mujer cree todavía,Ninguna mujer tiene fe todavía.
"Che nessun huon malia far le potesse,",Que ningún hombre podría hacerle daño.,Que ningún hombre podría hacerle daño
"Néd ella ancor d’altrui, s’ella potesse","Ni tú a nadie más, si pudieras,","Ni tú a nadie más, si eso fuera posible."
C’altri l’amasse   contra sua voglienza.,Que otro la ame contra su voluntad.,Que otro la adore contra su voluntad.
"Medea, in cui fu tanta sapienza,","Medea, donde había tanta sabiduría,","Medea, rica en sabiduría."
Non potte far che Giesonò tenesse,No podía quedarse con Jason.,Todo lo que Jason podía hacer era abrazarla.
"Per arte nulla, ch’ella gli faciesse,","Sin ningún tipo de arte que le hizo,",Sin ningún tipo de creación que la haya producido.
Sì ch’e’ ’nver’ lei tornasse   la sua ’ntenza.,Para que él volviera a su intención.,Para que su voluntad volviera a ella.
"Sì non dea nessun don, che guari vaglia,",No dar ningún regalo que se aplica a la curación,No ofrezca ningún regalo que sea útil para la cura.
A null’amante tanto l’apregiasse:,A ningún amante que lo aprecie tanto:,A ningún admirador que lo valore tanto.
"Doni borsa, guanciale, o tovaglia,","Bolso de regalo, almohada o mantel,","Regalos, bolsa, almohada o mantel."
"O cinturetta, che poco costasse,","O correa, que cuesta poco,",Correa barata barata
"Covriciefo, o aguglier di bella taglia,","Cubrecabezas, o aguja de tamaño fino,","Sombrero, o broche grande."
"O gumitol di fil, s’egli ’l degniasse.","O una bola de alambre, si le gusta.",Un rollo de cuerda si lo aprecia.
"Ma ciascun uon, c’avesse in sé ragione,","Pero cada hombre, que tenía razón en sí mismo,","Todos, que tenían sentido común,"
"O che del mondo ben savio sarebe,","O que era sabio en el mundo,","Que ella era sabia en el mundo,"
"Ma’ don’ di femina non prenderebe,","Él no tomaría a una mujer como un regalo,",No aceptaría a una mujer como regalo.
"Ch’e’ non son che•llacci di tradigione,","Porque son sólo lazos de tradición,",Porque son sólo restricciones habituales.
"Ché quella, che faciesse donagione,",Porque el que haría una donación,Porque el que haría una donación
"Contra la sua natura pecherebe,","Contra su naturaleza pecaría,",Contra su esencia transgredería.
E ’n gran follia ciascun gliele porebe,Y sería una locura si ella lo tomara.,Sería una gran imprudencia si lo aceptara.
