Original,Translate_de_1
 Comincia dunque,So fängt es an.
" e dì ove s’appunta l’anima tua, e fa ragion che sia la vista in te smarrita e non defunta","Und finde heraus, wo dein Geist dich verlockt, und vergiss nicht, dass es noch Hoffnung für dich gibt."
" perché la donna che per questa dia regïon ti conduce, ha ne lo sguardo la virtù ch’ebbe la man d’Anania»","Die Führung dieser himmlischen Region, die dich begleitet, trägt in ihrem Blick die gleiche Tugend, die Ananias in seiner eigenen Geste hatte."
 Io dissi,"Nein, ich habe das Angebot abgelehnt."
" «Al suo piacere e tosto e tardo vegna remedio a li occhi, che fuor porte quand’ ella entrò col foco ond’ io sempr’ ardo","Egal, ob ich früher oder später meine Augen heilen kann, durch die Sie das Feuer eingeführt haben, das mich unablässig brennt."
" Lo ben che fa contenta questa corte, Alfa e O è di quanta scrittura mi legge Amore o lievemente o forte»","Die Liebe lehrt mich, dass das Gute, das diesem Ort Freude bereitet, sowohl der Anfang als auch das Ende jeder mehr oder weniger tiefen Emotion ist."
" Quella medesma voce che paura tolta m’avea del sùbito abbarbaglio, di ragionare ancor mi mise in cura","UmsichtigerMit dem gleichen Bewusstsein, dass meine Angst vor plötzlichem blendendem Licht gemildert hatte, fühlte ich mich ermutigt, einen vorsichtigeren Ansatz zu verfolgen."
 e disse,Er sagte:
 «Certo a più angusto vaglio ti conviene schiarar,"Ich denke, ein dünneres Gitter zu nehmen wäre geeignet, um Klarheit über Ihre Gedanken zu machen."
 dicer convienti chi drizzò l’arco tuo a tal berzaglio»,Wer hat deinen Pfeil an dieses Ziel gerichtet?
 E io,Ich kann das nicht tun.
 «Per filosofici argomenti e per autorità che quinci scende cotale amor convien che in me si ’mprenti,"Ich erkenne die Liebe, die ich durch philosophische Tiefe und Autorität von hier aus empfand."
" ché ’l bene, in quanto ben, come s’intende, così accende amore, e tanto maggio quanto più di bontate in sé comprende","Je größer die Güte eines Guten ist, desto mehr Selbstliebe wächst im Sinn des Betrachters, wenn sie sich dessen Wert bewußt sind."
" Dunque a l’essenza ov’ è tanto avvantaggio, che ciascun ben che fuor di lei si trova altro non è ch’un lume di suo raggio, ",In Verbindung mit diesem massiven Vorteil ist also alles Sichtbare fast wie ein schwacher Funke seiner Erleuchtung.
" più che in altra convien che si mova la mente, amando, di ciascun che cerne il vero in che si fonda questa prova","Dein Geist muss liebevoll umherreisen, um die Wahrheit zu finden, die die Grundlage dieser Übung bildet."
 Tal vero a l’intelletto mio sterne colui che mi dimostra il primo amore di tutte le sustanze sempiterne,Die Erleuchtung dieser Wahrheit über die erste Form der ewigen Liebe wurde meinem Verstand von diesem Philosoph erklärt.
" Sternel la voce del verace autore, che dice a Moïsè, di sé parlando","Die Stimme des wahren Autors, als er zu Moses über sich selbst sprach, legte ihm das Argument vor."
 ‘Io ti farò vedere ogne valore’,Ich werde dir alles Gute erklären.
" Sternilmi tu ancora, incominciando l’alto preconio che grida l’arcano di qui là giù sovra ogne altro bando»","Bitte erklären Sie mir selbst die große Ankündigung, die das Geheimnis von hier bis zur Erde enthüllt und wichtiger ist als jede andere Kommunikation."
 E io udi’,"In diesem Moment, fangen Sie an."
 «Per intelletto umano e per autoritadi a lui concorde d’i tuoi amori a Dio guarda il sovrano,"Die größte deiner Leidenschaften schaut auf Gott, trotz des menschlichen Intellekts und der Autoritäten, die die Heilige Schrift verleiht, denn er wird als Grundlage jeder Art von Wissen betrachtet."
" Ma dì ancor se tu senti altre corde tirarti verso lui, sì che tu suone con quanti denti questo amor ti morde»","Ich möchte wissen, ob es andere Aspekte gibt, die dich zu Gott drängen, um zu verstehen, wie sehr du in ihn verliebt bist."
" Non fu latente la santa intenzione de l’aguglia di Cristo, anzi m’accorsi dove volea menar mia professione",Ich erkannte sofort das heilige Streben des Adlers Christi nach meiner Berufung zum karitativen Dienst.
 Però ricominciai,Ich hab's wieder.
" «Tutti quei morsi che posson far lo cor volgere a Dio, a la mia caritate son concorsi","■ Alle Dinge, die meinen Geist zu Gott verleiten, haben mir geholfen, meine Güte zu nähren."
" ché l’essere del mondo e l’esser mio, la morte ch’el sostenne perch’ io viva, e quel che spera ogne fedel com’ io, ","Alle Gläubigen hoffen, wie ich hoffe, dass die Existenz der Welt und mich selbst auf Kosten des Todes gerettet wird."
" con la predetta conoscenza viva, tratto m’hanno del mar de l’amor torto, e del diritto m’han posto a la riva","Nach den Informationen, die ich erfuhr, riss man mich aus dem verstörten Wasser der falschen Liebe und führte mich zu einem Strand des richtigen."
" Le fronde onde s’infronda tutto l’orto de l’ortolano etterno, am’ io cotanto quanto da lui a lor di bene è porto»","Ewige Ortholen lieben die Fronden, die ihren Garten schmücken, genauso wie ich davon fasziniert bin."
" Sì com’ io tacqui, un dolcissimo canto risonò per lo cielo, e la mia donna dicea con li altri","Sobald ich mit dem Reden fertig war, hallte ein melodischer Chor in der Ferne, während meine Gefährtin mit den anderen singte."
" «Santo, santo, santo»","Heilig, heilig, heilig."
" E come a lume acuto si disonna per lo spirto visivo che ricorre a lo splendor che va di gonna in gonna, ","Wie ein Wecker erwacht die Sehkraft durch das Licht, das durch die Augenmembranen geht."
" e lo svegliato ciò che vede aborre, sì nescïa è la sùbita vigilia fin che la stimativa non soccorre","Wenn er aufwacht, mit den Augen, die noch durch das plötzliche Erwachen verwirrt sind, kann er nicht klar unterscheiden, was er sieht, bis sein Verstand beginnt zu fühlen."
" così de li occhi miei ogne quisquilia fugò Beatrice col raggio d’i suoi, che rifulgea da più di mille milia",Beatrices heller Glanz leuchtete bis zu tausend Meilen entfernt und beseitigte die Verunreinigungen aus meinen Pupillen.
 onde mei che dinanzi vidi poi,Ich konnte besser sehen als früher.
 e quasi stupefatto domandai d’un quarto lume ch’io vidi tra noi,"Ich frage überrascht: ""Wer ist der vierte, den ich bei uns sehe?"""
 E la mia donna,Meine Partnerin
 «Dentro da quei rai vagheggia il suo fattor l’anima prima che la prima virtù creasse mai»,"Im Inneren dieses Zaubers befindet sich die ursprüngliche Essenz, die von der ersten Tugend erzeugt wird."
" Come la fronda che flette la cima nel transito del vento, e poi si leva per la propria virtù che la soblima, ","Der Baum faltet auf dem Gipfel, wenn er von den Strömen des Windes getroffen wird, aber dann findet er die Kraft, wieder nach oben aufzutauchen."
" fec’ io in tanto in quant’ ella diceva, stupendo, e poi mi rifece sicuro un disio di parlare ond’ ïo ardeva","Während sie sprach, war ich voller Erstaunen. Doch es gab eine große Notwendigkeit in mir, etwas zu sagen, das mich quälte, bevor sie mir die Sicherheit gab, um es zu tun."
 E cominciai,Ich fing an zu reden
" «O pomo che maturo solo prodotto fosti, o padre antico a cui ciascuna sposa è figlia e nuro, ","EIN alter Vorfahr, an dessen Seite jede Frau Tochter und Schwiegertochter war, die bereits reife Früchte aus deinem einzigartigen Körper hervorbrachten."
 divoto quanto posso a te supplìco perché mi parli,"In tiefer Hingabe bitte ich dich freundlich, mit mir zu reden"
" tu vedi mia voglia, e per udirti tosto non la dico»","In der Hoffnung, dich bald zu hören, halte ich meinen Wunsch vor deinen Augen verborgen."
" Talvolta un animal coverto broglia, sì che l’affetto convien che si paia per lo seguir che face a lui la ’nvoglia","Ein Tier, das in einem Sack eingeschlossen ist, rüttelt seine Bewegungen und zeigt die Emotion, die er durch die ihn begleitende Fülle empfindet."
 e similmente l’anima primaia mi facea trasparer per la coverta quant’ ella a compiacermi venìa gaia,"Die erste Seele gab mir durch ihren Glanz zu verstehen, wie glücklich sie war, mir antworten zu können."
 Indi spirò,:Er sagte später:
" «Sanz’ essermi proferta da te, la voglia tua discerno meglio che tu qualunque cosa t’è più certa","■ Obwohl du deine Wünsche nicht in Worten zum Ausdruck gebracht hast, verstehe ich, was dir am besten gefällt als jede andere Gewissheit."
" perch’ io la veggio nel verace speglio che fa di sé pareglio a l’altre cose, e nulla face lui di sé pareglio","Ich sehe in dem unbestreitbaren Spiegel, der alles reflektiert, aber niemand kann sich selbst reflektieren."
" Tu vuogli udir quant’ è che Dio mi puose ne l’eccelso giardino, ",Wie lange hat Gott mich schon in diesem wunderschönen Garten untergebracht?
" ove costei a così lunga scala ti dispuose, e quanto fu diletto a li occhi miei, ","Der Ausgangspunkt Ihrer Karriere war hier, und wie lange haben Sie damit verbracht."
" e la propria cagion del gran disdegno, e l’idïoma ch’usai e che fei","Der wahre Grund des göttlichen Zornes, und welche Worte ich gebraucht habe, um zu erschaffen."
" Or, figluol mio, non il gustar del legno fu per sé la cagion di tanto essilio, ma solamente il trapassar del segno","Mein lieber Sohn, das Exil, dem ich unterworfen wurde, war nicht darauf zurückzuführen, daß ich die verbotene Frucht aß, sondern nur, weil ich etwas gegen die Regeln hatte."
" Quindi onde mosse tua donna Virgilio, quattromilia trecento e due volumi di sol desiderai questo concilio","Ich hoffte, in den Himmel steigen zu können, an denselben Ort, von dem Beatrice Virgilio für viertausenddreihundert und zwei Jahre gepriesen hatte."
" e vidi lui tornare a tutt’ i lumi de la sua strada novecento trenta fïate, mentre ch’ïo in terra fu’mi","Ich habe gesehen, wie die Sonne während meines kurzen irdischen Lebens alle Tierkreiszeichen erkundet hat, insgesamt neunhundertdreißig Mal."
 La lingua ch’io parlai fu tutta spenta innanzi che a l’ovra inconsummabile fosse la gente di Nembròt attenta,"Bevor die Bewohner von Nembrod eine Arbeit begannen, die nicht zu Ende war, war die Sprache, die ich bereits gesprochen hatte, verschwunden."
" ché nullo effetto mai razïonabile, per lo piacere uman che rinovella seguendo il cielo, sempre fu durabile","Keine vom Menschen geschaffene Idee ist aufgrund der sich ändernden Einstellung der Menschen als Reaktion auf die verschiedenen Einflüsse, die von oben kommen, dauerhaft."
 Opera naturale è ch’uom favella,Sprechen ist ein angeborenes Verhalten des Menschen.
" ma così o così, natura lascia poi fare a voi secondo che v’abbella","Die Natur lässt Menschen ihre Wünsche und Vorlieben mit Worten ausdrücken, wie sie es vorziehen."
" Pria ch’i’ scendessi a l’infernale ambascia, I s’appellava in terra il sommo bene onde vien la letizia che mi fascia","Bevor ich der tiefen Enttäuschung gegenüberstand, wurde das höchste Gut von den unendlichen Gaben des Glücks und der Gelassenheit auf der Erde I genannt."
 e El si chiamò poi,"Später wurde er als ""El"" bezeichnet."
" e ciò convene, ché l’uso d’i mortali è come fronda in ramo, che sen va e altra vene","Der menschliche Zustand kann mit einem Blatt verglichen werden, das ständig auf einen Zweig fällt."
" Nel monte che si leva più da l’onda, fu’ io, con vita pura e disonesta, ","Ich verbrachte eine Zeit in dem majestätischen Berg, der über dem Meer lag, ohne Sünde und mit einigen Sünden."
" da la prim’ ora a quella che seconda, come ’l sol muta quadra, l’ora sesta»","Von Mittag bis Sonnenuntergang, wenn die Sonne ihre Position am Horizont ändert."
"‘Al Padre, al Figlio, a lo Spirito Santo’, cominciò, ‘gloria’, ","Johannes Johannes betete: ""Ehre dem Vater, dem Sohn und dem Heiligen Geist."""
"tutto ’l paradiso, sì che m’inebrïava il dolce canto","Das ganze Paradies war so sanft melodisch, dass ich betrunken war."
 Ciò ch’io vedeva mi sembiava un riso de l’universo,"Was ich sah, erschien mir wie das Lächeln des Universums."
 per che mia ebbrezza intrava per l’udire e per lo viso,Trunkenheit durchdrang mich durch Hören und Sehen.
 Oh gioia,Welch ein Jubel!
 oh ineffabile allegrezza,"Es gibt keine Worte, um Freude auszudrücken."
 oh vita intègra d’amore e di pace,Ein Leben voller Liebe und Ruhe.
 oh sanza brama sicura ricchezza,"Mit wieviel Fülle wäre es möglich, jeden Wunsch zu befriedigen."
" Dinanzi a li occhi miei le quattro face stavano accese, ","Ich sah, dass die vier Lichter vor mir angezündet waren."
" e quella che pria venne incominciò a farsi più vivace, e tal ne la sembianza sua divenne, qual diverrebbe Iove, ","Die erste kam allmählich zu einem intensiven Rot und verwandelte sich in das gleiche Bild, das Jupiter annehmen würde."
 s’elli e Marte fossero augelli e cambiassersi penne,"Wenn er und der Mars flatterten und die Federn teilten,"
" La provedenza, che quivi comparte vice e officio, nel beato coro silenzio posto avea da ogne parte, quand’ ïo udi’","SingenAls ich den Chor der seligen singen hörte, hatte die himmlische Vorsehung bereits jeden ihrer Aufgaben zugewiesen."
" «Se io mi trascoloro, non ti maravigliar, ché, dicend’ io, vedrai trascolorar tutti costoro","Es ist nicht verwunderlich zu sehen, wie all diese Blumen auf meine Worte reagieren, wenn ich Farbe ändere."
" Quelli ch’usurpa in terra il luogo mio, il luogo mio, il luogo mio, che vaca ne la presenza del Figliuol di Dio, ","Jeder, der meinen Platz eingenommen hat, auch wenn Christus gegenwärtig ist, während das Amt unbesetzt geblieben ist."
 fatt’ ha del cimitero mio cloaca del sangue e de la puzza,"Er hat meinen Friedhof in einen Drecksplatz verwandelt, wo Blut und Geruch von Übelkeit angesammelt werden."
" onde ’l perverso che cadde di qua sù, là giù si placa»","Und der Böse, der in die Höhe stürzte, war fröhlich, wenn er den Boden erreicht hatte."
" Di quel color che per lo sole avverso nube dipigne da sera e da mane, vid’ ïo allora tutto ’l ciel cosperso","Ich beobachtete den Himmel, der mit einer Farbe bedeckt war, wie das, was die Wolken annahmen, wenn die Sonne bei Sonnenuntergang aufging oder aufging."
" E come donna onesta che permane di sé sicura, e per l’altrui fallanza, pur ascoltando, timida si fane, così Beatrice trasmutò sembianza","Wie eine loyale Frau, die ihre Würde bewahrt und sich verhärtet, wenn sie die Beleidigungen anderer hört, werde auch Beatrice sich erheben."
 e tale eclissi credo che ’n ciel fue quando patì la supprema possanza,"Es wird gesagt, dass es eine Sonnenfinsternis gab, als Christus starb, als ob die Firma weinte."
" Poi procedetter le parole sue con voce tanto da sé trasmutata, che la sembianza non si mutò più","Später wurde seine Stimme immer lauter, aber sein Ausdruck blieb unverändert."
" «Non fu la sposa di Cristo allevata del sangue mio, di Lin, di quel di Cleto, per essere ad acquisto d’oro usata","aber um geweiht zu werden heilig, gesegnet und freigebig geliebt. Er wurde nicht benutzt, um den Reichtum der Braut Christi zu erhöhen; sondern sie wurde geweiht als heilig, gesegnet und inbrünstig geliebt."
 ma per acquisto d’esto viver lieto e Sisto e Pïo e Calisto e Urbano sparser lo sangue dopo molto fleto,"Sixtus, Pio, Calistus und Urban vergossen reichlich Tränen, um dieses selige Leben zu erlangen, das ihnen das Blut kosten würde."
" Non fu nostra intenzion ch’a destra mano d’i nostri successor parte sedesse, parte da l’altra del popol cristiano","Es war nicht unsere Absicht, daß das christliche Volk von unseren Nachfolgern nach rechts und links geteilt wird."
" né che le chiavi che mi fuor concesse, divenisser signaculo in vessillo che contra battezzati combattesse","Weder die Schlüssel, die mir gegeben wurden, wurden als Symbol für Fahnen verwendet, die bei Kämpfen mit getauften Menschen gelüftet wurden."
" né ch’io fossi figura di sigillo a privilegi venduti e mendaci, ond’ io sovente arrosso e disfavillo","Ich möchte nicht, dass mein Bild als Siegel gefälschter und verkaufter Privilegien benutzt wird, was mir eine tiefe Schande und Empörung bereitet."
 In vesta di pastor lupi rapaci si veggion di qua sù per tutti i paschi,"Von dieser Position aus sind hungrige Wölfe auf Wiesen sichtbar, die als Hirten verkleidet sind."
" o difesa di Dio, perché pur giaci? ","O göttliche Gerechtigkeit, warum kommst du zu spät?"
 Del sangue nostro Caorsini e Guaschi s’apparecchian di bere,"Carorsini und Guaschi bereiten sich darauf vor, sich von unserem Blut zu ernähren."
" o buon principio, a che vil fine convien che tu caschi","Ai, als Ablösung für einen der höchsten Werte, wie Sie bestimmt wurden, so niedrig zu sinken."
" Ma l’alta provedenza, che con Scipio difese a Roma la gloria del mondo, soccorrà tosto, sì com’ io concipio","Wie ich voraussehe, wird die göttliche Vorsehung - die mit Scipion den Ruf Roms in der Welt bewahrt hat - bald eingreifen."
" e tu, figliuol, che per lo mortal pondo ancor giù tornerai, apri la bocca, e non asconder quel ch’io non ascondo»","Und du, junger Mann, der du mit einer sterblichen Fitness wieder auf die Erde zurückkehrst, sprich offen und verbirg nicht, was ich dir nicht verheimliche."
" Sì come di vapor gelati fiocca in giuso l’aere nostro, quando ’l corno de la capra del ciel col sol si tocca, ","Schneelöckchen fallen aus unserem Himmel, wenn sich das Horn der himmlischen Ziege der Sonne annähert."
 in sù vid’ io così l’etera addorno farsi e fioccar di vapor trïunfanti che fatto avien con noi quivi soggiorno,"Ich schaute nach oben, wie der Himmel erleuchtet wurde, und die himmlischen Geister emporstiegen freudig mit denen von uns, die hier geblieben waren."
" Lo viso mio seguiva i suoi sembianti, e seguì fin che ’l mezzo, per lo molto, li tolse il trapassar del più avanti","Mein Blick ließ diese Lichter nicht im Stich und verlor sie trotz der großen Distanz, die sie trennte, aus den Augen."
" Onde la donna, che mi vide assolto de l’attendere in sù, mi disse","Und da Beatrice merkte, daß ich aufgehört hatte, den Himmel zu beobachten, sprach sie zu mir:"
 «Adima il viso e guarda come tu se’ vòlto»,"Nimm die Augen runter und merke, wie sehr du dich im Himmel gedreht hast."
 Da l’ora ch’ïo avea guardato prima i’ vidi mosso me per tutto l’arco che fa dal mezzo al fine il primo clima,"Als ich zum ersten Mal zusah, wusste ich, dass ich vom Zentrum zum letzten Ende des ersten Klimas segelte."
" sì ch’io vedea di là da Gade il varco folle d’Ulisse, e di qua presso il lito nel qual si fece Europa dolce carco","Als ich nach Westen blickte, sah ich die chaotische Passage von Odysseus bei Cádiz und im Osten die Küste, an der Europa geritten hatte."
 E più mi fora discoverto il sito di questa aiuola,Ich hätte mehr als diesen Blumenbeet sehen können.
 ma ’l sol procedea sotto i mie’ piedi un segno e più partito,"Als ich vorrückte, ging die Sonne durch ein Tierkreiszeichen unter meinen Füßen."
" La mente innamorata, che donnea con la mia donna sempre, di ridure ad essa li occhi più che mai ardea","Mein verliebter Verstand, der unaufhörlich von der geliebten Frau träumt, hatte den brennenden Wunsch, ihr den Blick zu richten."
" e se natura o arte fé pasture da pigliare occhi, per aver la mente, in carne umana o ne le sue pitture, ","Wenn die Natur oder Kunst so schöne Landschaften schaffen würde, dass sie Bewunderung wecken und die Seelen in den menschlichen Körpern oder in der Malkunst schmücken würden, wären sie sicherlich unwiderstehlich."
" tutte adunate, parrebber nïente ver’ lo piacer divin che mi refulse, quando mi volsi al suo viso ridente","Versammelt alle zusammen, könnten sie nicht mit der Majestät der göttlichen Schönheit von Beatrice konkurrieren, die auf mir glühte, als ich ihr Lächeln traf."
" E la virtù che lo sguardo m’indulse, del bel nido di Leda mi divelse, e nel ciel velocissimo m’impulse","Sein Blick erleuchtete mich mit seiner Tugend, und ich konnte das Zeichen der Zwillinge hinterlassen, indem ich mich mit unendlicher Geschwindigkeit im Unterzeichnen katapultierte."
" Le parti sue vivissime ed eccelse sì uniforme son, ch’i’ non so dire qual Bëatrice per loco mi scelse","Seine hellen und hohen Abschnitte waren so ausgewogen, dass ich nicht verstehen konnte, in welche Beatrice mich eindringen ließ."
" Ma ella, che vedëa ’l mio disire, incominciò, ridendo tanto lieta, che Dio parea nel suo volto gioire","Als sie meinen Wunsch bemerkte, begann sie mit einem so glücklichen Lächeln zu reden, daß es schien, als ob auch die Göttlichkeit ihren Ausdruck genossen hätte."
" «La natura del mondo, che quïeta il mezzo e tutto l’altro intorno move, quinci comincia come da sua meta","Das Wesen des Universums, mit der Erde, die in der Mitte steht und alles andere um sie herum, hat hier seinen Ursprung und endet hier."
" e questo cielo non ha altro dove che la mente divina, in che s’accende l’amor che ’l volge e la virtù ch’ei piove","Kein Ort kann diesen Himmel enthalten, außer dem Geist Gottes, in dem die Liebe, die ihn dreht und die Tugenden, die er ausübt, offenbart wird."
" Luce e amor d’un cerchio lui comprende, sì come questo li altri","Wie ein Himmel, der andere umgibt, umgeben sie auch Licht und göttliche Liebe."
 e quel precinto colui che ’l cinge solamente intende,"Nur der, der ihn umgibt, ist sich dessen bewußt, was in der Hülle eingeschlossen ist."
" Non è suo moto per altro distinto, ma li altri son mensurati da questo, sì come diece da mezzo e da quinto","Seine Bewegung wird nicht mit den anderen verglichen, aber die anderen Bewegungen werden mit diesem als der Abstand zwischen zehn und fünf oder zwei verglichen."
" e come il tempo tegna in cotal testo le sue radici e ne li altri le fronde, omai a te può esser manifesto","Wie die Zeit ihre Wurzeln in ihrem eigenen Gefäß und ihren Zweigen hat, die sich bis zu den anderen Himmeln erstrecken, ist jetzt klar."
" Oh cupidigia che i mortali affonde sì sotto te, che nessuno ha podere di trarre li occhi fuor de le tue onde","Oh, die Habgier, die die Sterblichen in deine Tiefen schleppt, so weit, dass niemand außer deinem Wasser sehen kann."
 Ben fiorisce ne li uomini il volere,Die Menschen blühen mit gutem Willen.
 ma la pioggia continüa converte in bozzacchioni le sosine vere,"Der starke Regen verursacht die Zerstörung authentischer Pflaumen, die märchenhaft und geschmacklos werden."
 Fede e innocenza son reperte solo ne’ parvoletti,Naivität und Reinheit sind exklusive Merkmale von Kindern.
 poi ciascuna pria fugge che le guance sian coperte,"ehe ihr Antlitz mit Haaren bedeckt ist, wenden sie sich schnell von ihnen ab."
" Tale, balbuzïendo ancor, digiuna, che poi divora, con la lingua sciolta, qualunque cibo per qualunque luna","Einige Kinder, die noch nicht gelernt haben, mit Worten zu kommunizieren, sind im Essen anspruchsvoll, während sie, wenn sie die sprachliche Entwicklung erwerben, viel weniger wählerisch in Bezug auf die Ernährung werden, indem sie zu jeder Zeit des Jahres alles essen."
" e tal, balbuzïendo, ama e ascolta la madre sua, che, con loquela intera, disïa poi di vederla sepolta","Andere, die noch jung sind und sprechen lernen, behandeln ihre Mutter liebevoll und respektvoll; während sie aufwachsen, möchten sie, daß sie nicht mehr am Leben ist."
 Così si fa la pelle bianca nera nel primo aspetto de la bella figlia di quel ch’apporta mane e lascia sera,"Beim ersten Glanz der Morgenröte, Tochter von Hyperione, wer den Morgen trägt und den Abend abbricht, sehen wir, wie die weiße Haut dunkel wird."
" Tu, perché non ti facci maraviglia, pensa che ’n terra non è chi governi",Denken Sie darüber nach: Auf der Erde fehlt eine souveräne Autorität.
 onde sì svïa l’umana famiglia,als Folge davon wird die Menschheit irregeführt
" Ma prima che gennaio tutto si sverni per la centesma ch’è là giù negletta, ","Bevor der Winter sein Finale mit dem hundertsten Teil des Tages auf unserem Planeten erreicht, muss Januar herauskommen."
" raggeran sì questi cerchi superni, che la fortuna che tanto s’aspetta, le poppe volgerà u’ son le prore, ","Diese wunderschönen himmlischen Kreise werden so hell leuchten, daß wir die Vorsehung, die wir so sehr erwarten, dazu motivieren, die Orientierungsaussichten umzukehren, wo nun die Prue gerichtet sind."
 sì che la classe correrà diretta,so dass die Flotte auf den richtigen Kurs zurückkehren kann
 e vero frutto verrà dopo ’l fiore»,und die Blume wird eine echte Frucht hervorbringen.
" Poscia che ’ncontro a la vita presente d’i miseri mortali aperse ’l vero quella che ’mparadisa la mia mente, ","Nachdem Sie, meine Führerin zum Glück, mir die obszöne Realität enthüllt haben, in der die Menschen leben,"
" come in lo specchio fiamma di doppiero vede colui che se n’alluma retro, prima che l’abbia in vista o in pensiero, ","wie der, der das Licht einer Lampe hinter seinem Rücken hat, seinen Spiegel in einem Spiegel sieht."
" e sé rivolge per veder se ’l vetro li dice il vero, e vede ch’el s’accorda con esso come nota con suo metro","Und er dreht sich um zu überprüfen, ob der Spiegel Realität ist, und sieht, dass das Bild perfekt mit der Realität übereinstimmt, wie eine Melodie und ihre Begleitung."
 così la mia memoria si ricorda ch’io feci riguardando ne’ belli occhi onde a pigliarmi fece Amor la corda,"Während die schönen Augen, mit denen Liebe eine Schlinge erschaffen hatte, um mich zu fangen, mich anstarrten, erinnerte sich mein Verstand an das, was ich getan hatte."
" E com’ io mi rivolsi e furon tocchi li miei da ciò che pare in quel volume, quandunque nel suo giro ben s’adocchi, ","Jedes Mal, wenn ich die mysteriösen Verliesen erkundete, erschien sofort das, was in seiner himmlischen Kuppel aufbewahrt wird."
" un punto vidi che raggiava lume acuto sì, che ’l viso ch’elli affoca chiuder conviensi per lo forte acume","Ein heller Punkt glänzte so stark, daß alle, die ihn ansahen, seine Augen blendeten."
" e quale stella par quinci più poca, parrebbe luna, locata con esso come stella con stella si collòca","und jeder Stern, der schwach zu sein scheint, wäre heller als der Mond, wenn er an diesem Punkt als zwei Lichter zusammen im Himmel verglichen würde."
" Forse cotanto quanto pare appresso alo cigner la luce che ’l dipigne quando ’l vapor che ’l porta più è spesso, ","Wenn die Atmosphäre von dichten Nebeln gesättigt ist, scheint der Stern von einem Flügel umgeben zu sein, der ihn sichtbar macht."
" distante intorno al punto un cerchio d’igne si girava sì ratto, ch’avria vinto quel moto che più tosto il mondo cigne","Ein Feuerring wirbelte um diesen Bereich so schnell, dass er die Geschwindigkeit der Bewegung, die die Erde umgibt, übertraf."
" e questo era d’un altro circumcinto, e quel dal terzo, e ’l terzo poi dal quarto, dal quinto il quarto, e poi dal sesto il quinto","Dieser Kreis war von wachsenden Ringen umgeben, die erste folgte von einer Sekunde, dann von der dritten und so weiter bis zum sechsten."
" Sopra seguiva il settimo sì sparto già di larghezza, che ’l messo di Iuno intero a contenerlo sarebbe arto","Ein siebter, größer als die anderen sechs, war so groß, daß der Gesandte Junos zu klein gewesen wäre, um ihn ganz zu einschließen."
 Così l’ottavo e ’l nono,Der achte und neunte so
" e chiascheduno più tardo si movea, secondo ch’era in numero distante più da l’uno","Je höher die Bestellnummer, desto langsamer war das Ergebnis."
" e quello avea la fiamma più sincera cui men distava la favilla pura, credo, però che più di lei s’invera","Der Kreis, der am intensivsten leuchtete, war der, der dem Mittelpunkt des Lichts am nächsten war, weil er seine Frömmigkeit mit einer glühenden Treue sättete."
" La donna mia, che mi vedea in cura forte sospeso, disse",Meine Frau sagte zu mir:
 «Da quel punto depende il cielo e tutta la natura,"Alles, was über uns ist - der Himmel und das ganze Universum - hängt von diesem Punkt ab."
 Mira quel cerchio che più li è congiunto,Sieh dir den Kreis näher an.
 e sappi che ’l suo muovere è sì tosto per l’affocato amore ond’ elli è punto»,"Seien Sie sich bewusst, dass die leidenschaftliche Liebe ihn dazu antreibt, schnell große Ergebnisse zu erzielen."
 E io a lei,Ich auch.
" «Se ’l mondo fosse posto con l’ordine ch’io veggio in quelle rote, sazio m’avrebbe ciò che m’è proposto","Wenn das Universum so ausgerichtet wäre wie diese Kreise, wäre ich mit dem, was mir gesagt wurde, völlig zufrieden."
" ma nel mondo sensibile si puote veder le volte tanto più divine, quant’ elle son dal centro più remote","Je mehr ein himmlischer Leib von unserem Planeten entfernt ist, desto größer wird seine Vollkommenheit sein."
" Onde, se ’l mio disir dee aver fine in questo miro e angelico templo che solo amore e luce ha per confine, ","Wenn ich also jeden Wunsch nach Erkenntnis in dieser göttlichen Wohnstätte erfüllen muss, die nur Liebe und Helligkeit als Grenzen hat,"
" udir convienmi ancor come l’essemplo e l’essemplare non vanno d’un modo, ché io per me indarno a ciò contemplo»","Ich muss verstehen, warum die Kopie und das Original nicht übereinstimmen, da ich mich nicht um eine Lösung bemüht habe."
" «Se li tuoi diti non sono a tal nodo sufficïenti, non è maraviglia","Wenn deine Worte dieses Rätsel nicht lösen können, ist das normal."
" tanto, per non tentare, è fatto sodo»","So eng ist es, dass kein Versuch unternommen wurde, ihn zu lösen."
 Così la donna mia,Sie hat mich verlassenMeine Freundin hat mich verlassen
 poi disse,Danach fügte er einen weiteren Zusatz hinzu.
" «Piglia quel ch’io ti dicerò, se vuo’ saziarti","Höre auf meine Worte, schaue auf das, was ich meine, wenn du deinen Durst füllen möchtest, hör auf meinen Rat."
 e intorno da esso t’assottiglia,"trainiert, Aufmerksamkeit auf die Dinge, die ich sage"
 Li cerchi corporai sono ampi e arti secondo il più e ’l men de la virtute che si distende per tutte lor parti,"Die himmlischen Sphären sind von unterschiedlicher Größe, je nach dem Grad der Stärke, die innerhalb jedes ihrer Abschnitte liegt."
 Maggior bontà vuol far maggior salute,Ein größerer Vorteil führt zu größerer Rettung.
