Original,Translate,Translate_GPT_1
Ma sì vi teme che no ’l v’osa dire.,Men han är rädd att han inte vågar berätta.,Men han är rädd för att inte ha modet att avslöja det.
"Grande danno l’à già fatto vergognia,",Synd att hon redan har gjort henne stor skada.,Synd har redan orsakat dig stor skada.
Ma vo’ sì non ’l dovreste sofferire:,Men du ska inte lida:,Men du ska inte lida.
Nonn-à dove le carni sue ripognia”.,"Han har ingenstans att dölja sina synder.""",Det finns ingen plats att dölja sina missgärningar.
Ancor gli dica   un’altra de l’ostello:,En till från vandrarhemmet säger:,En annan vandrarhem gäst säger.
“Se madonna volesse far follagio,Om damen vill spela ett spel,Om damen vill leka
"Con un belissim’uon di gran paragio,","med en vacker man av stort värde,",Med en magnifik man av stort värde.
"Il fatto suo sarebe ben e bello,","Hans faktum skulle vara vackert och bra gjort,",Hans arbete skulle vara magnifikt och oklanderligt.
E sì sarebe donna d’un castello;,"Och hon skulle vara kvinnan i ett slott,",och skulle vara damen i en herrgård.
"Ma ’nverso voi à sì leal coragio,",Men han har ett sådant lojalt mod mot dig.,Men han har en sådan uppriktig styrka gentemot dig.
Ch’ella non prenderebe nul vantagio,som inte skulle dra någon fördel,som inte skulle göra någon vinst alls
Di che doman vo’ foste su’ ribello”.,från vad du skulle vara hans rival i morgon,Från vad i morgon du skulle vara hans antagonist
"Allor la donna, come ch’e’ le piaccia","Sedan kvinnan, hur hon gillar det","Så damen, vad skulle du tycka om henne?"
"Udir quelle parole, sì lor dica","Hör dessa ord, säg dem","Lyssna på de orden, säg dem"
E comandi che ciascuna si taccia;,"och befaller var och en att vara tyst,","och befaller var och en att hålla käften,"
"E puote dir: “Se Dio mi benedica,","Och han kan säga, ""Om Gud välsignar mig,","Och han kan säga, ""Om Gud välsignar mig,"
"Tropp’ò del su’, quand’i’ l’ò tra•lle braccia”;","Jag har för mycket när jag har det i armarna.""",Jag har för mycket när jag kramade honom och höll honom för mig.
E faccia   gli sott’al mantel la fica.,Och gör fittan under manteln.,Och hans skicklighet under hans mantel är envis.
E se•lla donna punto s’avedesse,Och om kvinnan plötsligt märker,Om kvinnan oväntat insåg
"Che quel dolente fosse ravisato,",Att smärtan hade blivit bortförd.,"Att den sorgliga hade blivit kidnappad,"
"Ch’e’ troppo larga mente l’à donato,","Att han gav henne för generöst,","Överflödande, han beviljade dem."
"E ch’e’ di sua follia si ripentesse,","Och att han ångrade sin galenskap,",Och att han ångrade sin oförsiktighet.
Allora in presto domandar dovesse,Då borde du fråga snabbt.,Då borde du fråga snabbt.
E dir di renderglile a dì nomato;,"Säg: ""Ge honom det på en fastställd dag.""",Och förklara att lämna tillbaka den vid en bestämd tidpunkt.
Ma egli è ben in mia lezion vietato,Men det är förbjudet i min lektion.,Det är dock strängt förbjudet i min lektion.
Ched ella mai nessun non ne rendesse.,Må hon aldrig lämna tillbaka något.,Må hon aldrig lämna tillbaka något.
E quando un altro vien gli faccia segnio,Och när en annan görs ett tecken för honom,När något annat anges
"Ched ella sia crudelmente cruciata,","Må hon plågas grymt,","Må hon bli grymt betryckt,"
E dica che•lla roba sua sia ’n pegnio:,Och säg att dina saker är pantsatta:,Du hävdar att din egendom är under garanti.
"“Molto mi duole, c’uon crede ch’i’ si’ agiata”.",Jag är så ledsen att någon tror att jag är upprörd.,Jag beklagar djupt att någon tycker att jag är rastlös.
"E que’ procaccierà danari, o pegnio,","Och det kommer att föra in pengar eller pant,",Detta kommer att ge medel eller garantier.
Sì che la roba sua fie dispegniata.,Så länge hans saker är befriade.,Så länge hans egendom är fri.
"E se ’l Diavolo l’avesse fatto sagio,","Och om djävulen hade gjort det vist,",Om djävulen hade gjort honom vis.
E che•lla donna vegia ch’à dottanza,Och att kvinnan skulle se att det finns en utbildning,Låt kvinnan se att det finns en utbildning
"Di non volerle far questa prestanza,",Att du inte vill göra så här mot henne.,Uttrycker motvilja mot att utföra denna verksamhet.
Imantenente sì gli mandi un gaggio:,Skicka genast ett löfte till honom:,Skicka genast en gåva till honom.
"La roba, ch’ella avrà più d’avantaggio,","Sakerna, som kommer att ge dig fler fördelar,","Föremålet, som kommer att ge dig större fördelar."
E dica che•lla tenga in rimenbranza,Och säg att du håller det i minnet.,Säg att du behåller det som en souvenir.
"De’ suo’ danari, e non faccia mostranza","Av hans pengar, och inte visa","Av hans pengar, och inte för att skryta"
"Ched e’ le paia noia, né oltragio.","Att du verkar irriterande för honom, ingen upprördhet.",Vare sig det är otrevligt eller förolämpande.
"E poi atenderà alcuna festa,",Sen väntar han på en fest.,Då väntar han på ett firande.
"Pasqua, o Kalendi Magio,   o Pentecosta,","Påsk, eller maj Calendi, eller pingst,","Påsk eller maj, eller pingst,"
"E sia intorno a•llui, sanza far resta,","Och vara runt honom, utan att göra några restriktioner,","Omringa den, utan begränsning."
Diciendo che giamai a la sua costa,Att säga att aldrig på dess bekostnad,Bekräftar att aldrig på dess bekostnad
"Non dormirà, se que’ no glele presta",Han sover inte om han inte lånar den.,Han kommer inte att vila om han inte gör det.
La roba: in questa guisa sì glel’osta.,Så här hindrar det henne.,Saken: på detta sätt förhindrar den den.
E s’alcun altro nonn-à che donare,Och om ingen annan har något att donera,Om ingen annan har något att erbjuda
"Ma vorràssi passar   per saramenta,","Men han kommer att vilja avlägga en ed,","Men han kommer att vilja komma förbi för ett löfte,"
"E dirà che•lla ’ndoman più di trenta,",Och han skall säga att han i morgon skall giva honom mer än trettio;,Han kommer att säga att han i morgon kommer att förse honom med mer än trettio.
"O livre, o soldi, le dovrà recare,","Eller pounds, eller pengar, som han måste bära,","Eller pounds, eller pengar, som han måste bära,"
"Le saramenta   lor non dé pregiare,","eden får inte bedömas,",eden får inte vägas.
Chéd e’ non n’è nesun che non ti menta;,För det finns ingen som inte ljuger;,För det finns ingen som inte ljuger.
"E dicie l’un a l’altro: “La giomenta,","Och de säger till varandra: ""Glädjen","Och de utropar till varandra: ""Lycka till!"
"Che•ttu ti sai, mi credette ingannare;","Att du vet, jag trodde att lura;","Att du vet, jag försökte fuska;"
"Ingannar   mi credette, i’ l’ò ’ngannata”.","Jag trodde på bedrägeri, jag lurade henne.""",Jag har lurat mig själv.
Perché già femina non dee servire,Varför skulle inte en kvinna tjäna?,För att en kvinna inte ska lyda.
Insin che’ella non è prima pagata:,Tills du får betalt först:,Tills du blir kompenserad i förväg.
"Ché, quando à fatto, e’ si pensa fugire,",För när han är klar tänker du på att rymma.,"För när han är klar, tänker han på att komma undan."
Ed ella si riman ivi scornata.,Och hon fortsätter att förlöjligas.,Och hon stannar där och skrattar.
Per molte volte fui a quel martire.,Under många gånger har jag varit i det martyrskapet.,I många fall har jag varit med om den tortyren.
"Sì dé la donna, s’ell’è ben sentita,","Ja, kvinnan, om hon förstod det rätt,","Bekräftat, honan, om hon förstod rätt."
"Quando riciever dovrà quell’amante,","när han måste ta emot den där älskaren,",När han måste välkomna den där älskaren.
"Mostralli di paura gran senbiante,","skall visa prov på stor fruktan,",Han kommer att bevisa att han är orolig.
"E ch’ella dotta troppo eser udita,","och att hon är för expert för att bli lurad,",Och att hon är för smart för att bli lurad.
E che si mette a rischio de la vita.,Och att han sätter sitt liv på spel.,och att han utsätter sig för faran med sin existens.
"Allor dé esser tutta tremolante,",Då kommer allt att flimra.,Då blir allt skakigt.
"Dir ch’ivi non puot’eser dimorante,","Han kommer att säga att han inte längre kan bo där,",Han påstår att han inte kan bo där längre.
"Poi stea, che•llor gioia sia conpita.","då kommer det att vara, att då glädje kommer att vara fullständig.",så att lyckan kan bli total.
Ancor convien ched ella si’ acorta,Hon är bättre på att lägga märke till det.,Du bör fortfarande vara medveten om detta.
"Di far, ch’e’ v’entri per qualche spiraglio,","för att få honom att stiga in genom några öppningar,",Underlätta att han tränger sig in för någon plats.
Ben potess’egli entrarvi per la porta:,Om han kunde komma in genom dörren:,om det var möjligt att komma in genom dörren
"Ché tutte cose, c’uom à con travaglio,","För allt, som arbetskraft,","Eftersom allt, som en kamp,"
"Par c’uon le pregi più, e le diporta.","De uppskattar varandra mer, och de föraktar varandra mindre.",De berömmer varandra mer och skyller mindre på varandra.
"Quel, che non costa, l’uon non pregia un aglio.","Det som inte kostar, är inte uppskattat.","Vad som inte är fritt, människan är inte erkänd."
"E quand’ella serà rasicurata,","Och när du är lugnad,","När hon känner sig lugn,"
"Tantosto sì gli dé corere indosso,",Han kommer att kasta sig över honom nu.,Han kommer att slå till mot honom nu.
"E dir: “Lassa tapina, be•mi posso","Och han kommer att säga: ""Glöm det, det kan jag.","Och han ska säga: ""Överge, det kan jag."""
"Chiamar dolend’, e sì son arivata,","Kallar mig olycklig, och jag är här,","Kalla mig otur, och jag är här."
"Ched i’ sì amo, e sì non son amata!",För att jag älskar så mycket och inte är älskad!,För att jag har en sådan tillgivenhet och jag är inte återgäldad!
"Molt’ò lo ’ntendimento rud’, e grosso,",Mycket jag menar oförskämt och stort.,"Extremt, jag anser att det är abrupt och massivt."
Quando il me’ core s’è sì forte ismosso,när mitt hjärta rörde sig så starkt,När mitt hjärta var så djupt rört.
D’esser di voi così inamorata”.,Att vara så kär i dig.,Var så förtjust i dig.
"E po’ sì gli rimuova quistione,",Sen tar han bort alla tvivel.,Så han kommer att ta bort all osäkerhet.
"E dica: “La lontana dimoranza,","och säger: ""Den långa frånvaron,","Han kommer att säga: ""Den ändlösa separationen."""
"C’avete fatta, nonn-è san’ cagione.",Det är ingen bra anledning.,Det är ingen legitim ursäkt.
"Ben so che voi avete un’altr’amanza,",Jag vet att du har en älskare till.,Jag vet att du har ett annat förhållande.
"La qual tenete in camera, o ’n pregione”.","som du håller i ditt rum eller i fängelse.""",som du håller i rummet eller i fängelset.
Sì mosterà d’averne gran pesanza.,Det kommer att visa sig vara av stor betydelse.,Det kommer att visa stor betydelse.
"Quando ’l cattivo, ch’è, •ssarà ’nchacato,","När skurken, som kommer att kedjas,","När de ogudaktiga, som skall vara bundna med kedjor,"
"La chui pensea non serà veracie,","Han kommer att tro att hans tankar inte är sanna,",Han tror att hans tankar inte är verkliga.
Si crederà che ’l fatto su’ ti piacie,Han tror att du gillar fakta.,Tänk dig att du är nöjd med fakta.
"Tanto, c’ogni’altro n’ài abandonato,",Så mycket att du har övergett alla andra.,Så mycket att du lämnade alla andra bakom dig.
"E che ’l tu’ cuor gli s’è tretutto dato,","Och att ditt hjärta är fullt givet,",Må din själ bli helt donerad.
"Né non si guarderà de la fallacie,",Inte heller kommer man att se på en lögn.,Du tolererar inte bedrägeriet.
"In che la volpe si riposa, e giacie,",Där räven vilar och ligger,Där räven slappnar av och lägger sig
Insin ch’e’ non serà ben corredato.,Tills du är välinformerad.,Tills han är välutbildad.
"Ché molt’è folle que’, che cred’avere",Många är galna som tror att de har,Många är galna som tror att de har
"Nessuna femina, che•ssia sua propia,","Ingen kvinna som är hans egendom,",Ingen kvinna som är hans personliga egendom.
"Per don, ched e’ faciesse, di su’ avere.",För vad han gjorde med honom.,För det han gjorde å hans vägnar.
"Que’ che•lla vuol, la chegia ’nn-Atiopia,","Den som vill, finner det i Etiopien,",Den som önskar det upptäcker det i Etiopien.
"Ché qua no•lla pott’io ancor vedere,",Jag kan inte se henne här än.,Jag kan inte tänka mig henne här än.
"E, s’ella ci è, si porta l’aritropia.","Och om det finns, ger det arytmin.","Om det finns, ta med rytmen."
"S’a l’altra parte elle son franche nate,","Om de föddes fria på andra sidan,","Om de på andra sidan dök upp fria,"
"La Legie sì•lle trâ di lor francheza,","Lagen berövar dem deras frihet,",Lagen tar bort deras frihet.
Dove Natura per sua nobileza,Där naturen för sin ädelhet,Där naturen för dess majestät
"Le mise, quando prima fur criate.",Och Han lät dem stiga in [i paradiset] när de skapades.,Han satte in dem när de skapades.
"Or l’à la Legie sì condizionate,",Nu har lagen betingat dem,Nu har lagen begränsat dem
"Ed àlle messe a sì gran distreza,","Och sätta i en stor svårighet,","Det försätter dig i en mödosam situation,"
"Che ciascheduna volontier s’adreza,",att var och en villigt strävar,att var och en strävar villigt
Come tornar potesse a franchitate.,Hur man återvänder till friheten.,Hur man återfår friheten.
Vedi l’ucciel del bosco quand’è ’n gabia:,Titta på fågeln i skogen när han är i en bur:,Undersök skogens fågel när hon sitter fängslad.
"E’ chanterà di cuor, ciò vi fi’ aviso,","Sjunger med ditt hjärta, säger jag dig,","Jag säger dig, uppträda passionerat."
"Ma no gli piacie vivanda, ch’egli abia;",Men han tycker inte om maten han har;,Men han tycker inte om maten han har;
Ché Natur’ a francheza   l’à sì miso,Varför naturen har gett honom så mycket frihet,Varför naturen har gett honom så mycket självständighet
"Che giorno e notte de l’uscirne arrabia,","Vilken dag och natt han blir arg för att gå ut,","Vilken dag och natt han går upp för att gå ut,"
"Nonn-avrà tanto miglio, o grano, o riso.","Han kommer inte att ha så mycket miles, vete, eller ris.","Han kommer inte att ha så mycket miles, vete, eller ris."
"E se quell’uon desdir non si degniasse,",Och om han inte ändrar sig...,"Om han inte brydde sig om att ändra sitt tänkesätt,"
"Anzi dirà, per farla più crucciosa,","Han kommer att säga för att få henne att lida mer,",I stället påstod han sig öka sitt lidande.
"Ch’e’•nn’à un’altra, ch’è•ssì amorosa","att han har en till, att hon är så kär,","Att han har en till, det är så passionerat."
"Di lui, che per null’altro no ’l canbiasse,","Av honom, som inte skulle ändra det för något annat,","Av honom, som inte skulle byta honom mot något annat."
Guardisi quella che non si crucciasse.,Titta på den som inte blir för upprörd.,Titta på den som inte oroar sig för mycket.
Con tutto ciò se ne mostri dogliosa,"Men med allt detta, om du visar lidande,",Men om han visar sig lida.
"Di fuor, ma dentr’al cuor ne sia gioiosa:","Utanför, men faktiskt vara lycklig i ditt hjärta,","på utsidan, men faktiskt vara nöjd i djupet."
"Ancora più, sed egli s’anegasse.",Och ännu mer om han drunknade.,Och ännu mer om han skulle sänka sig själv.
E dicagli che già quella vendetta,Och berätta för henne att hämnd,Och berätta för henne att hämnd
"Non sarà fatta, se non sol per lei,","Det kommer inte att göras utom för henne,",Det kommer inte att förverkligas utom för dig.
Sì ch’ella il pagherà di quella detta.,Och att du ska betala för det ordet.,och att hon kommer att återbetala dig för den perioden.
Allor da•llui sì mi dipartirei;,"Då skulle jag vända mig bort från honom,",Då skulle jag gå ifrån honom.
"Di far amico mosterè’   gran fretta,","Och jag skulle visa att jag ville vara vänner,",Och jag skulle visa att jag skulle vilja vara vänner.
Sì ch’io in quella anghoscia il lascierei.,för att jag skulle lämna honom i den ångesten.,För att jag skulle överge honom i den desperationen.
S’avessi messo termine a un’ora,Om han hade satt stopp för det i en timme...,Om en gräns hade införts i en timme.
"A due, c’avresti fatto gran follia,","Eller två, du skulle ha gjort ett stort misstag,","Om du hade valt två, skulle du ha begått ett allvarligt misstag,"
"E l’un conteco in camera sia,","Anta att en är i rummet,",Låt oss föreställa oss att en är i rummet.
"E l’altro viene apresso san’ dimora,","och den andre kommer genast,",Och den andra kommer omedelbart utan att tveka.
Al di dietro dirai ch’egl’è ancora,Bakifrån kommer du att säga att det fortfarande är,Från baksidan kommer du att säga att det fortfarande är
"El signior suo lassù, ch’e’ non poria","Din herre där uppe, som inte kan","Hans himmelske härskare, som inte kan"
"Far dimoranza, ma tost’una fia:","Sluta, men han är snart tillbaka.","Sluta, men den kommer tillbaka snabbt."
"“Il fante, o voi, tornate a poca d’ora”.","""Tjänaren, du, kom tillbaka snart.""","""Tjänaren, eller du, kommer snart tillbaka."""
"E poi sì ’l butti fuori, e torni suso",Sen kastar du ut den och går upp igen.,och sedan förklara honom och gå tillbaka upp
"E traga l’altro fuor della burella,",Och få ut den andra från gömstället.,Flytta den andra från skyddsrummet.
Che molto gli è anoiato star rinchiuso.,Det är tråkigt för honom att vara inlåst.,att det är mycket monotont att begränsas.
"Posi la guarnacha, e la gonella,",Sätt på dig jackan och kjolen.,Ta på dig tröjan och klänningen.
Diciendo ch’ell’   è tanto stata giuso,Hon sa att hon var så nere.,Förutsatt att du var väldigt deprimerad.
"Per lo marito, ch’era nella   ciella.","För hennes man, som satt i fängelse.",För maken som satt i fängelse.
Ne•letto su’ si metta in braccio   in braccio,Låt honom sätta sig i armarna på den andra.,Han kramar den andra.
"Co•llui insiem’, e faccian lor diporto;","Och låt dem ha sitt roliga tillsammans,",Låt deras glädje glädjas;
"Ma dica tuttor: “Lassa, crudel torto","Men alltid säga, ""Lämna mig, grymma fel,","""Gå, grymma orättvisa,"
"È questo, che ’nverso il mi’ sire faccio”.","Jag går till min herre.""",Jag hyllar min härskare.
"E nella gioia, c’à, gli metta inpaccio,","Och i den glädje han har, genera honom,",I hans jubel skämmer du ut honom.
Sì ch’egli abia paura e disconforto:,så att han blir rädd och förtvivlad.,så att han känner fruktan och förtvivlan.
Dicier li dee ch’e’ sarebe morto,Du måste säga att han skulle vara död.,måste informera honom om att han skulle dö.
"Sanz’averne rispetto, molt’avaccio,","Utan respekt, mycket olycklig,","Utan respekt, mycket olycklig,"
"Se•ll’uon sapesse ch’e’ fosse co•llei,","Om någon visste att hon var med henne,","Om någon visste att hon var med dig,"
"E di’: “Lassa, dolente, malaurata,","och säg: ""Låt mig vara, bedrövad och eländig!","Låt mig, ledsen och desperat,"
"So che vitiperata   ne sarei,",Jag vet att jag skulle bli förolämpad.,Jag vet att jag skulle få skulden.
"E ch’i’, per man de’ mie’,   sare’   ismenbrata”.","och att jag genom min hand skulle förgöras.""",Och att jag av mina egna händer skulle förintas.
"E in questa paura i’ ’l metterei,","Och i denna rädsla skulle jag sätta honom,",I denna skräck skulle jag sätta honom.
Ché da lui ne sarebe più amata.,för att hon skulle bli mer älskad av honom.,För hon skulle bli mer uppskattad av honom.
"Quand’a quel lavorio messi saranno,","När de är engagerade i det jobbet,","När de är upptagna i den branschen,"
"Ben sagia mente degie inoperare,","Förståndiga sinnen bör inte fungera,","Sagolika lögner bör inte handla,"
"E l’un atender, e l’altro studiare,","Och den ena väntar, och den andra studiet,",Vänta och undersöka.
Secondo ch’egli alor si sentiranno;,"efter vad de kommer att känna,",enligt vad de kommer att uppfatta.
Né sì non dé parer lor già affanno,Och de borde inte se ut som om de börjar bli trötta.,Och de ska inte se trötta ut.
"Di voler ben a modo mantacare,","Att älska på ett sätt att upprätthålla,","Att känna tillgivenhet, att bevara."
C’amendue insieme degian afinare,Vi måste skärpa oss tillsammans.,Vi måste båda förbättra oss tillsammans.
Lor dilettanza;   e dimorasse un anno!,"Deras glädje, och om de stannade i ett år!",Deras förnöjsamhet och om de stannade i ett år!
"E se•lla donna non v’à dilettanza,","Och om kvinnan inte gillar det,","Om kvinnan inte är intresserad,"
"Sì ’nfinga in tutte guise ch’e’ vi sia,","Du bedrar med vilka medel det än finns,","Cunning, bedrägeri, bluffande med alla möjliga konster."
Sì gline mostri molto gran senbianza:,Han visar mycket stor tillgivenhet.,Uttrycker djup tillgivenhet.
"Istringa ’l forte, e basci ’l tuttavia;",Håll hårt och kyss dock;,Ta hårt och kyss ändå.
"Quando l’uom avrà sua dilettanza,","När människan har sitt nöje,","När människan har sin tillfredsställelse,"
Sì paia ch’ella tramortita sia.,Låtsas att du svimmade.,Simulera en svimning.
Se l’uon può tanto far ched ella vada,Om människan kan få honom att gå,Om människan kan se till att allt går
"Al su’ albergo la notte a dormire,","Att sova på sitt hotell på natten,",Att vila i sitt värdshus på natten.
Si dé alla femina ben sovenire,Låt kvinnan minnas.,Låt kvinnan memorera dig.
Ched ella il faccia star un poco a bada.,Få honom att titta ett tag.,Låt honom observera under en tid.
"E que’, che guarderà tuttor la strada,","Och den som fortfarande tittar på vägen,","Den som ännu håller sig till den raka vägen,"
Ciertana sie ch’e’ le parrà morire,Det kommer säkert att vara rädslan för att dö,"Osäkerhet, rädsla, rädsla att förgås."
Insin ched e’ no•lla vedrà venire:,Tills du ser henne komma:,Tills du ser henne komma.
"Ché•ll’amor, c’uom atarda, vie più agrada.","För kärleken, om den är efterbliven, gillar den bättre.","För kärleken, om den blir försenad, gillar den bättre."
E quand’ella sarà a l’ostel venuta,"Och när hon kommer till vandrarhemmet,","När du kommer till hotellet,"
"Sì dica a que’, che•nn’è sì amoroso,","Säg till honom vem som är så kär,","Det informerar dem som är så förtjusta i det,"
Ched ella per su’ amor tropp’è arguta;,Att för hans skull hon är för smart;,Att för hennes skull hon är för smart; visa
"Ché ’l su’ marito n’è troppo gieloso,",Att din man är för svartsjuk.,Att din partner är för possessiv.
Sì che dubita molto esser battuta:,Så mycket att han tvivlar på att bli slagen:,Så mycket att misstänka att hon blev besegrad.
Così gli faccia forte il pauroso.,Gör därför hans skräckslagna styrka.,Så gör din skrämda stark.
Se quel gieloso la tien sì fermata,Om den svartsjuke mannen håller henne stoppad,Om den svartsjuke mannen håller henne tillbaka
"Ch’ella non poss’andar là, ov’ella vuole,","Att jag inte kan åka dit, där du vill.","Att jag inte kan åka dit, där du vill."
"Sì gli faccia intendente   che•ssi duole,",Säg att han är ledsen.,Låt honom veta att han är ledsen.
"D’una sua gotta, che d’averl’è usata:",För en gikt som fick honom att lida.,För en podagra som fick honom att lida.
"Per ch’e’ convien ch’ella sia   stufata,",Det är därför jag måste vara trött.,Därför är det tillrådligt att koka den.
"Ché colla stufa guerir se ne suole,","Eftersom spisen vanligtvis läker,",För spisen brukar bota dig.
"Po’ bullirà ramerin, e viuole,","Då ska det koka koppar, violer","Sen kokar det rosmarin, violer"
"E camamilla, e salvia, e fie bagniata.","Och kamomill, salvia, och det blir blött.","Och kamomill, salvia, och det blir blött."
"E ’l gieloso dirà: “Va arditamente,","Och de svartsjuka kommer att säga, ""Gå djärvt,","Och de som äger [allt detta] skall säga: ""[Det skall ske] med frimodighet,"
E mena teco buona conpagnia”;,"Och ta med dig ett gott sällskap.""",Och ta med dig ett bra sällskap.
"Ma molto ne fia   nel su’ cuor dolente,","Men mycket kommer att finnas i hans sorgsna hjärta,","Men mycket kommer att finnas i hans plågade hjärta,"
Ma vede ch’e’ desdir no ’l gliel poria.,Men han kunde inte säga nej.,Men du ser att förkastandet inte kunde göra så mot honom.
"Quella mena conseco alcuna giente,",Hon tar inte med sig sitt folk.,Hon följer med några människor
La qual sapranno ben sua malatia.,Vilket kommer att känna till din sjukdom mycket väl.,Som kommer att veta mycket väl hans sjukdom.
Ancor non dé aver femina credenza,Ingen kvinna tror ännu,Ingen kvinna har ännu tro
"Che nessun huon malia far le potesse,",Att ingen man kan skada henne,Att ingen människa kan skada henne
"Néd ella ancor d’altrui, s’ella potesse","Inte du heller till någon annan, om du kunde,","Inte du heller till någon annan, om det var möjligt."
C’altri l’amasse   contra sua voglienza.,Må en annan älska henne mot hennes vilja.,Må en annan dyrka henne mot hans vilja.
"Medea, in cui fu tanta sapienza,","Medea, där det fanns så mycket visdom,","Medea, rik på visdom."
Non potte far che Giesonò tenesse,Han kunde inte behålla Jason.,Jason kunde bara hålla henne.
"Per arte nulla, ch’ella gli faciesse,","Utan någon form av konst han gjorde mot honom,",Utan någon form av skapelse som skapade den.
Sì ch’e’ ’nver’ lei tornasse   la sua ’ntenza.,Så att han skulle återvända till henne sin avsikt.,Så att hans vilja skulle återvända till henne.
"Sì non dea nessun don, che guari vaglia,",Ge inte någon gåva som gäller helande,Erbjud inte några gåvor som är användbara för botemedlet.
A null’amante tanto l’apregiasse:,Till ingen älskare som uppskattar det så mycket:,För ingen beundrare som värdesätter honom så mycket.
"Doni borsa, guanciale, o tovaglia,","Presentpåse, kudde eller bordsduk.","Gåvor, väska, kudde eller duk."
"O cinturetta, che poco costasse,","Eller band, som kostar lite,",Billiga billiga Strap
"Covriciefo, o aguglier di bella taglia,","Huvudskydd, eller nål av fin storlek,","Hatt, eller stor brosch."
"O gumitol di fil, s’egli ’l degniasse.","Eller en trådkula, om han så vill.",En reprulle om han uppskattar det.
"Ma ciascun uon, c’avesse in sé ragione,","Men varje man, som hade rätt i sig själv,","Alla, som hade sunt förnuft,"
"O che del mondo ben savio sarebe,","eller att han var vis i världen,","Att hon var vis i världen,"
"Ma’ don’ di femina non prenderebe,",Han ville inte ta en kvinna som gåva.,Han accepterade inte en kvinna som gåva.
"Ch’e’ non son che•llacci di tradigione,",För att de bara är traditionsbundna.,För att de bara är vanliga begränsningar.
"Ché quella, che faciesse donagione,",Därför att den som skulle göra en donation,Därför att den som skulle göra en donation
"Contra la sua natura pecherebe,","Mot sin natur skulle han synda,",Mot dess väsen skulle den överträda.
E ’n gran follia ciascun gliele porebe,Och det skulle vara galet om hon tog det.,Det skulle vara en stor oförsiktighet om han accepterade det.
Sed ella no ’l faciesse a tradigione.,Om han inte gjorde det av tradition.,Om han inte gjorde det osedvanligt.
"Perciò ciascuna pensi, quando dona,","Så var och en tänker, när det ger,","Som ett resultat, känner var och en, när man ger,"
"Che doni nella guisa, c’ò parlato,",Att donera på samma sätt som jag sa:,"Fördela, erbjuda, ge i det läge jag har beskrivit."
"Sì che, quand’ella avrà passata nona,","så att han, när han har passerat sin ungdom,","Så att, när det är bortom ungdomen,"
Il guardacuor suo sia sì fodrato,Låt hans hjärta vara så skyddat,Låt hans hjärta vara så skyddat
Ch’ella non cagia a merzé di persona.,Att han inte kommer till makten personligen.,Att han inte kontrolleras av någon.
E ciò tien tutto al ben aver guardato.,Och det beror på god uppmärksamhet.,Och det beror på en djup koncentration.
"Al ben guardar fallì’, lassa dolente,","Om bra uppmärksamhet misslyckas, lämnar det dig ledsen,","Om flitig uppmärksamhet misslyckas, blir du besviken."
"Ché•cciò, c’all’un togliea,   a l’altro donava:",För det han tog från den ena gav han till den andra:,"För det han stal från den ena, från den andra han skänkte."
"Come ’l danaio venia, così n’andava,","När danskarna kom, så gick han,","När danskarna kom, gick han."
Non faciea   forza d’aver rimanente.,Han hade inte styrkan att ha en kvarleva.,Han försökte inte få ett överskott.
"I’ era di ciascun molto prendente,",Jag var väldigt intresserad av alla.,Jag var väldigt nyfiken på alla.
"E tutto quanto a un ribaldo i’ ’l dava,","Och allt jag gav till en tjuv,",Allt jag gav till en ogärningsman.
"Che “Puttana comune” mi chiamava,","Som brukade kalla mig en vanlig bitch,","Kalla mig ""vanlig prostituerad""."
E mi battea   la schiena ben sovente.,Och han brukade slå mig mycket.,Han slog mig ofta.
"Quest’iera que’, che più mi piaciea,",Det var det jag gillade mest.,Det var det jag föredrog mest.
"E gli altri “Amici dolci” i’ apellava,","Och jag brukade kalla de andra ""goda vänner,""","Jag brukade kalla de andra ""Kära kamrater""."
"Ma solamente   a costui ben volea,",Men jag älskade det här.,Jag ville bara det bästa för det.
Che molto tosto s’apacificava,"Att det var fridfullt mycket snabbt,",Det lugnade ner sig snabbt.
"Comeco, sì battuta no•m’avea,","För om han inte hade slagit mig,","Jag hade vunnit, för om han inte hade besegrat mig hade jag segrat."
Ché troppo dolze mente   mi schufiava.,För mjukt tröstande.,Det tröstade mig med ömhet.
"S’i’ fosse stata, per l’anima mia,","Om det hade varit, för min själ,","Om det hade varit, för min själ,"
"Ben savia in giovaneza, e conosiente,","Välkänd i ungdomen, och inklusive,",Väl känd i ungdomen och förstådd.
"Ch’i’ era allor sì bella, e sì piaciente,","Att det då var så vackert och behagligt,",Att det då var så attraktivt och behagligt.
"Che ’n ognie parte novelle ne gia,",Att varje del av budskapet om mig kom,"Nyheter, historier, historier och historier om mig kom."
"I’ sarè’ troppo richa, in fede mia;","Jag skulle bli för rik, jag svär.","Jag skulle bli rik, jag lovar."
"Ma i’ sì ’l dava tucto a quel dolente,",Men jag gav allt till den olycklige.,Jag gav allt till den olycklige.
"C’a ben far   non fu anche conosciente,",Att han inte kunde göra gott,Oförmögen att upprätthålla det goda
Ma tutto dispendea in ribalderia.,Men allt spenderades i vårdslöshet.,Men allt skingrade det oförsiktigt.
Né no•gli piaque nulla risparmiare,Inte heller tyckte han om att rädda någonting.,Han gillade inte att rädda nåt.
