Original,Translate,Translate_GPT_1
Per fargli nella sua rete fedire;,sie in ihr Netz fallen zu lassen;,um ihn in seine Falle zu bringen.
"Chéd ella non sa quale riman preso,","weil er nicht weiß, welcher genommen wird","Weil er nicht weiß, welchen er wählen soll."
"Insin ch’ella no•gli à tarpata l’ala,","bis er seine Flügel schüttelte,","bis er seine Freiheit beschränkte,"
"Sì dé tener tuttor l’aiuol su’ teso,",um seinen Vogel angespannt zu halten,um seinen wachsamen Blick still zu halten
E prendergli a’ gheroni e a la sala;,und führet sie zu den Gherons und in den Saal;,und holt sie von den Taschendielen und dem Zimmer ab.
Ma se sapesse o ch’ell’avesse inteso,aber wenn ich wusste oder verstand,Wenn ich es verstand oder wusste
"Ch’e’ fosse pover, gittil per la scala.","Wer arm ist, werfe ihn die Treppe hinunter.",Wer ist elend wirft ihn die Treppe hinunter
E s’ella ne prendesse gran funata,Und wenn er eine große Anzahl von ihnen bekommt...,Ein großer Teil davon wäre angeeignet.
"Di que’, che ciaschedun la vuol brocciare,","Von denen, die sie betrügen wollen,","Die, die jeder betrügen will."
Sì si dé ben la femina avisare,"Benehmen Sie sich wohl, die Frau warne","Die Frau benimmt sich, warne."
D’assegniar   a ciascun la sua giornata:,Jedem seinen Tag zuzuweisen:,Jedem seinen eigenen Tag zuweisen.
Chéd ella rimaria troppo ’ngannata,Weil sie zu getäuscht wäre.,Weil es zu illusorisch wäre.
"Se•ll’un l’altro vi potesse trovare,",Wenn sie einander finden könnten,Wenn sie sich aufspüren könnten.
C’almen le converebe pur fallare,"Dass sie wenigstens zustimmen würde, keinen Fehler zu machen",Wenigstens willst du keine Fehler machen.
"Alle gioie, che ciascun l’avria recata.","Zu den Freuden, dass jeder sie bringen würde.","Zu den Freuden, dass jeder sie bekommen würde."
"Ché non si vuol lasciar   già lor niente,",Weil du ihnen nichts hinterlassen willst.,Weil du ihnen nichts geben willst
"Di ch’e’ potesser far   grande ’ngrassata,","Von dem, was eine fette Frau tun konnte,","Über das, was eine große Welle tun könnte."
Ch’egli è perduto tutto il rimanente.,Weil alle Überreste verloren sind.,Weil der Rest verschwunden ist.
Perciò convien che ciascuna avisata,"Also ist es besser, wenn alle alarmiert sind.",Daher sollte jeder informiert werden.
"Sia, sì che pover rimanga il dolente,",damit die Armen betrübt werden,damit die Armen in Bedrängnis geraten
E ella rimanga ricca e ben calzata.,Und du bleibst reich und gut gekleidet.,Und Sie bleiben reichlich und gut ausgestattet.
In poveruon no•metter già tu’ amore,Setze deine Liebe nicht in einen armen Mann,Bewahre deine Liebe nicht in einem armen Mann
"Ch’e’ nonn-è cosa, che poveruon vaglia:",Weil es nicht für einen armen Mann gilt:,Weil es für einen Bedürftigen nicht gut ist.
"Di lu’ non puo’ tu aver se non battaglia,","Von ihm kann man nichts als Kampf haben,","Alles, was du von ihm kriegen kannst, ist Streit,"
"E pena, e povertate, e gran dolore.","Und Schmerz, Armut und großer Schmerz.","Bestrafung, Armut und immense Bedrängnis."
Lasciar ti farian robe di colore,"Sie würden dich dazu bringen, die Dinge schwarz zu lassen.","Sie würden dich dazu bringen, Farbobjekte aufzugeben."
E sovente dormire in su la paglia:,Und du hast oft auf Stroh geschlafen:,Manchmal ruht man sich auf Stroh.
"Non t’intrametter di cotal merdalia,",Das ist mir egal.,Mach dir keine Sorgen um diesen Müll.
Ché troppo i’ ’l ti poria a gran fallore.,Weil es dir große Schmerzen bereiten könnte.,Weil es Ihnen großes Leid bereiten könnte.
"Né non amar già oste trapassante,","Ich liebe keinen Gast, der vorbeikommt.","Ich weiß es nicht zu schätzen, dass ein Besucher kommt und geht."
"Però ch’e’ mutan tante   ostellerie,","weil sie viele Hostels wechseln,",Weil sie viele Hotels modifizieren.
C’aver non posson cuor   fermo né stante;,"und weder ein festes Herz noch ein festes Herz haben,",und haben weder ein unveränderliches Herz noch ein beständiges.
"Lor fatti non son che baratterie,",Ihre Werke sind nur Tauschhandel.,Ihre Taten sind nichts als Austausch.
"Ma, s’e’•tti donan, non sie rifusante,","Aber wenn sie dir etwas geben, zögere nicht,","Aber wenn sie Ihnen etwas anbieten, zögern Sie nicht."
E fa co•llui infinte druderie.,und mit ihnen endlose Mühen zu tun.,und unterstützen endlose Arbeit.
"Né non amar   già huon, che ’n sua beleza",Du liebst weder den Menschen noch seine Schönheit.,"Auch die Erscheinung des Menschen nicht zu schätzen, der mit seiner eigenen Schönheit ausgestattet ist"
"Si fidi, né ch’egli a lisciarsi ’ntenda:","vertraut, auch will er sich selbst nicht mögen,","Sie vertraut, denkt, sie mag ihn."
"In quel cotal non vo’ che•ttu t’intenda,",Du musst dich nicht für so einen Mann interessieren.,Du musst dir keine Sorgen um diese Art von Person machen.
"Ma, ’l più che puo’, da•llu fa istraneza.","Aber halten Sie ihn fern, soweit Sie können.","Aber halten Sie ihn fern, soweit Sie können."
"L’uon, che si piacie, fa gran scipideza","Der Mann, der sich mag, macht große Fehler","Das Individuum, das zufrieden ist, macht große Fehler."
E grand’orgoglio: e’ l’ira di Dio atenda,und großer Stolz; warte auf den Zorn Gottes,Mit tiefer Genugtuung auf den göttlichen Zorn warten
"E tale ’l mise il Giudicie in sua ,",Und so legte ihn der Richter in seine Hand.,Der Richter erließ eine entsprechende Strafe.
"C’aver non potesse amor, né francheza,","Er konnte keine Liebe haben, keine Aufrichtigkeit,","Er konnte keine Liebe, keine Loyalität haben."
Né non puote aver cuor di ben amare:,"noch kann er das Herz haben, gut zu lieben,","Auch kann er keine Seele haben, die tief zu lieben ist."
"Ché, tutto ciò ch’egli avrà detto a l’una,","denn alles, was er zu einem gesagt hat,","Weil, alles, was er ausgesetzt ist."
"Sì tosto il va a l’altra ricontare,","Er wird es einem anderen sofort sagen,",Es wird es sofort auf eine andere Person verbreiten.
"E così pensa a far   di ciascheduna,","Und so denkt er darüber nach, es mit jedem zu tun,","Und so denkt er darüber nach, es mit jedem zu tun,"
Né non intende c’a•llor barattare.,"Ohne zu merken, dass Sie handeln.","Ohne zu merken, dass du tauschst."
Udita n’ò la pianta di più d’una.,Ich habe mehr als einen Schrei gehört.,Ich habe mehr als nur ein schluchzen gehört.
"E s’e’ viene alcuno, che•tti prometta,","Und wenn jemand kommt, versprechen sie es dir.",Wenn jemand kommt und dir verspricht
"E per promessa vuol c’a•llui t’attacci,","Und er will, dass du ihn angreifst.","Und nach Vereinbarung will er, dass ich dich mit ihm fessele."
"I’ non vo’ già per ciò che•ttu lo scacci,","Ich will das nicht für das, was Sie ablehnen ihn,","Ich will nicht, dass du ihn deswegen verweigerst."
"Ma digli c’altro termine ti metta,","aber sag ihm, er soll eine andere Frist setzen.","Sag ihr, sie soll ein anderes Wort ersetzen."
Perciò c’avrai allor troppo gran fretta;,Denn sonst wirst du zu schnell sein.,"Denn wenn du es nicht tust, wirst du zu vorsichtig sein."
"E sì vo’ ben che ’l basci e che•ll’abracci,","Und ich will, dass du ihn küsst und umarmst,","Und ich will, dass du ihn küsst und festhältst."
"Ma guarda che con•llui più non t’inpacci,",Aber versuch's nicht zu sehr mit ihm.,Aber misch dich nicht zu sehr mit ihm ein.
S’e’ non iscioglie prima la maletta.,Wenn er seine Verpflichtung nicht zuerst auflöst.,wenn er seine Verpflichtung nicht zuerst erfüllt.
"O s’alcun ti mandasse alcuno scritto,","Oder wenn dir jemand einen Brief geschickt hat,","Wenn dir jemand einen Brief geschickt hat,"
"Sì guarda ben la sua intenzione,",Sehen Sie sich seine Absicht genau an.,Untersuchen Sie seine Motivation sorgfältig.
Ched e’ non abia fintamente scritto;,warum er nicht falsch geschrieben hat;,Weil er nicht gelogen hat.
"E poi sì glene fa risponsione,","und dann antworte,",Dann bieten Sie Ihre Replik an.
"Ma non sì tosto: atendi un petitto,","aber nicht sofort: warten Sie eine Weile,","Warte, nicht sofort; verzögere."
Sì ch’egli un poco stea in sospezone.,damit er ein wenig im Zweifel bleibt.,damit er ein wenig unsicher bleibt.
"E quando tu udirai la sua domanda,","Und wenn Sie seine Frage hören,","Wenn Sie seine Frage hören,"
"Già troppo tosto non sie d’acordanza,","Sei nicht zu bereit, mir zuzustimmen.","Sei nicht zu schnell, um es zu akzeptieren."
Né non fare di lui gran rifusanza:,Machen Sie ihn nicht zu einer großen Ablehnung.,Schieben Sie ihn nicht zu hart weg.
"Nostr’arte sì no ’l vuol, né no ’l comanda.","Unsere Kunst will sie nicht, sie befehlt sie auch nicht.","Unsere Kreativität verlangt es nicht, und sie erlegt es auch nicht auf."
Cortesemente da•tte sì ’l ne manda,"Antworte ihm höflich,",Antworte ihm gut.
"E stea   il su’ fatto tuttora in bilanza,","Und lass ihn tun, was er will,","Lass ihn tun, was er will."
"Sì ch’egli abia paura, ed isperanza,","damit er Angst und Hoffnung hat,",Damit er Angst und Erwartung hat.
Insin ch’e’ sia   del tutto a sua comanda.,Bis er völlig unter Ihrer Kontrolle ist.,Bis es vollständig unter Ihrer Herrschaft steht.
"E quand’e’ ti farà più pregheria,","Und wenn er noch mehr Gebete macht,","Wenn er mehrmals betet,"
Tu gli dirai tuttor che•ttu sie presta,"Du wirst ihm immer sagen, dass du bereit bist.","Du wirst ihm immer sagen, dass du vorbereitet bist."
"A fargli tutta quanta cortesia,","Um ihm jede Höflichkeit zu erweisen,","Bieten Sie ihm jede Freundlichkeit,"
E dì che ’l su’ amor forte ti male sta;,"Und sag ihm, dass seine Liebe dich krank macht.","Sagen Sie ihr, dass ihre Zuneigung Schmerzen verursacht."
"E così caccia la paura via,","Und so wirft er die Furcht weg,","Beseitigt Beunruhigung,"
"Po’ dimora con lui, e fagli festa.",Dann verbringe Zeit mit ihm und feiere mit ihm.,Er verbringt Zeit mit ihm und huldigt ihm.
"Gran festa gli farai, e grand’amore,","Du wirst eine tolle Party feiern, und du wirst ihn lieben.",Ihr werdet eine große Feier und tiefe Zuneigung organisieren.
E dì come gli ti sè tutta data,"und sage, daß du alle zu ihm bist,","Und du wirst behaupten, dass du ihm ganz gehörst."
"Ma non per cosa, ch’e’ t’agia donata,","aber nicht für etwas, das er dir gegeben hat,","Aber nicht für etwas, das er dir gegeben hat."
Se non per fino e per leal amore;,"wenn nicht für das Ende und die loyale Liebe,",wenn nicht für die letzte und aufrichtige Zuneigung.
"Che•ttu à’ rifiutato gran signore,","Denn du hast die großen Herren der Lüge bezichtigt,","Da Sie die ehrenwerten Herren abgelehnt haben,"
Che ricca mente   t’avrebe donata,Das würde dir Reichtum geben.,Das würde dir viel geben.
"“Ma credo che m’avete incantata,","Aber ich glaube, du hast mich bezaubert.","Ich glaube, du hast mich verfolgt."
Per ched i’ son entrata   in quest’errore”.,weil ich in diesen Fehler geraten bin.,Weil ich das falsch gemacht habe.
"Allor sì ’l bascierai istrettamente,","Dann wirst du ihn genau küssen,",Also wirst du ihn zärtlich umarmen.
Pregando ’l che•lla cosa sia sagreta,"Beten, dass das Ding geheim ist,","Ich bettle um das Ding, um unter vier Augen zu bleiben."
Sì che no ’l senta mai nessuna giente.,damit niemand es je weiß.,Damit niemand davon erfährt.
"A•cciò, ch’e’ vorrà fare, istarà’ cheta;","damit er tut, was er will,","Damit er tut, was er will."
Ma guarda che non fosse aconsentente,Aber er war nicht einverstanden.,Aber er stimmte nicht zu.
"A nessun, se non se per la moneta.","mit niemandem, außer mit Geld.","Mit niemandem, außer mit Münzen."
Chi ’l su’ amico non pensa di pelare,"Wer denkt nicht, seinen Freund zu häuten,","Diejenigen, die nicht glauben, dass sie ihren Freund betrügen."
"Infin ch’egli agia penna in ala o in dosso,","bis er Federn auf oder auf seinen Flügeln hat,",Bis er Kleidung oder Gefieder allein oder auf seinen Flügeln hat.
E che d’ogni’altro bene e’ sia sì scosso,Und das von jedem anderen Gut ist beraubt worden,und das von jedem anderen Geschenk wurde ausgeschlossen
"Ched e’ non si ne possa mai   volare,","damit er nicht mehr fliegen kann,",damit er den Flug nicht mehr nehmen kann.
"Quella cotal dovria l’uon manegiare,",Er sollte sich um das Ding kümmern.,Du solltest das Objekt manipulieren.
"Ché, quanto ch’ella costa più di grosso,","denn je mehr es kostet,",Denn je teurer es ist.
"Più fia tenuta cara, dirlo posso,","Je mehr man sie schätzt, desto mehr kann ich sagen:","Je mehr Sie gelobt werden, sage ich."
E più la vorrà que’ tuttor amare.,Und je mehr er sie immer lieben will.,und je mehr er immer anbeten will.
Ché•ttu non pregi nulla cosa mai,"Weil man nie etwas schätzt,",Weil man nie etwas zu schätzen weiß.
"Se nonn-è quel, che•ttu n’avrà’   pagato:","Wenn nicht, wofür Sie bezahlt haben:","außer dem, was du ausbezahlt hast"
"Se poco costa, poco il pregierai;","Wenn es billig ist, werden Sie nicht viel darauf achten.","Wenn es billig ist, wirst du es nicht zu schätzen wissen."
"E quel, che•tti sarà asai   costato,","Und was für dich sehr teuer ist,",und was dir sehr lieb sein wird.
"A l’avenante caro il ti terrai,","Attraktiv und lieb, du wirst ihn behalten,",Scheinbar und teuer wirst du es behalten.
Con tutto n’agie tu ben mal mercato.,Du hast nicht alles gut gemacht.,Bei allem hast du nicht ausgenutzt.
"E al pelar convien aver maniera,","Und es ist besser für die Glatze, einen Weg zu haben,",Sei akribisch und präzise.
"Sì che l’uomo aveder non si ’n potesse,",damit der Mensch nichts sehen kann,"in einer Weise, die der Mensch nicht sehen kann"
"Che tutto in pruova l’uon gli le faciesse,","dass der Mann, der vor Gericht steht, ihm alles antun würde",dass der betreffende Mann ihm alles antun sollte.
Forse ch’e’ volgieria la sua bandiera.,Vielleicht will er seine Flagge.,Vielleicht würde er seine Forderung lieben.
"Ma faccia sì, la madre, o cianberiera,","Aber tun Sie es, die Mutter oder die Kellnerin,","Die Mutter oder die Kellnerin muss sicherstellen, dass"
"Od altri, in cui fidar ben si potesse,","oder andere, denen man sich gut anvertrauen kann,","andere, auf die Sie Ihr Vertrauen setzen können."
Che ciascuna di lor sì gli chiedesse,dass jeder von ihnen ihn fragen würde,dass jeder von ihnen ihn fragen sollte
"Paternostri, o coregia, od amoniera.",Unser Vater oder die Coroncina oder die Ave Maria.,"Unser Vater, oder Litania, oder die Ave Maria."
"Ancor la cameriera   dica: “Sire,","Die Kellnerin sagt wieder: ""Herr,","Wieder fragt der Diener: ""Herr,"
"A questa donna una roba bisogna,",Diese Frau braucht etwas.,Diese Frau braucht etwas.
Ma sì vi teme che no ’l v’osa dire.,"Aber er hat Angst, es dir nicht zu sagen.","aber er hat Angst, nicht den Mut zu haben, es zu offenbaren."
"Grande danno l’à già fatto vergognia,",Schade hat ihr bereits großen Schaden zugefügt.,Schade hat dir schon großen Schaden zugefügt.
Ma vo’ sì non ’l dovreste sofferire:,Aber du solltest nicht leiden:,Aber du solltest nicht leiden.
Nonn-à dove le carni sue ripognia”.,"Er kann seine Sünden nirgendwo verstecken.""","Es gibt keinen Ort, um seine Missetaten zu verbergen."
Ancor gli dica   un’altra de l’ostello:,Ein anderer aus der Herberge sagt:,Ein weiterer Hostel-Gast sagt.
“Se madonna volesse far follagio,Wenn die Dame ein Spiel spielen will,Wenn die Dame gerne spielen würde
"Con un belissim’uon di gran paragio,","mit einem schönen Mann von großem Wert,",Mit einem großartigen Mann von großem Wert.
"Il fatto suo sarebe ben e bello,","Seine Tatsache wäre schön und gut gemacht,",Seine Arbeit wäre großartig und tadellos.
E sì sarebe donna d’un castello;,"und sie wäre die Frau eines Schlosses,",und wäre die Dame eines Herrenhauses.
"Ma ’nverso voi à sì leal coragio,",Aber er hat einen so loyalen Mut zu dir.,Aber er hat eine so aufrichtige Kraft zu dir.
Ch’ella non prenderebe nul vantagio,Das würde keinen Nutzen daraus ziehen,die überhaupt nicht profitieren würden
Di che doman vo’ foste su’ ribello”.,"von dem, was du morgen sein Rivale sein würdest",von welchem Morgen Sie sein Antagonist sein würden
"Allor la donna, come ch’e’ le piaccia","Dann die Frau, wie sie es mag","Also, die Dame, wie würden Sie sie mögen?"
"Udir quelle parole, sì lor dica","Hören Sie diese Worte, sagen Sie ihnen","Hör dir diese Worte an, sag es ihnen."
E comandi che ciascuna si taccia;,"und gebietet, daß jeder still sei;","und befiehl, dass jeder die Klappe hält;"
"E puote dir: “Se Dio mi benedica,","Und er kann sagen: ""Wenn Gott mich segnet,","Und er kann sagen: ""Wenn Gott mich segnet,"
"Tropp’ò del su’, quand’i’ l’ò tra•lle braccia”;","Ich habe zu viel, wenn ich es in meinen Armen habe.""","Ich habe zu viel, als ich ihn umarmte und ihn an mir festhielt."
E faccia   gli sott’al mantel la fica.,Und mach die Muschi unter dem Mantel.,Und seine Fähigkeit unter seinem Mantel ist hartnäckig.
E se•lla donna punto s’avedesse,Und wenn die Frau plötzlich bemerkt,Wenn die Frau unerwartet realisierte
"Che quel dolente fosse ravisato,","Dass dieser Schmerz entführt worden war,","Dass der Traurige entführt worden war,"
"Ch’e’ troppo larga mente l’à donato,","Dass er ihr zu großzügig gab,",Er gewährte ihnen reichlich.
"E ch’e’ di sua follia si ripentesse,","und daß er seinen Wahnsinn bereute,",Und dass er seine Ungewissheit bereute.
Allora in presto domandar dovesse,Dann sollten Sie schnell fragen.,Dann sollten Sie schnell fragen.
E dir di renderglile a dì nomato;,"Und sag: ""Gewähre es ihm an einem bestimmten Tag.""","Und erkläre, daß du sie zu einer bestimmten Zeit zurückbringst."
Ma egli è ben in mia lezion vietato,Aber es ist in meiner Lektion verboten.,Allerdings ist es in meiner Lektion streng verboten.
Ched ella mai nessun non ne rendesse.,Möge sie nie etwas zurückgeben.,Möge sie nie etwas zurückgeben.
E quando un altro vien gli faccia segnio,Und wenn ihm ein anderes Zeichen gemacht wird,Wenn ein anderer angezeigt wird
"Ched ella sia crudelmente cruciata,","Möge sie grausam gequält werden,","Möge sie grausam betrübt sein,"
E dica che•lla roba sua sia ’n pegnio:,"Und sagen Sie, dass Ihre Sachen verpfändet sind:","Sie behaupten, Ihr Eigentum steht unter Garantie."
"“Molto mi duole, c’uon crede ch’i’ si’ agiata”.","Es tut mir so leid, dass mich jemand aufregt.","Ich bedauere zutiefst, dass jemand denkt, ich sei unruhig."
"E que’ procaccierà danari, o pegnio,","Und das bringt Geld oder Pfand,",Das wird Mittel oder Garantien geben.
Sì che la roba sua fie dispegniata.,Solange sein Zeug befreit ist.,Solange sein Eigentum frei ist.
"E se ’l Diavolo l’avesse fatto sagio,","Und wenn der Teufel es weise gemacht hätte,",Wenn der Teufel ihn weise gemacht hätte.
E che•lla donna vegia ch’à dottanza,"Und dass die Frau sehen sollte, dass es eine Ausbildung gibt","Lass die Frau sehen, dass es eine Ausbildung gibt."
"Di non volerle far questa prestanza,","Dass du ihr das nicht antun willst,","Ausdruck der Zurückhaltung, diese Tätigkeit durchzuführen."
Imantenente sì gli mandi un gaggio:,Schicken Sie ihm sofort ein Pfand:,Sofort schickst du ihm ein Geschenk.
"La roba, ch’ella avrà più d’avantaggio,","Das Zeug, das Ihnen mehr Vorteile bietet,","Das Objekt, das Ihnen größere Vorteile bietet."
E dica che•lla tenga in rimenbranza,"Und sagen, dass du es in Erinnerung behältst.","Sagen Sie, Sie behalten es als Andenken"
"De’ suo’ danari, e non faccia mostranza","Von seinem Geld, und nicht zeigen","Von seinen Geldern, und nicht zu spotten"
"Ched e’ le paia noia, né oltragio.","Dass du nervig für ihn aussiehst, keine Empörung.",Ob es unangenehm oder beleidigend ist.
"E poi atenderà alcuna festa,",Und dann wartet er auf eine Party.,Dann wartet er auf eine Feier.
"Pasqua, o Kalendi Magio,   o Pentecosta,","Ostern oder Mai Calendi, oder Pfingsten,","Ostern, oder Maitag, oder Pfingsten,"
"E sia intorno a•llui, sanza far resta,","Und sei um ihn herum, ohne irgendwelche Einschränkungen zu machen,","Umgeben Sie es, ohne Einschränkung."
Diciendo che giamai a la sua costa,Das nie auf seine Kosten zu sagen,"Bestätigen, dass nie auf seine Kosten"
"Non dormirà, se que’ no glele presta","Er schläft nicht, wenn er sich das nicht ausleiht.","Er wird sich nicht ausruhen, wenn er es nicht tut."
La roba: in questa guisa sì glel’osta.,Das Zeug: So behindert es sie.,Die Sache: Auf diese Weise verhindert sie es.
E s’alcun altro nonn-à che donare,Und wenn niemand sonst etwas zu spenden hat,Wenn niemand sonst etwas zu bieten hat
"Ma vorràssi passar   per saramenta,",Aber er wird einen Eid ablegen wollen.,Aber er wird für ein Versprechen vorbeikommen wollen.
"E dirà che•lla ’ndoman più di trenta,","Und er wird sagen, daß er ihm morgen mehr als dreißig geben wird,","Er wird sagen, dass er ihm morgen mehr als dreißig zur Verfügung stellen wird."
"O livre, o soldi, le dovrà recare,","Oder Pfund oder Geld, das er tragen muss,","Oder Pfund oder Geld, das er tragen muss,"
"Le saramenta   lor non dé pregiare,","Die Eide dürfen nicht einschätzen,",Die Eide dürfen nicht gewichtet werden.
Chéd e’ non n’è nesun che non ti menta;,"Denn es gibt niemanden, der nicht lügt;","Weil es niemanden gibt, der nicht lügt."
"E dicie l’un a l’altro: “La giomenta,","Und sie sagen zueinander: ""Die Freude","Und sie rufen einander zu: ""Glücklich"
"Che•ttu ti sai, mi credette ingannare;","Das weißt du, ich glaubte, zu täuschen.","Das weißt du, ich habe versucht zu betrügen."
"Ingannar   mi credette, i’ l’ò ’ngannata”.","Ich glaubte an Täuschung, ich betrog sie.""","Ich habe mich selbst verblendet, ich habe sie verdummt."
Perché già femina non dee servire,Warum sollte eine Frau nicht dienen?,Weil eine Frau nicht gehorchen sollte.
Insin che’ella non è prima pagata:,Bis du zuerst bezahlt bist:,Bis Sie im Voraus entschädigt werden.
"Ché, quando à fatto, e’ si pensa fugire,","Denn wenn er fertig ist, denkst du darüber nach, wegzulaufen,","Denn wenn er fertig ist, denkt er darüber nach, davonzukommen."
Ed ella si riman ivi scornata.,Und sie bleibt verspottet.,Und sie bleibt dort lachend.
Per molte volte fui a quel martire.,Ich war schon viele Male in diesem Martyrium.,Viele Male war ich an dieser Folter beteiligt.
"Sì dé la donna, s’ell’è ben sentita,","Ja, die Frau, wenn sie es richtig verstanden hat,","Bestätigt, das Weibchen, wenn sie richtig verstanden hat."
"Quando riciever dovrà quell’amante,","wenn er diesen Geliebten empfangen muss,",Wenn er diesen Liebhaber willkommen heißen muss.
"Mostralli di paura gran senbiante,","werden große Besorgnis zeigen,","Er wird beweisen, dass er sich Sorgen macht."
"E ch’ella dotta troppo eser udita,","und daß sie zu sachkundig ist, um getäuscht zu werden,","Und dass sie zu schlau ist, um getäuscht zu werden."
E che si mette a rischio de la vita.,und dass er sein Leben in Gefahr bringt.,und dass er sich der Gefahr seiner Existenz aussetzt.
"Allor dé esser tutta tremolante,",Dann wird alles flimmern.,Dann wird alles wackelig.
"Dir ch’ivi non puot’eser dimorante,","Er wird sagen, dass er dort nicht mehr leben kann,","Er wird behaupten, dass er dort nicht mehr leben kann."
"Poi stea, che•llor gioia sia conpita.","dann wird es sein, dass dann die Freude vollständig sein wird.","dann sei, so daß dann das Glück völlig sein kann."
Ancor convien ched ella si’ acorta,"Sie ist immer noch besser daran, es zu bemerken.",Sie sollten sich dessen immer noch bewusst sein.
"Di far, ch’e’ v’entri per qualche spiraglio,","um ihn durch ein paar Öffnungen einzutreten,","erleichtern, dass er für jeden Steckplatz dringt."
Ben potess’egli entrarvi per la porta:,Wenn er durch die Tür reingehen könnte:,"wenn es möglich war, durch die Tür einzutreten"
"Ché tutte cose, c’uom à con travaglio,","Für alle Dinge, wie Arbeit,","Weil alle Dinge, wie ein Kampf,"
"Par c’uon le pregi più, e le diporta.","Sie schätzen einander mehr, und sie verachten einander weniger.","Sie preisen einander mehr, und sie geben einander weniger die Schuld."
"Quel, che non costa, l’uon non pregia un aglio.","Was nicht kostet, wird nicht geschätzt.","Was nicht frei ist, wird der Mensch nicht erkannt."
"E quand’ella serà rasicurata,","Und wenn man beruhigt ist,","Wenn sie sich ruhig fühlt,"
"Tantosto sì gli dé corere indosso,",Er wird sich sofort auf ihn werfen.,Er wird ihn sofort angreifen.
"E dir: “Lassa tapina, be•mi posso","Und er wird sagen: ""Vergiss es, ich kann es.","Und er wird sagen, Verlassen, ich kann."
"Chiamar dolend’, e sì son arivata,","Mich unglücklich nennen, und ich bin hier,","Nennen Sie mich Unglück, und ich bin hier."
"Ched i’ sì amo, e sì non son amata!",weil ich so sehr liebe und nicht geliebt werde!,Weil ich eine solche Zuneigung habe und nicht erwidert werde!
"Molt’ò lo ’ntendimento rud’, e grosso,","Ich meine unhöflich und groß,","Extrem, ich halte es für abrupt und massiv."
Quando il me’ core s’è sì forte ismosso,als mein Herz sich so stark bewegte,Als mein Herz so tief bewegt war.
D’esser di voi così inamorata”.,in dich verliebt zu sein.,Sei so lieb von dir.
"E po’ sì gli rimuova quistione,","Und dann wird er jeden Zweifel beseitigen,",Also wird er all die Ungewissheit wegnehmen.
"E dica: “La lontana dimoranza,","Und er wird sagen: ""Die lange Abwesenheit,","Er wird sagen: ""Die endlose Trennung."""
"C’avete fatta, nonn-è san’ cagione.",Das ist kein guter Grund.,Das ist keine legitime Ausrede.
"Ben so che voi avete un’altr’amanza,","Ich weiß, dass du einen anderen Liebhaber hast.","Ich weiß, dass du eine andere Beziehung hast."
"La qual tenete in camera, o ’n pregione”.","die du in deinem Zimmer oder im Gefängnis bewahrst.""",die du im Zimmer oder im Gefängnis bewahrst.
Sì mosterà d’averne gran pesanza.,Es wird sich als sehr wichtig erweisen.,Es wird große Bedeutung zeigen.
"Quando ’l cattivo, ch’è, •ssarà ’nchacato,","Wenn der Bösewicht, der angekettet wird,","wenn die Gottlosen, die mit Ketten gebunden werden,"
"La chui pensea non serà veracie,","Er wird glauben, dass seine Gedanken nicht wahr sind,","Er denkt, seine Gedanken sind nicht real."
Si crederà che ’l fatto su’ ti piacie,"Er wird denken, dass dir die Tatsache gefällt.","Stellen Sie sich vor, Sie sind mit der Tatsache zufrieden."
"Tanto, c’ogni’altro n’ài abandonato,","So viel, dass du alle anderen verlassen hast,","So sehr, dass du alle anderen zurückgelassen hast."
"E che ’l tu’ cuor gli s’è tretutto dato,","Und daß dein Herz völlig gegeben werde,","Möge dein Geist völlig gespendet werden,"
"Né non si guarderà de la fallacie,",Eine Lüge wird auch nicht betrachtet.,Du wirst die Täuschung nicht dulden.
"In che la volpe si riposa, e giacie,",in dem der Fuchs ruht und liegt,Wo der Fuchs sich entspannt und sich hinlegt
Insin ch’e’ non serà ben corredato.,Bis du gut informiert bist.,Bis er gut ausgebildet ist.
"Ché molt’è folle que’, che cred’avere","Viele sind verrückt, die denken, sie haben","Viele sind verrückt, die denken, sie haben"
"Nessuna femina, che•ssia sua propia,","Keine Frau, die sein Eigentum ist,","Keine Frau, die sein persönliches Eigentum ist."
"Per don, ched e’ faciesse, di su’ avere.","Für das, was er mit ihm gemacht hat.","Für das, was er für ihn tat."
"Que’ che•lla vuol, la chegia ’nn-Atiopia,","Wer es will, findet es in Äthiopien,","Wer es will, entdeckt es in Äthiopien."
"Ché qua no•lla pott’io ancor vedere,",Weil ich sie hier noch nicht sehen kann.,Weil ich sie hier noch nicht betrachten kann.
"E, s’ella ci è, si porta l’aritropia.","Und wenn ja, bringt es die Arrhythmie.","Wenn ja, bringen Sie den Rhythmus mit."
"S’a l’altra parte elle son franche nate,","Wenn sie auf der anderen Seite frei geboren wurden,","Wenn sie auf der anderen Seite frei hervorkamen,"
"La Legie sì•lle trâ di lor francheza,","Das Gesetz beraubt sie ihrer Freiheit,",Das Gesetz nimmt ihnen ihre Freiheit.
Dove Natura per sua nobileza,Wo die Natur für ihren Adel,Wo die Natur für ihre Majestät
"Le mise, quando prima fur criate.","Er setzte sie ein, als sie erschaffen wurden.","Er setzte sie ein, als sie erzeugt wurden."
"Or l’à la Legie sì condizionate,",Nun hat das Gesetz sie konditioniert,Nun hat das Gesetz sie begrenzt
