Original,Translate,Translate_GPT_1
"Come costor m’andavar tormentando,",Terwijl zij mij kwellen.,"Toen zij mij kwellen,"
"E l’oste al Die d’Amor si fu sentita,",De heerschappij van God van Liefde werd gehoord,De aanroeping van God van Liefde werd gehoord.
E’ sì cogniobor ch’i’ avea infralita,En dus wisten ze dat ik gebroken had.,Dus ze ontdekten dat ik had geschonden
La bocie: inmantenente miser bando,De eed: onmiddellijk bevolen,De eed werd gezworen.
Che ciascun si vada apparechiando,Laat iedereen gaan en bereid je voor.,Laat iedereen zich klaarmaken.
"A me socorere a canpar la vita,","Helpen mijn leven te kopen,",Mij redden om het bestaan te verwerven.
"Ch’ella sarebe in poco d’or fallita,",Dat ze in korte tijd verloren zou zijn.,Dat ze in een mum van tijd verloren zou zijn.
Sed e’ no•mi veniser confortando.,Als ik niet gerustgesteld was geweest.,Als ik geen opluchting had gekregen.
"Quando   i portir’ sentiron quel baratto,",Toen de bewakers ruilhandel hoorden.,Toen de bewakers een ruil hoorden.
Inmantenente tra lor si giuraro,Onmiddellijk zwoeren ze elkaar.,Instinctief beloofden ze elkaar
"Di non renderla a forza, né a patto;","Niet om het terug te geven met geweld, noch door het verbond;","Neem het niet terug met geweld, of met de deal."
E que’ di fuor ancor sì si legaro,En zij bonden zich ook aan de buitenkant.,De buitenstaanders voegden zich ook bij hen.
"Di non partirsi, s’e’ non fosse fatto,","Niet om te scheiden als het niet gedaan was,",Ga niet weg als het niet nodig is.
E di questo tra•llor si fidanzaro.,En ze verloofden zich met elkaar.,En hiervan verklaarden zij zich verloofd.
Francheza si venne primiera mente,Franchezza kwam op de eerste plaats met vastberadenheid,Discipline kwam eerst met stevigheid.
"Contra lo Schifo, ch’è molto oltragioso,","Tegen het uitschot, dat zeer schandalig is,","Tegen het verschrikkelijke, wat extreem beledigend is."
"E per senbianti fiero e coragioso,","En om er trots en dapper uit te zien,",Om er trots en onbevreesd uit te zien.
Ma quella venne molto humile mente.,Maar dat kwam erg nederig.,Maar ze toonde zich met grote nederigheid.
"Lo Schifo sì ponea tropo ben mente,",De walgelijke was te goed.,De afkeer gedroeg zich te vriendelijk.
"Ché ’n ben guardar era molto invioso,","Omdat hij erg jaloers was om er goed uit te zien,",Hij was erg jaloers om zorgvuldig te observeren.
Che quella non potesse di nascoso,Dat ze niet kon binnensluipen.,Dat ze niet in het geheim kon
Entrar dentr’a la porta con sua giente.,Ga naar binnen met z'n mensen.,Blijf op de drempel met zijn stam.
"Francheza mise mano ad una lancia,","Franceza legde de handen op haar speer,",Frans heeft haar speer gevangen.
"Sì s’aperse per dare a quel cagnione,","En hij opende zich om aan die hond te geven,","Hij opende wijd om die hond te geven,"
E crudel mente   contra lui la lancia.,En hij werpt het op een wrede manier naar hem.,en gooit het brutaal naar hem.
"Lo Schifo si avea in mano un gran bastone,",De troep had een grote stok in zijn hand.,De troep hield een grote stok vast.
"E co•lo scudo il colpo sì•llo schiancia,",En met het schild ging het schot weg.,En met het schild ging het schot weg.
"E fiede a•llei, e falla gir boccone.","En hij deed haar pijn, waardoor ze bijt.","Ze werd geraakt, draaide het als een top."
"La lancia a pezi a pezi à dispezata,",De speer werd stuk voor stuk vernietigd.,De speer werd gefragmenteerd door fragmenten.
"E’ po’ avisa un colpo ismisurato,",Maar toen was er een enorme klap.,Plotseling kwam er een verschrikkelijke klap.
Sì che tutto lo scudo à squartellato:,En het hele schild werd uit elkaar gerukt:,Het hele schild was verscheurd.
"Francheza si è in terra rovesciata,",Francheza is ondersteboven.,"Franchezza is ondersteboven, ondersteboven."
"E que’ de’ colpi fa gran dimenata,","En die over de wonden maakte een groot geluid,",En die over de verwondingen maakte een groot geluid.
"E la bella «Merzé!» gli à domandato,","En de prachtige Merze! vroeg hem,","En de prachtige Merze! ondervroeg hem,"
Sì ch’a Pietà ne prese gran peccato:,"Zolang Pietà er een grote zonde van nam,",Totdat Pietà een grote schuld op zich nam.
Verso il villan sì•ss’è adirizata,In de richting van de Villan woedde,Voor de boze werd ze boos.
"E con uno spuntone lo gì pungiendo,",En met een spike stak hij hem.,En met een tip doorboorde hij hem.
"E di lagrime tuttora il bagniava,","En nog steeds weende van tranen,",Hij huilde en huilde nog.
"Sì che ’l villan si venia rendendo,",Zolang de schurk maar lachte.,Zolang de slechten maar kwamen giechelen.
C’aviso gl’iera ched egli afogava.,Sinds hij dacht dat hij verdronk.,Sinds hij bang was om te verdrinken.
"Allor Vergognia vi venne corendo,",Toen kwam Shame aanrennen.,Toen kwam Shame aanrennen.
Perché lo Schifo «Socorso!» gridava.,Omdat de Dwaas om hulp schreeuwde!,Omdat de Dirty Screaming Rescue!
"Vergognia si venne contra Pietade,","Schaamte was tegen Genade,",Berouw heeft Mededogen opgelopen.
E molto forte mente la minaccia;,En hij bedreigde haar met grote kracht.,En hij bedreigde haar met grote kracht.
"E quella, che dottava sua minaccia,","En jij, die wist hoe te reageren op bedreigingen,","Zij, die expert was in het reageren op intimidatie."
"Sì s’aparechia a mostrar  sua bontade,","Hij bereidde zich voor om zijn goedheid te tonen,",Hij bereidde zich voor om zijn vriendelijkheid te tonen.
Ché ben conoscie sua diversitade.,Want hij was zich terdege bewust van diversiteit,Omdat hij goed op de hoogte was van de variëteit
"Vergognia a una spada la man caccia,",Jammer dat hij het zwaard met één hand vastpakte.,Wroeging greep het zwaard met één hand.
Sì disse: «I’ vo’ ben che ciaschedun saccia,"En hij zei, ""Ik wil dat iedereen weet","""En hij verklaarde, ""Ik wou dat iedereen het wist."""
Ched i’ te pagherò di tue derate!».,"Dat ik je zal betalen voor je fout.""",Dat ik je zal compenseren voor je fout.
"Allora alza la spada a•llei fedire,",Toen hief hij zijn zwaard op om haar te slaan.,Toen hief hij het mes om haar aan te vallen.
"Ma Diletto si venne a•llei atare,","Maar Beloved kwam tussenbeide om haar te beschermen,",Maar geliefde geïntercedeerd om haar te redden.
"E di suo scudo la sepe coprire,",En met zijn schild bedekte hij het.,En met zijn harnas verdedigde hij haar.
E poi si torna per lei vendicare.,En toen kwam hij terug voor wraak op haar.,Dus kwam hij terug om haar terug te winnen.
Ma Vergognia sapea sì lo schermire,Maar Shame kon zichzelf verdedigen.,Maar Shame was goed voorbereid.
Che que’ no•lla potea magagniare.,Dus hij kon haar niets aandoen.,Dus hij kon haar niets aandoen.
"Vergognia mise allor man a la spada,",Schaam je en leg zijn hand tegen het zwaard.,"Vernedering greep het mes,"
E sì se ne vien dritta ver’ Diletto.,En hij ging recht op Geliefde af.,En hij ging recht naar het plezier.
"Inmantenente lo scudo ebe al petto,","Onmiddellijk had het schild op zijn borst,",Onmiddellijk rustte het schild op de borst.
"E disse: «Come vuole andar, sì vada,","En hij zei: ""Ga zoals het moet gaan,","En hij zei: ""Voortgezet zoals je moet,"
"Chéd i’ te pur farò votar la strada,","Maar Ik zal hem berouw tonen van zijn weg,",Maar ik zorg dat hij spijt krijgt van zijn keuze.
O tu farai di piana terra letto!».,"Of ik leg je op de grond.""",Ik ga je op de grond leggen.
"Allor lo fie’ co•molto gran dispetto,",Toen sloeg hij hem met grote woede.,Toen sloeg hij hem met grote woede.
"Come colei, c’a uciderlo bada:",Zoals degene die hem wilde vermoorden:,Zoals degene die hem wilde elimineren.
"Sì che l’uccide giù tutto stenduto,","Hij vermoordde hem daar liggend,",Hij elimineerde hem daar liggend.
E sì li avrebe fesso insino a’ denti.,En hij had hem pijn kunnen doen tot aan zijn tanden.,Hij had hem tot op het bot kunnen verwonden.
"Ma quando Ben-Cielar l’ebe veduto,","Maar toen Ben-Cielar hem zag,","Toen Ben-Cielar het zag,"
"Perciò ch’egli eran distretti parenti,","Omdat ze hechte familieleden waren,","Omdat ze bloeddorstig waren,"
Inmantenente sì gli fecie aiuto.,Onmiddellijk gaf hij hem hulp.,Hij bood hem onmiddellijk hulp aan.
Vergognia disse: «I’ vi farò dolenti!».,"Jammer dat hij zei: ""Ik zal je laten lijden!""","Jammer dat hij zei: ""Ik zal je kwelling brengen."""
"Molt’era buon guerrier, quel Buon-Cielare,","Hij was een zeer goede krijger, de Goede Hemel,","Hij was een dappere vechter, de Generous-Heavenly."
"Alzò la spada, e sì fiede Vergognia:","En hij hief zijn zwaard op, en sloeg den Schaamte.",Hij tilde het mes op en sloeg een klap op Oneerlijkheid.
"Sì gran colpo, ched ella tutta ingrogna,",De klap was zo sterk dat ze helemaal vastzat.,De klap was zo krachtig dat ze fronste.
E poco ne fallì d’a•tterra andare.,En hij sloeg haar bijna neer.,Ze stortte hem bijna op de grond.
"E’ poi la cominciò a predicare,","Toen begon hij te prediken,",Hij begon te verkondigen.
E disse: «Tu non temi aver vergogna,"En hij zei: ""Jullie vrezen niet beschaamd te worden.","En hij zei: ""Jullie zijn niet bang om beschaamd te worden,"
"Di me, chéd e’ nonn-à, di qui a Bolognia,","van mij, want er is niet, van hier tot Bologna,","van mij, want er is niet, van hier tot Bologna,"
"Nessun, c’un fatto saccia me’ cielare","Niemand die weet van mijn hemel,",Niemand die van mijn project weet.
"Che saprò io, e perciò porto i’ ’l nome».","Wat ik zal weten, en daarom draag ik de naam","Dat weet ik, en dus noem ik mezelf wijs."
Vergogna   sì non sepe allor che dire.,De Schaamte wist niet wat te zeggen.,De Schaamte wist niet wat uit te drukken.
"Paura lo sgridò: «Cugina, come","De angst berispte haar: ""Cugina, kom",De bange berispte haar:
À’ tu perduto tutto tuo ardire?,Heb je al je moed verloren?,Ben je al je moed kwijt?
"Or vegh’i’ ben che vita tropp’ò durome,",Nu zie ik dat het leven te moeilijk is.,Nu zie ik dat het leven te moeilijk is.
Quando tu ài paura di morire».,"Als je bang bent om te sterven.""",Als je bang bent om te sterven.
"A la sua spada mise man Paura,","Angst legde de handen op zijn zwaard,",Angst nam het mes in beslag.
"Per soccorer Vergogna, sua vicina.","Om de Schaamte te helpen, zijn buurman.","Om het ongeluk te verlichten, je metgezel."
"A Ben-Cielar diè per sì grande aina,",Ben Cielar heeft zo'n grote wond.,Ben Cielar heeft zo'n ernstige verwonding opgelopen.
Ched e’ fu de la vita inn-aventura.,Dat was het einde van zijn leven.,Dat betekende het einde van zijn bestaan.
Contra lei battaglia poco dura:,Beetje hard De strijd tegen haar:,Het gevecht tegen haar is kort.
Ardimento s’occorse a la miccina,"De Moed redde de kleine,",De waarde hielp de jonge vrouw.
"Con una spada molto chiara e fina,","Met een zeer helder en fijn zwaard,",Met een helder en dun mes.
E sì•lle fecie molto gran paura.,En ze was erg bang.,En het veroorzaakte haar grote angst.
"Ma tuttavia Paura   si conforta,",Maar toch werd de angst verkwikt.,"Echter, de angst verdween."
"E prese cuore in far sua difensione,","En hij nam de moed om zichzelf te verdedigen,",Hij nam angstloosheid om zichzelf te beschermen.
E disse c’ameria me’ d’esser morta,En ze zei dat ze liever dood was.,Ze zei dat het beter was als ze was gestorven.
C’Ardimento le tolga sua ragione.,Liever dan je verstand te verliezen.,In plaats van iemands helderheid te verdrijven.
"Allora in testa gli diè tal iscorta,",Toen sloeg hij zo hard.,"Toen gaf hij een krachtige, krachtige klap."
Ched ella ’l mise giù in terra boccone.,Dat zorgde ervoor dat ze op de grond viel als een pacion.,Dat zorgde ervoor dat ze op de grond viel als een mis.
Quando Sicurtà vide c’Ardimento,Toen de beveiliging die moed zag...,Toen Surveillance merkte dat Audacia
"Contra Paura avea tutto perduto,",Tegen Angst was hij alles kwijtgeraakt.,Tegen trepidatie had hij alles verloren.
"Sì corse là per dargli il su’ aiuto,","Hij haastte zich om hem te helpen,","Hij haastte zich om hem zijn steun te geven,"
E cominciò il su’ torniamento.,En zijn bekering begon.,Hij begon zijn transformatie.
Ma contra lei non ebe duramento.,Maar hij verzette zich niet tegen haar.,Maar hij verzette zich niet tegen haar.
"Paura quello stormo ebe vincuto,","Angst had die overdracht gewonnen,",Terreur triomfeerde over die vogel.
"E anche un altro, s’e’ vi fosse essuto,",En nog een als er geweest was...,Zelfs als er iemand anders was.
Ma Sicurtà si ebe acorgimento:,Maar de beveiliging besefte:,Maar de beveiliging werd zich ervan bewust.
Ispada e scudo gittò tosto in terra,Hij gooide zwaard en schild op de grond.,Hij gooide zwaard en schild op de grond.
"E mantenente, con anbo le mani,","En hij bewaarde met beide handen,",Hij voerde een handdruk uit met zijn beide handen.
A le tenpie a Paura sì s’aferra.,Hij pakte de tempels van Angst.,Hij pakte de wangen van het leren.
"E gli altri, ch’eran tutti lassi e vani,","En de anderen, die allen zwak en nutteloos waren,","De anderen, die allemaal slank en onbeduidend waren."
Ciascun si levò suso e sì s’aferra,Iedereen stond op en pakte hem.,Iedereen stond op en nam het over.
"A quella zuffa, com’e’ fosser cani.","Op dat gevecht, alsof het honden waren.","Bij dat gevecht, net als wolven."
"Molto durò tra•llor quella battaglia,",Die strijd duurde lang.,Die strijd duurde voort.
Che ciascun roba e carni vi si straccia.,Dat iedereen kleren en vlees heeft gejat.,Dat iedereen kleding en vlees aan het rafelen was.
L’un l’altro abatte per forza di braccia.,Een van hen sneed de andere met wapenkracht.,De ene overweldigde de andere met spierkracht.
"Non fu veduta mai tal trapresaglia,","Nooit eerder werd zo'n woestheid gezien,",Zo'n wreedheid werd nooit waargenomen.
Ché que’ d’entro facien troppo gran taglia,Want die daarbinnen waren te groot.,Omdat de binnenkant te talrijk was.
Di que’ di fuor. Amor allor procaccia,Die daar buiten zijn.,De externe... en dan de Affetto Ricerca.
Che tra lor una trieva sì si faccia,Moge er vrede tussen hen komen.,Dat er een bemiddeling tussen hen tot stand komt
"Di venti dì, o di più, che me’ vaglia;","Twintig dagen lang, of langer, dat het mij behaagt;","Twintig dagen, of langer, die mij interesseren;"
"Ch’e’ vede ben che mai quella forteza,",Waarom zie je die kracht goed?,Omdat hij die macht duidelijk erkent.
"Se•lla madre non v’è, non prenderebe.","Als de moeder er niet is, zou ze het niet nemen.","Als de stamvader niet aanwezig is, zal het"
Allor la manda a chieder per Francheza.,Stuur haar dan om Francheza te vragen.,Dan stuurt hij haar om naar Schiettà te vragen.
Contra colei sa ben non si terebe:,"Tegen haar, je weet dat ze zich niet zou verzetten.",Het zou hulpeloos tegen haar zijn.
"Ché, s’ella il su’ brandon ver’ lor adreza,","Want als je je zwaard op hen richt,","Omdat, als ze haar zwaard naar hen toe brandt,"
Imantenente tutti gli arderebe.,Hij zou ze meteen allemaal verbranden.,Instinctief zou het ze allemaal in brand steken.
"Francheza sì s’è de l’oste partita,",Francheza ontsnapte uit het hostel,Franchezza is weg van de herberg.
E Amor sì•ll’à ben incaricato,en de liefde heeft haar toevertrouwd,Liefde heeft je de taak toevertrouwd.
"Ch’e’•lli dica, a la madre, ogne su’ stato:","Dat je tegen je moeder zegt, elke staat van je:","dat ze bevestigt, aan de ouder, al haar gevoelens."
"Com’egli è a gran rischio de la vita,",hoe hij in groot gevaar is voor het leven,omdat hij in ernstig gevaar is voor de dood
E che sua forza è molto infiebolita;,En zijn kracht is sterk verzwakt.,En de macht ervan is sterk verminderd.
Ch’ella faccia che per lei si’ aiutato.,Dat je ervoor zorgt dat je geholpen wordt.,dat je ervoor zorgt dat je geassisteerd wordt.
"Allor Francheza sì à cavalcato,",Toen reed Francheza te paard.,Toen reed Francheza op een paard.
"E dritto a Ciecierono sì se n’è ita,",En hij ging recht naar den hemel.,Ze ging direct naar de hemel.
Credendo che vi fosse ca’ diessa.,"Geloven dat er een godin's huis was,","Geloofden dat er een verblijfplaats van de goddelijkheid was,"
"Ma el’era ita   in boscho per cacciare,",Maar zij was in het bos gegaan om te jagen.,Maar ze ging naar het bos om te jagen.
Sì che Francheza n’andò dritt’a essa.,Dus Francheza ging direct naar haar toe.,Dus Francheza ging direct naar haar toe.
"Sott’una quercia la trovò ombreare,",Hij vond het onder een eikenboom om te rusten.,Ze ontdekte het onder een eikenboom om te ontspannen.
"Quella sì tosto in ginochie s’è messa,",Die op haar knieën ging meteen op haar knieën zitten.,Dat boog meteen.
E dolzemente l’ebe a salutare:,En hij begroette haar vriendelijk:,Hij begroette haar vriendelijk.
"«Molte salute, madonna, v’aporto","Mijn Vrouwe, ik breng u vele groeten.","Mijn vorst, ik stuur u mijn hartelijke groeten."
Dal vostro figluolo; e’ priegavi per Dio,"van uw zoon, en bid tot u voor God,","Van uw zoon, en smeek om God."
"Che ’l socoriate, od egli è in punto rio,","Dat jij hem helpt, of dat hij in een moeilijke tijd zit.","Dat je hem helpt, of hij zit in een complexe situatie."
Ché Gielosia   gli fa troppo gran torto;,Omdat Jaloezie hem te veel onrecht aandoet.,Omdat jaloezie hem een groot onrecht maakt.
Ch’e’ nonn-à guar ched e’ fu quasi morto,Hij is niet meer genezen sinds hij bijna werd gedood.,Hij is niet hersteld sinds hij bijna werd vermoord.
"In una battaglia, nella qual fu’ io.","In een gevecht, waar ik daar was.","in een geschil, waar ik aanwezig was."
"Ancor si par ben nel visagio mio,",Je ziet het nog steeds heel goed op mijn gezicht.,"Je ziet het duidelijk op mijn gezicht,"
Che molto mi vi fu strett’ed atorto».,dat ik erg smal en mishandeld was.,dat ik erg bedroefd en mishandeld was.
"Allor Venusso fu molto crucciata,",Toen was Venus erg boos.,Toen was Venus erg boos.
E disse ben che•lla forteza fia,En hij zei dat kracht zal zijn,En hij verklaarde dat de macht met hem zou zijn.
Molto tosto per lei tutta ’nbraciata;,Zeer binnenkort voor haar allen omhelsd;,"Binnenkort, voor haar, helemaal ingepakt."
"Ed, a malgrado ancor di Gielosia,","En, ondanks nog steeds Jaloezie,","Ondanks, jaloezie."
Ella serà per terra rovesciata:,Ze zal verslagen worden op aarde.,Ze zal overstuur op de grond liggen.
"«No•lle varrà già guardia, che vi sia!».",Het is al niet de moeite waard om naar te kijken!,Het is de moeite waard om te onderzoeken wat het is!
Venusso sì montò sus’un ronzino,Venus gemonteerd op een paard,Venus klom op een paard
"Corsiere,   ch’era buon da cacciagione,","Destroyer, die goed was voor de jacht,","Jagen paard, dat was uitstekend"
E con sua giente n’andò a Cicierone:,En met zijn volk ging hij naar Cicero:,En met zijn volk ging hij naar Cicero:
Sì comanda che sia prest’al matino,Hij beval dat hij morgenochtend klaar zou zijn.,Hij beval dat hij klaar zou zijn bij zonsopgang.
"Il carro suo, ch’era d’oro fino.","Zijn wagen, die van fijn goud was","Zijn wagen, die van kostbaar goud was."
"Imantenente fu messo i•limone,","Onmiddellijk werd de helm op,",Onmiddellijk werd de helm gedragen.
E presto tutto sì ben per ragione,En alles werd efficiënt voorbereid.,Alles was op een productieve manier georganiseerd.
"Che, quando vuol, puote entrar in camino.","Zodat, wanneer je maar wilt, je in de wagen kunt stappen.","Op zo'n manier dat je, indien gewenst, op het voertuig kunt stappen."
"Ma non volle caval per limoniere,","Maar hij wilde niet als een helm rijden,",Maar hij wilde niet doorgaan als een ridder.
"Né per tirare  il caro, anzi fe’ trarre","En hij trok den wagen niet, en hij trok den wagen niet.","Noch trok hij de wagen, noch trok hij hem eruit."
Cinque colonbi d’un su’ colonbiere;,Vijf duiven uit zijn duivenhuis;,Vijf duiven uit zijn volière.
A corde di fil d’oro gli fe’ legare.,Hij had ze vastgebonden met touwtjes van gouddraad.,Hij had ze vastgebonden met gouden bandjes.
"Non bisogniava avervi carettiere,",Je had geen cartman hoeven te hebben.,Je had geen cartman hoeven huren.
Ché•lla dea gli sapea ben guidare.,Want de godin wist hen goed te leiden.,Want de godin was expert in het leiden van hen.
Di gran vantagio fu ’l carro prestato.,De geleende wagen was van groot voordeel.,Het verleende voertuig was van groot voordeel.
"Venusso ben matin v’è su salita,",Venus stond vroeg in de ochtend op.,Venus is vroeg opgestaan.
E sì sacciate che’ell’era guernita,En weet dat ze gewapend was.,Weet dat ze gewapend was.
"E d’arco, e di brandon ben inpennato,","van boog en vlag die zwaait,","Van boog en spandoek goed garrito,"
E seco porta fuoco tenperato.,En hij droeg gematigd vuur met hem.,Het was uitgerust met een gematigde vlam.
"Così da Ciceron sì s’è partita,","Dus Cicero vertrok,","Dus, van Cicero begon het."
E dritta all’oste del figluol n’è ita,En hij ging rechtstreeks naar de gastheer van zijn zoon.,En hij ging rechtstreeks naar de taverne van zijn zoon.
"Con suo’ colonbi, che ’l car’àn tirato.","Met zijn duiven, die de wagen trok.","Met zijn duiven, die aan het voertuig trokken."
Lo Dio d’Amor si avea rotte le trieve,De God van Liefde had de ketenen gebroken.,De Goddelijke Slice had de truien gebroken.
"Prima che Veno vi fosse arivata,","Voordat Venus arriveerde,","Voordat Venus kwam,"
Ché troppo gli parea l’atender grieve.,Want wachten leek hem te pijnlijk.,Omdat slepen te pijnlijk leek voor hem.
"Venùs dritta a lui sì se n’è andata,",Venus ging direct naar hem toe.,Venus kwam recht op hem af.
"Sì disse: «Figluol, non dottar, ché ’n brieve","En Hij zeide: Zoon, vrees niet; want in het kort","Hij zei, ""Zoon, wees niet bang, want in het kort"
Questa forteza no’ avremo aterata.,Deze kracht zal niet worden gewijzigd,Deze macht zal niet worden veranderd.
"Figluol mi’, tu farai un saramento,","Mijn zoon, je zult een eed afleggen,","Mijn zoon, gij zult beloven, mijn zoon, dat gij een belofte zult doen;"
"E io d’altra parte sì ’l faròe,",En ik zal ook aan de andere kant staan.,"Ik doe het wel, aan de andere kant."
Che castitate i’ ma’ non lascieròe,Welke kuisheid laat ik niet in de steek,Welke zuiverheid laat ik niet in de steek
"In femina, che agia intendimento,","In een vrouw die van plan is,","Een vrouw met opzet,"
"Né•ttu in uon, che•tti si’ a piacimento.",Of jij in iemand die je leuk vindt.,Jij ook niet in iemand die je bevalt.
Ed i’ te dico ben ch’i’ lavorròe,"En ik zeg je, ik ga werken.",Ik beloof je dat ik zal werken.
"Col mi’ brandone, sì gli scalderòe,",Met mijn zwaard zou ik het opwarmen.,Met mijn zwaard zou ik het opwarmen.
Che ciaschedun verrà a comandamento».,Dat iedereen tot mijn bevel komt.,Dat iedereen mijn bevel zal opvolgen.
"Per far le saramenta si aportaro,",Om de eed af te leggen die ze meebrachten.,Om de eed af te leggen gingen ze
En luogo di relique e di,In plaats van relikwieën en,HerinneringenHerinneringen
"Brandoni, e archi, e saette; sì giuraro","En zwaarden, en bogen, en pijlen; en zij zwoeren.","Zij grepen, bogen en darten en zij beloofden het."
"Di suso, e diser c’altrettanto vale.",Daarboven zeiden ze dat het zoveel waard was.,Daarboven zeiden ze dat het hetzelfde waard was.
"Color de l’oste ancor vi s’acordaro,",En degenen van de gastheren waren het erover eens.,Die van de gastheren waren het er ook over eens.
Ché ciaschedun sapea le.,Omdat iedereen het wist.,Voor iedereen was het op de hoogte.
"Venùs, che d’assalire era presta,","Venus, die klaar was om aan te vallen,","Venus, klaar om te springen,"
"Sì comanda a ciascun ched e’ s’arenda,","Beveel ieder zich over te geven,",Beveel iedereen om toe te geven.
"O che la mercié ciascheduno atenda,","Of om op genade te wachten,",Wacht op clementie.
"Ch’ell’à la guarda lor tratutta presta,","Omdat hij hun bewaker klaar heeft,",Omdat ze hun waakzaamheid klaar hebben.
"E sì lor à giurato, per sua testa,","En bij zijn hoofd gezworen,",Hij beloofde zijn leven te riskeren.
"Ched e’ non sia nessun, che si difenda,","Dat er niemand zal zijn om zich te verdedigen,",Dat er niemand zal zijn om zichzelf te beschermen.
Ch’ella de la persona no•gli afenda:,Doe hem geen pijn.,Dat hij het niet aan de persoon geeft.
E così ciaschedun sì amonesta.,En dus werd iedereen vermaand.,En dus werd iedereen gewaarschuwd.
"Vergogna sì respuose: «I’   non vi dotto,","Schaamte antwoordde: ""Ik luister niet naar u,","Schaamte antwoordde: ""Ik zal niet opletten,"
"Se nel castel non fosse se non io,","Als ik het niet alleen was in het kasteel,",Als ik niet de enige was in het fort.
Non crederei che fosse per voi rotto.,Ik zou niet geloven dat het gebroken was voor jou.,Ik denk niet dat het slecht voor je was.
"Quando vi piacie intrare a•lavorio,","Als je graag aan het werk gaat,","Wanneer het je verrukt om binnen te gaan om te werken,"
"Già per minaccie no•mi ’ntrate sotto,",Ik zal je niet binnenlaten voor bedreigingen.,Ik ga niet voor intimidatie.
"Né vo’, né que’, che d’Amor si fa Dio!».","Noch ik, noch hij die God der liefde maakt!""","Noch ik, noch zij die zichzelf verkondigen Goddelijke Liefde te zijn!"""
Quando Venùs intese che Vergogna,Toen Venus die schande hoorde...,Toen Venus die schande leerde
"Parlò sì arditamente contr’a•llei,","Hij sprak zo brutaal tegen haar,",Hij liep brutaal tegen haar op.
"Sì gl’à giurato,   per tutti gli dei,","Hij zwoer hem, bij alle goden,","Hij verzekerde, voor elke god."
Ch’ella le farà ancor gran vergogna;,Die haar nog zeer beschaamd zal maken;,Dat zal je nog steeds in verlegenheid brengen.
"E poi villanamente la ranpogna,",En dan beledigt hij haar op een schurkachtige manier:,En dan bespot hij haar op een duistere manier.
"Diciendo: «Garza, poco pregierei","Zeg, Garza, het kan me niet schelen.","Garza, het kan me niet schelen."
"I’ ’l mi’ brandone,   sed i’ te non potrei","Mijn boog, als ik het niet kon.","Als ik dat niet kon, zou mijn boog vervangen worden door een kruisboog."
"Farti ricoverare in una fogna,","Laat je in een riool blijven,",Laat je beperkt worden tot een cloaca.
"Già tanto non sè   figlia di Ragione,",Je bent niet de dochter van Reason.,Je bent geen kind van Prudenza.
"Che senpre co’ figluoi m’à gueregiato,","Die altijd oorlog voeren met mijn kinderen,","Dat altijd met de kinderen het probleem voor mij heeft gemaakt,"
Ch’i’ non ti metta fuoco nel groppone!».,Steek geen vuur in je kruis!,Ik zal je hart niet laten zakken!
Ed a Paura ancor da l’altro lato:,"En op Angst, nog steeds aan de andere kant:","Angst, nog steeds aan de andere kant."
"«Ben poco varrà vostra difensione,",Je verdediging zal weinig waard zijn.,"Uw verdediging zal ineffectief, onbeduidend of verwaarloosbaar zijn."
Quand’i’ v’avrò il fornel ben riscaldato!».,wanneer ik heb de kachel goed verhit!.,Als ik het fornuis opwarm.
"Molto le va Venùs minacciando,",Venus bedreigt veel.,Venus is ernstig bedreigend.
"Diciendo, s’e’ no•rendono il castello,","Ze zeggen dat als ze het kasteel niet leveren,","Ervan uitgaande dat, als ze het landhuis niet opgeven,"
"Ched ella metterà fuoco al fornello,",Die het fornuis in brand zal steken.,Het zal het vuur in het fornuis aansteken.
Sì che per forza le n’andrà cacciando;,Zodat het bejaagd zal worden.,Zodat het uitgedreven zal worden.
"E disse: «A diavoli v’acomando,","Hij zei: ""Voor de duivels, beveel ik jullie.","En hij riep: ""In de hel, alsjeblieft."
"Chi Amor fugie, e fosse mi’ fratello!","Die de Liefde ontvlucht, ook al was hij mijn broeder!","Die ontsnapt aan de Affetto, ook al is hij mijn broer!"
"Per Dio, i’ le farò tener bordello","In godsnaam, ik laat ze een bordeel vasthouden.","In godsnaam, ik laat ze een huis van tolerantie runnen."
"Color, che l’Amor vanno sì schifando:",Degenen die Liefde verachten:,Degenen die de Liefde minachten.
Chéd e’ non è più gioia che ben amare.,Want er is niet meer vreugde dan om goed lief te hebben.,Omdat er niet meer geluk is dan hartstochtelijke liefde.
"Rendetemi il castel,   o veramente","Geef me het kasteel, of echt.","Geef het landhuis terug, of echt..."
I’ ’l farò imantenente   giù versare;,Ik breng hem onmiddellijk naar beneden.,Ik ga het nu laten vallen.
"E poi avremo il Fior ciertanamente,","En dan hebben we natuurlijk de bloem,",Dus we krijgen zeker de bloem.
"E sì ’l faremo in tal modo sfogliare,","en we zullen het op zo'n manier laten bloeien,",En we zullen het op zo'n manier laten bloeien.
Che poi non fia vetato a nulla gente!».,Dat het dan voor niemand verboden zal worden!,Dat het dan verboden zal worden voor wie dan ook!
"Venùs la sua roba à socorciata,",Venus hielp zijn spullen.,Venus heeft zijn eigendom gered.
Crucciosa per senbianti molto e fiera;,bedroefd en trots op vele verschijningen;,Bedroefd en trots voor vele demonstraties.
"Verso ’l castel tenne sua caminiera,","in de richting van het kasteel,",In de richting van het kasteel vervolgde hij zijn weg.
