Original,Translate,Translate_GPT_1
Ched i’ pensava d’inbolarle il Fiore.,Because I thought I was fooling the Flower.,Because I thought I was cheating the Flower.
"Dritt’era, ch’i’ ne fosse gastigato,","It was right that you should be punished,",It was appropriate for me to be punished.
Sì ch’i’ ne stesse ma’ senpre in dolore.,So I'd always be in pain.,So that I would remain perpetually afflicted.
Allor Bellacoglienza fu fermata,Then Bellacoglienza was stopped,Then Bellacoglienza was arrested.
"Da questi tre portier’ sotto tre porte,",From these three guards under three doors,From these three watchmen under three doors
E’ con una catena molto forte,With a very strong chain,With a sturdy chain
Quella gientil ebero ’ncatenata.,The kind one was chained.,That benevolent one was imprisoned.
"Po’ corser sopra me, quella brigata,",Then they ran on me that gang,Then came that mob upon me.
E disson: «Sopra te cadran le sorte».,"And they said, ""The fates will fall upon you.""","And they said, ""Your fortunes will be decided."""
"Allor credetti ben riciever morte,","Then I thought I was going to die,",Then I thought I'd face the end.
Tanto faciean di me gran malmenata:,They'd beat the shit out of me anyway.,They'd give me a hard time anyway.
Sì ch’i’ misericordia domandai,So I asked for mercy,So I begged for mercy
"A Paura, a Vergognia, e a quel crudele,","To Fear, to Shame, and to that cruel,","Fear, embarrassment, and that ruthless one."
Ma i•nessuna guisa la trovai.,But I didn't find her in any way.,Under no circumstances do I identify her.
Ciascun sì m’era più amar che fele;,Each one was bitterer than gall;,Each one was more bitter than poison.
Per molte volte «Merzé!» lor gridai:,"For many times ""Mercy!"" they shouted:","For countless times, ""Piety!"" I yelled at them."
Que’ mi diciean: «Per niente bele».,"Those guys were like, ""Not good at all.""","They said, ""Absolutely ugly."""
"Come costor m’andavar tormentando,","While they were tormenting me,","As they tormented me,"
"E l’oste al Die d’Amor si fu sentita,",The Host of God of Love was heard,The invocation of God of Love was heard.
E’ sì cogniobor ch’i’ avea infralita,And so they knew that I had broken,So they found out that I had violated
La bocie: inmantenente miser bando,The oath: immediately they ordered,The oath: immediately they commanded
Che ciascun si vada apparechiando,Let each one go and prepare,Let everyone get ready
"A me socorere a canpar la vita,","Helping me buy my life,",Saving me to acquire existence.
"Ch’ella sarebe in poco d’or fallita,",That she would be lost in a short time,That she would be lost in no time.
Sed e’ no•mi veniser confortando.,If I hadn't been comforted.,If I hadn't been offered relief.
"Quando   i portir’ sentiron quel baratto,","When the guards heard barter,","When the guards heard a trade,"
Inmantenente tra lor si giuraro,Immediately they swore to each other.,Instinctively they promised each other
"Di non renderla a forza, né a patto;","Not to give it back by force, nor by the covenant;","Don't take it back with violence, or with the deal."
E que’ di fuor ancor sì si legaro,"And they also bound themselves on the outside,",The outsiders joined them too.
"Di non partirsi, s’e’ non fosse fatto,","Not to part if it wasn't done,",Don't split if you don't have to.
E di questo tra•llor si fidanzaro.,And they got engaged to each other.,And of this they declared themselves engaged.
Francheza si venne primiera mente,Franchezza came first with determination,Discipline came first with firmness.
"Contra lo Schifo, ch’è molto oltragioso,","Against the Scum, which is very outrageous,","Against the horrible, which is extremely offensive."
"E per senbianti fiero e coragioso,","And to look proud and brave,",To look proud and fearless.
Ma quella venne molto humile mente.,But that came very humbly.,But she presented herself with great humility.
"Lo Schifo sì ponea tropo ben mente,",The disgusting was too good.,The repugnance behaved too kindly.
"Ché ’n ben guardar era molto invioso,","Because he was very envious to look well,",He was very jealous to observe carefully.
Che quella non potesse di nascoso,That she couldn't sneak in.,That she couldn't in secret
Entrar dentr’a la porta con sua giente.,Get in the door with his people.,Stick into the threshold with his tribe.
"Francheza mise mano ad una lancia,","Franceza laid hands on her spear,",French caught her spear.
"Sì s’aperse per dare a quel cagnione,","And he opened up to give to that dog,","He opened wide to grant that dog,"
E crudel mente   contra lui la lancia.,"and cruelly throws it at him,",and brutally throws it at him.
"Lo Schifo si avea in mano un gran bastone,","The crap had a big stick in his hand,",The crap held a big stick.
"E co•lo scudo il colpo sì•llo schiancia,","And with the shield, the shot went away.","And with the shield, the shot went off... with the defense, the impact was misguided."
"E fiede a•llei, e falla gir boccone.","And he hurt her, causing her to bite.","She was hit, spinning it like a top."
"La lancia a pezi a pezi à dispezata,","The spear was destroyed piece by piece,",The spear was demolished fragment by fragment.
"E’ po’ avisa un colpo ismisurato,","But then there was an immense blow,",Suddenly a terrible blow came.
Sì che tutto lo scudo à squartellato:,And the whole shield was ripped apart:,The whole shield was torn apart.
"Francheza si è in terra rovesciata,","Francheza is upside down,","Franchezza is upside down, turned upside down."
"E que’ de’ colpi fa gran dimenata,","And the one about the wounds made a big noise,",And the one about the injuries made a big noise.
"E la bella «Merzé!» gli à domandato,","And the beautiful Merze! asked him,","And the beautiful Merze! interrogated him,"
Sì ch’a Pietà ne prese gran peccato:,"As long as Pietà took a great sin from it,",Until Pietà took a great blame.
Verso il villan sì•ss’è adirizata,Towards the villan has raged,To the wicked one she became angry.
"E con uno spuntone lo gì pungiendo,","And with a spike, he was stinging him.",And with a tip he was piercing him.
"E di lagrime tuttora il bagniava,","And still wept with tears,",He was still crying and crying.
"Sì che ’l villan si venia rendendo,",As long as the villain was laughing,As long as the wicked came giggling.
C’aviso gl’iera ched egli afogava.,Ever since he thought he was drowning.,Ever since he was afraid of drowning.
"Allor Vergognia vi venne corendo,",Then Shame came running,Then Shame came running
Perché lo Schifo «Socorso!» gridava.,Because the Fool was yelling for help!,Because the Dirty Screaming Rescue!
"Vergognia si venne contra Pietade,","Shame was opposed to Mercy,",Remorse contracted Compassion.
E molto forte mente la minaccia;,And he threatened her with great force;,And he threatened her with great vigor;
"E quella, che dottava sua minaccia,","And you, who knew how to respond to threats,","She, who was expert in responding to intimidation."
"Sì s’aparechia a mostrar  sua bontade,","He was preparing to show his goodness,",He was preparing to show his kindness.
Ché ben conoscie sua diversitade.,For he was well aware of diversity,Because he was well informed about the variety
"Vergognia a una spada la man caccia,","Shame he grabbed the sword with one hand,",Remorse grabbed the sword with one hand.
Sì disse: «I’ vo’ ben che ciaschedun saccia,"And he said, ""I want everyone to know","""And he declared, ""I wish everyone knew."""
Ched i’ te pagherò di tue derate!».,"That I will pay you for your mistake.""",That I'll compensate you for your mistake.
"Allora alza la spada a•llei fedire,","Then he lifted up his sword to strike her,",Then he raised the blade to attack her.
"Ma Diletto si venne a•llei atare,","But Beloved intervened to protect her,",But Beloved interceded to save her.
"E di suo scudo la sepe coprire,","And with his shield he covered it,",And with his armor he defended her.
E poi si torna per lei vendicare.,And then he came back for revenge on her.,So he came back to win her back.
Ma Vergognia sapea sì lo schermire,But Shame was able to defend itself.,But Shame was well prepared.
Che que’ no•lla potea magagniare.,So he couldn't do anything to her.,So he couldn't do anything to her.
"Vergognia mise allor man a la spada,","Shame then put his hand to the sword,","Humiliation seized the blade,"
E sì se ne vien dritta ver’ Diletto.,And he headed straight for Beloved.,And he headed straight for the Pleasure.
"Inmantenente lo scudo ebe al petto,","Immediately the shield had on his chest,",Instantly the shield rested on the chest.
"E disse: «Come vuole andar, sì vada,","And he said, ""Go as it should go,","And he declared, ""Proceed as you must,"
"Chéd i’ te pur farò votar la strada,","But I will make him repent of his way,",But I'll make him regret his choice.
O tu farai di piana terra letto!».,"Or I will lay you on the ground.""",I'm gonna get you on the ground.
"Allor lo fie’ co•molto gran dispetto,","Then he struck him with great anger,","Then he struck him with great fury,"
"Come colei, c’a uciderlo bada:",Like the one who wanted to kill him:,Like the one who wanted to eliminate him
"Sì che l’uccide giù tutto stenduto,","He killed him lying there,",He eliminated him lying there.
E sì li avrebe fesso insino a’ denti.,And he could have hurt him to the teeth.,He could have hurt him to the bone.
"Ma quando Ben-Cielar l’ebe veduto,","But when Ben-Cielar saw him,","When Ben-Cielar saw it,"
"Perciò ch’egli eran distretti parenti,","Because they were close relatives,","Because they were bloodthirsty,"
Inmantenente sì gli fecie aiuto.,"Immediately, he gave him help.",He immediately offered him assistance.
Vergognia disse: «I’ vi farò dolenti!».,"Shame he said, ""I will make you suffer!""","Shame he declared, ""I will bring you torment!"""
"Molt’era buon guerrier, quel Buon-Cielare,","He was a very good warrior, the Good-Heaven,","He was a valiant fighter, the Generous-Heavenly."
"Alzò la spada, e sì fiede Vergognia:","He lifted up his sword, and struck the Shame.","He lifted the blade, and struck a blow at Dishonorableness."
"Sì gran colpo, ched ella tutta ingrogna,","The blow was so strong that she's all jammed up,","The blow was so powerful that she was all frowning,"
E poco ne fallì d’a•tterra andare.,And he almost knocked her down.,She almost crashed it to the ground.
"E’ poi la cominciò a predicare,","Then he began to preach,",He began to proclaim.
E disse: «Tu non temi aver vergogna,"And he said, ""You fear not to be ashamed,","And he said, ""You are not afraid to be embarrassed,"
"Di me, chéd e’ nonn-à, di qui a Bolognia,","of me, because there is not, from here to Bologna,","of me, because there is not, from here to Bologna,"
"Nessun, c’un fatto saccia me’ cielare","No one who knows about my sky,",No one who knows about my project.
"Che saprò io, e perciò porto i’ ’l nome».","Which I will know, and therefore I bear the name","That I know, and so I call myself wise."
Vergogna   sì non sepe allor che dire.,The Shame did not know what to say.,The Shame did not know what to express.
"Paura lo sgridò: «Cugina, come","The Fear rebuked her: ""Cugina, come","The Frightened One rebuked her: ""Belonging, as"
À’ tu perduto tutto tuo ardire?,Have you lost all your courage?,Have you lost all your boldness?
"Or vegh’i’ ben che vita tropp’ò durome,","Now I see that life is too hard,","Now I see that life is too difficult,"
Quando tu ài paura di morire».,"When you're afraid to die.""",When you're afraid to perish.
"A la sua spada mise man Paura,","Fear laid hands on his sword,","Fear impounded its blade,"
"Per soccorer Vergogna, sua vicina.","To help the Shame, his neighbor.","To relieve the misfortune, your companion."
"A Ben-Cielar diè per sì grande aina,","Ben Cielar suffered such a great wound,",Ben Cielar suffered such a serious injury.
Ched e’ fu de la vita inn-aventura.,That was the end of his life.,That marked the end of his existence.
Contra lei battaglia poco dura:,Little hard The battle against her:,Brief is The fight against her.
Ardimento s’occorse a la miccina,"The Courage rescued the little one,",Value helped the young woman.
"Con una spada molto chiara e fina,","With a very clear and fine sword,",With a bright and thin blade.
E sì•lle fecie molto gran paura.,And she was very scared.,And it caused her great anxiety.
"Ma tuttavia Paura   si conforta,","But yet the Fear was refreshed,","However, the Fear subsided."
"E prese cuore in far sua difensione,","And he took courage to defend himself,",He took fearlessness to protect himself.
E disse c’ameria me’ d’esser morta,"And she said she'd rather be dead,",She said it would be better if she had died.
C’Ardimento le tolga sua ragione.,Rather than lose your mind.,Instead of dissipating one's lucidity.
"Allora in testa gli diè tal iscorta,","Then he struck so hard,","Then he gave a vigorous, powerful blow."
Ched ella ’l mise giù in terra boccone.,That caused her to fall to the ground like a pacion.,That caused her to fall to the ground like a mass.
Quando Sicurtà vide c’Ardimento,When Security saw that Courage,When Surveillance noticed that Audacia
"Contra Paura avea tutto perduto,","Against Fear he had lost everything,",Against trepidation he had lost everything.
"Sì corse là per dargli il su’ aiuto,","He hastened to give him his help,","He rushed to give him his support,"
E cominciò il su’ torniamento.,And his conversion began.,He began his transformation.
Ma contra lei non ebe duramento.,But he didn't resist her.,But he didn't resist her.
"Paura quello stormo ebe vincuto,","Fear had won that transfer,",Terror triumphed over that bird.
"E anche un altro, s’e’ vi fosse essuto,","And another if there had been,",Even if there was someone else.
Ma Sicurtà si ebe acorgimento:,But Security realized:,But Security became aware
Ispada e scudo gittò tosto in terra,He threw sword and shield on the ground,He threw sword and shield to the ground
"E mantenente, con anbo le mani,","And he kept with both hands,",He carried out a handshake with both of his hands.
A le tenpie a Paura sì s’aferra.,He grabbed the temples of Fear.,He grabbed the cheeks of Learning.
"E gli altri, ch’eran tutti lassi e vani,","And the others, who were all weak and useless,","The others, who were all slender and insignificant."
Ciascun si levò suso e sì s’aferra,Everyone got up and grabbed,Everyone got up and took over
"A quella zuffa, com’e’ fosser cani.","To that fight, as if they were dogs.","At that fight, like wolves."
"Molto durò tra•llor quella battaglia,","That battle lasted a long time,",That struggle persisted.
Che ciascun roba e carni vi si straccia.,That everyone ripped off clothes and meat.,That everyone was fraying clothes and meat.
L’un l’altro abatte per forza di braccia.,One of them cut down the other with strength of arms.,One overwhelmed the other with muscle vigor.
"Non fu veduta mai tal trapresaglia,","Never before was such a ferocity seen,",Such cruelty was never observed.
Ché que’ d’entro facien troppo gran taglia,'Cause the ones in there were too much size.,Because those inside were too numerous
Di que’ di fuor. Amor allor procaccia,The ones out there.,The external ones. Then Affetto ricerca
Che tra lor una trieva sì si faccia,May a peace be made between them,That a conciliation be reached between them
"Di venti dì, o di più, che me’ vaglia;","For twenty days, or more, that I care;","For twenty days, or longer, that interests me;"
"Ch’e’ vede ben che mai quella forteza,",Why do you see well that that strength,Because he clearly recognizes that power
"Se•lla madre non v’è, non prenderebe.","If the mother isn't here, she wouldn't take","If the progenitor is not present, it will not take"
Allor la manda a chieder per Francheza.,Then send her to ask for Francheza.,Then he sends her to ask for Schiettà.
Contra colei sa ben non si terebe:,"Against her, you know she wouldn't resist.",It would be helpless against her.
"Ché, s’ella il su’ brandon ver’ lor adreza,","Because if you point your sword at them,","Because, if she brandishes her blade towards them,"
Imantenente tutti gli arderebe.,He would immediately burn them all.,"Instinctively, it would set them all on fire."
"Francheza sì s’è de l’oste partita,",Francheza got away from the hostel,Franchezza has moved away from the inn.
E Amor sì•ll’à ben incaricato,and Love has entrusted her,Love has entrusted you with the task.
"Ch’e’•lli dica, a la madre, ogne su’ stato:","that you say to your mother, every state of yours:","that she affirms, to the parent, all her feelings."
"Com’egli è a gran rischio de la vita,",how he is in great danger of life,as he is in grave danger of death
E che sua forza è molto infiebolita;,"and his strength is greatly weakened,","and its power is greatly diminished,"
Ch’ella faccia che per lei si’ aiutato.,That you make sure that you're helped.,that you make sure that you are assisted.
"Allor Francheza sì à cavalcato,",Then Francheza rode on horseback,Then Francheza rode a horse.
"E dritto a Ciecierono sì se n’è ita,","and went straight to Heaven,",She went straight to Heaven.
Credendo che vi fosse ca’ diessa.,"Believing that there was a goddess' house,","Believing that there was an abode of the divinity,"
"Ma el’era ita   in boscho per cacciare,",but she had gone into the woods to hunt;,But she went to the forest to hunt.
Sì che Francheza n’andò dritt’a essa.,So Francheza went straight to her.,So Francheza went straight to her.
"Sott’una quercia la trovò ombreare,","He found it under an oak tree to rest,",She discovered it under an oak tree to relax.
"Quella sì tosto in ginochie s’è messa,",The one on her knees immediately got on her knees.,That immediately bowed
E dolzemente l’ebe a salutare:,And he kindly greeted her:,He kindly greeted her.
"«Molte salute, madonna, v’aporto","My Lady, I bring you many greetings","My Sovereign, I send you my most cordial greetings."
Dal vostro figluolo; e’ priegavi per Dio,"from your son, and pray to you for God,","From your son, and beg for God."
"Che ’l socoriate, od egli è in punto rio,","that you help him, or he is in a difficult time,","that you help him, or he is in a complex situation."
Ché Gielosia   gli fa troppo gran torto;,Because Jealousy wrongs him too much;,Because envy makes him a grave injustice.
Ch’e’ nonn-à guar ched e’ fu quasi morto,He hasn't healed since he was almost killed.,He hasn't recovered since he was almost murdered.
"In una battaglia, nella qual fu’ io.","in a battle, where I was there.","in a dispute, where I was present."
"Ancor si par ben nel visagio mio,","You can still see it very well on my face,","You can clearly see it on my face,"
Che molto mi vi fu strett’ed atorto».,that I was very narrow and mistreated.,that I was greatly distressed and abused.
"Allor Venusso fu molto crucciata,","Then Venus was very angry,","Then Venus was very angry,"
E disse ben che•lla forteza fia,And he said that strength will be,And he declared that the power would be with him.
Molto tosto per lei tutta ’nbraciata;,Very soon for her all embraced;,"Soon, for her, all wrapped up."
"Ed, a malgrado ancor di Gielosia,","And, despite still Jealousy,","Despite, envy."
Ella serà per terra rovesciata:,She will be defeated on earth:,She will be on the ground upset.
"«No•lle varrà già guardia, che vi sia!».",It's not worth watching already!,It's worth examining what it is!
Venusso sì montò sus’un ronzino,Venus mounted on a horse,Venus climbed on a steed
"Corsiere,   ch’era buon da cacciagione,","Destroyer, who was good for hunting,","Hunting horse, which was excellent"
E con sua giente n’andò a Cicierone:,And with his people he went to Cicero:,And with his people he went to Cicero:
Sì comanda che sia prest’al matino,He ordered that he be ready in the morning.,He commanded that he be ready at dawn.
"Il carro suo, ch’era d’oro fino.","His chariot, which was of fine gold","His chariot, which was of precious gold."
"Imantenente fu messo i•limone,","Immediately the helmet was put on,",Instantly the helmet was worn.
E presto tutto sì ben per ragione,And everything was prepared efficiently,Everything was organized in a productive way.
"Che, quando vuol, puote entrar in camino.","So that, whenever you want, you can get into the wagon.","In such a way that, when desired, you can get on the vehicle."
"Ma non volle caval per limoniere,","But he would not ride as a helmet,","But he didn't want to go on like a knight,"
"Né per tirare  il caro, anzi fe’ trarre","Nor did he pull the chariot, nor did he pull the chariot.","Nor did he pull the wagon, nor did he pull it out."
Cinque colonbi d’un su’ colonbiere;,Five pigeons from his dovehouse;,Five pigeons from his aviary.
A corde di fil d’oro gli fe’ legare.,He had them tied with strings of gold thread.,He had them bound with gold wire straps.
"Non bisogniava avervi carettiere,",You didn't have to have a cartman.,You didn't have to hire a cartman.
Ché•lla dea gli sapea ben guidare.,For the goddess knew well how to guide them.,For the goddess was expert in leading them.
Di gran vantagio fu ’l carro prestato.,The loaned wagon was of great advantage.,The granted vehicle was of great benefit.
"Venusso ben matin v’è su salita,","Venus rose early in the morning,","Venus rose early,"
E sì sacciate che’ell’era guernita,And know that she was armed.,Know that she was armed.
"E d’arco, e di brandon ben inpennato,","Of bow and flag well waving,","Of bow and banner well garrito,"
E seco porta fuoco tenperato.,And he carried temperate fire with him.,It was equipped with a moderate flame.
"Così da Ciceron sì s’è partita,","So Cicero left,","Thus, from Cicero it began."
E dritta all’oste del figluol n’è ita,And he went straight to his son's host,And he went straight to his son's tavern.
"Con suo’ colonbi, che ’l car’àn tirato.","With his doves, who pulled the wagon.","With his pigeons, who pulled the vehicle."
Lo Dio d’Amor si avea rotte le trieve,The God of Love had broken the chains,The Divine Slice had broken the jerseys
"Prima che Veno vi fosse arivata,","Before Venus arrived,","Before Venus came,"
Ché troppo gli parea l’atender grieve.,Because waiting seemed too painful to him.,Because lingering seemed too painful to him.
"Venùs dritta a lui sì se n’è andata,","Venus went straight to him,",Venus headed straight for him.
"Sì disse: «Figluol, non dottar, ché ’n brieve","And he said, Son, fear not: for in short","He said, ""Son, don't be afraid, for in short"
Questa forteza no’ avremo aterata.,This force will not be altered,This power will not be changed.
"Figluol mi’, tu farai un saramento,","My son, you will take an oath,","My son, thou shalt vow, my son, thou shalt make a promise,"
"E io d’altra parte sì ’l faròe,","And I'll be on the other side, too.","I'll do it, on the other hand."
Che castitate i’ ma’ non lascieròe,What chastity I will not forsake,What purity I will not forsake
"In femina, che agia intendimento,","In a woman who intends,","A woman with intent,"
"Né•ttu in uon, che•tti si’ a piacimento.",Or you in someone you like.,Neither do you in someone who pleases you.
Ed i’ te dico ben ch’i’ lavorròe,"And I'm telling you, I'm gonna work.",I promise you I'll work.
"Col mi’ brandone, sì gli scalderòe,","With my sword, I'd warm it up.","With my blade, I'd warm it up."
Che ciaschedun verrà a comandamento».,That everyone will come to my command.,That everyone will obey my order.
"Per far le saramenta si aportaro,",To make the oaths they brought,To make the oaths they went
En luogo di relique e di,In place of relics and,memoriesRelicts and memories
"Brandoni, e archi, e saette; sì giuraro","And swords, and bows, and arrows: and they sware.","They seized, bowed, and darts; and they promised."
"Di suso, e diser c’altrettanto vale.",Up there and they said it's worth as much.,Up there and they said it was worth the same thing.
"Color de l’oste ancor vi s’acordaro,","Those of the hosts also agreed,",Those of the hosts also agreed
Ché ciaschedun sapea le.,Because everyone knew.,For all were aware.
"Venùs, che d’assalire era presta,","Venus, who was ready to attack,","Venus, ready to jump,"
"Sì comanda a ciascun ched e’ s’arenda,","Order each one to surrender,",Command everyone to give in.
"O che la mercié ciascheduno atenda,","Or to wait for mercy,","Wait for clemency,"
"Ch’ell’à la guarda lor tratutta presta,","Because he's got their guard ready,",Because they have their vigilance ready.
"E sì lor à giurato, per sua testa,","And sworn by his head,",He promised to risk his life.
"Ched e’ non sia nessun, che si difenda,","That there will be no one to defend themselves,",That there will be no one to protect himself.
Ch’ella de la persona no•gli afenda:,Don't hurt the person.,That he doesn't give it to the person.
E così ciaschedun sì amonesta.,And so each one was admonished.,And so everyone was warned.
"Vergogna sì respuose: «I’   non vi dotto,","Shame answered, ""I don't listen to you,","Shame replied: ""I will not pay attention,"
"Se nel castel non fosse se non io,","If it wasn't just me in the castle,",If I wasn't the only one in the fortress.
Non crederei che fosse per voi rotto.,I wouldn't believe it was broken for you.,I don't think it was bad for you.
"Quando vi piacie intrare a•lavorio,","When you like to get into work,","When it delights you to enter to work,"
"Già per minaccie no•mi ’ntrate sotto,","Already for threats I will not enter you,",I'm not going in for intimidation.
"Né vo’, né que’, che d’Amor si fa Dio!».","Neither I nor he who makes God of Love!""","Neither I nor those who proclaim themselves to be Divine Love!"""
Quando Venùs intese che Vergogna,When Venus heard that Shame,When Venus learned that Shame
"Parlò sì arditamente contr’a•llei,","He spoke so boldly against her,",He ran with brazenness against her.
"Sì gl’à giurato,   per tutti gli dei,","He swore to him, by all the gods,","He assured, for every god."
Ch’ella le farà ancor gran vergogna;,who will still make her great shame;,that will still cause you great embarrassment.
"E poi villanamente la ranpogna,",And then he insults her in a villainous way:,And then he ridicules her in a dark way.
"Diciendo: «Garza, poco pregierei","Saying, Garza, I don't care much.","Garza, I wouldn't care much."
"I’ ’l mi’ brandone,   sed i’ te non potrei","My bow, if I couldn't","If I couldn't, my bow would be replaced by a crossbow."
"Farti ricoverare in una fogna,","let you stay in a sewer,",let you be confined to a cloaca.
"Già tanto non sè   figlia di Ragione,",You're not the daughter of Reason.,You're not a child of Prudenza.
"Che senpre co’ figluoi m’à gueregiato,","who always made war with my children,","that always with the children has made the issue for me,"
Ch’i’ non ti metta fuoco nel groppone!».,Don't put fire in your crotch!,I won't put your heart down!
Ed a Paura ancor da l’altro lato:,"And to Fear, still on the other side:","Fear, still on the other side."
"«Ben poco varrà vostra difensione,",Your defense will be worth very little.,"Your defense will be ineffective, insignificant or negligible."
Quand’i’ v’avrò il fornel ben riscaldato!».,when I have the stove well heated!.,When I get the stove warmed up!
"Molto le va Venùs minacciando,","Venus is threatening a lot,",Venus is seriously threatening.
"Diciendo, s’e’ no•rendono il castello,","saying that if they don't deliver the castle,","Assuming that, if they don't give up the manor,"
"Ched ella metterà fuoco al fornello,","that will set fire to the stove,",It'll light the fire in the stove.
Sì che per forza le n’andrà cacciando;,so that it will have to be hunted;,so that by necessity it will be expelled;
"E disse: «A diavoli v’acomando,","and said, ""To devils, I commend you,","And he cried out, ""In hell, please,"
"Chi Amor fugie, e fosse mi’ fratello!","who flees Love, even if he were my brother!","Who escapes the Affetto, even if he is my brother!"
"Per Dio, i’ le farò tener bordello","For God's sake, I'll have them hold a brothel.","For God's sake, I'll have them run a house of tolerance."
"Color, che l’Amor vanno sì schifando:",Those who despise Love:,Those who disdain Love.
Chéd e’ non è più gioia che ben amare.,for there is no more joy than to love well.,Because there is no more happiness than passionate love.
"Rendetemi il castel,   o veramente","Give me the castle, or really","Return the manor, or really"
I’ ’l farò imantenente   giù versare;,I'll bring him down immediately;,I'm gonna drop it right now.
"E poi avremo il Fior ciertanamente,","and then we will have the flower of course,","So, we'll definitely get the flower."
"E sì ’l faremo in tal modo sfogliare,","and we will bloom it in such a way,",and we will make it bloom in such a way.
Che poi non fia vetato a nulla gente!».,that then it will not be forbidden to anyone!,that then it will be forbidden to anyone!
"Venùs la sua roba à socorciata,","Venus helped his things,",Venus saved his property.
Crucciosa per senbianti molto e fiera;,distressed and proud for many appearances;,distressed and proud for many demonstrations.
"Verso ’l castel tenne sua caminiera,","towards the castle kept its way,",Towards the castle he pursued his way.
E ivi sì s’è un poco riposata;,and there she rested a little;,And there she relaxed a little.
E riposando sì ebe avisata,and resting he knew,"Resting, he learned."
"Come colei, ch’era sottil archiera,","like that one, who was skillful archer,","Like that one, who was an expert arch shooter,"
"Tra due pilastri una balestriera,","between two pillars a crossbow,",Between two columns a crossbow.
La qual Natura v’avea   conpasata.,that Nature had prepared for you.,that Nature had arranged.
In su’ pilastri una imagine avea   asisa;,On his pillar he had a fixed image;,On his pedestal he had an image lying down.
"D’argiento fin senbiava, sì luciea:","of silver seemed, so shone;","of silver appeared, so sparkled."
Trop’era   ben taglata   a gran divisa;,was very well carved with great skill;,was very carefully carved with great skill.
"Di sotto un santuaro si avea,","downstairs had a sanctuary,",There was a temple underneath.
"D’un drapo era   coperto sì in tal guisa,","was covered with a cloth in such a way,",He was wrapped in a drape in such a way.
Che ’l santuaro punto non parea.,that the sanctuary did not seem at all.,that the sacred place did not appear at all.
Troppo avea quel’imagine ’l visaggio,That image had a lot of charm.,That image had a lot of charm.
Tagliato di tranobile fazone.,carved by immutable beauty.,carved by unalterable splendor.
"Molto pensai d’andarvi a prociessione,","I thought a lot about going in procession,",I reflected intensely on the idea of participating in a parade.
E di fornirvi mie pelligrinagio.,and to offer there my pilgrimage.,and to present my journey there.
E’ sì no•mi paria paruto oltragio,It seemed to me that it would be an outrage.,I thought it would be an affront.
"Di starvi un dì davanti ginochione,","one day on your knees,",Get down on your knees for a day.
"E poi di nocte eservi su boccone,","And then at night be a bite,",and then at night become a meal.
"E di donarne ancor ben gran logagio,","and also to donate a great accommodation,",and also to provide a large home.
"Chéd i’ era ciertan, sed i’ toccasse","because I was certain, if I had touched",Because I was sure if I touched.
"L’erlique, che di sotto eran riposte,","the relics that were placed underneath,",Relics hidden underneath.
"Che ogne mal, ch’i’ avesse, mi sanasse,","that every evil that I had would heal me,",that every disease I had would cure me.
"E’ fosse mal di capo, over di coste,","if you have a headache or back pain,","headache, dorsal pain"
"O d’altra malatia, che mi gravasse:",or of another disease that oppressed me:,or other affliction that oppressed me
A tutte m’avria fatto donar soste.,It would make me give relief to everyone.,It would make me comfort everyone.
"Venùs allora già più non atende,",Venus then doesn't wait anymore,Venus then don't linger anymore
Però ched ella sì vuol ben mostrare,But he wants to show everyone,"However, he wants to demonstrate to everyone"
"A ciaschedun ciò, ched ella sa fare.",To each one what she knows how to do.,To each one what is in his abilities.
"Imantenente l’arco su’ sì tende,",Immediately stretches the bow,Instant stretches the bow
"E poi prende   il brandone, e sì l’aciende;","and take the bandon, and light it;","And he takes the bundle, triggering it."
"Sì no•lle parve pena lo scocare,","It didn't seem tiring to strike,",She didn't seem hard to throw.
"E per la balestriera il fe’ volare,","And with the crossbow the arrow fly,",and with the crossbow the lightning flies.
Sì che ’l castel ma’ più non si difende.,that the castle never again defends itself.,that the manor never protects itself again.
Imantenente il fuoco sì s’aprese,Immediately the fire spread,Quickly the stake spread
"Per lo castello, ciascun si fugìo,","by the castle, everyone fled","For the castle, everyone snuck away."
Sì che nessun vi fecie più difese.,and no one resisted anymore.,and no one resisted more.
Lo Schifo disse: «Qui no•sto più io!»;,"The scum said, ""I'm not here anymore!""","The despicable one exclaimed, ""I will not stay here anymore!"""
Vergogna si fugì in istran paese;,Shame he fled to a foreign land;,Remorse fled to a foreign country.
Paura a gra•fatica si partìo.,Fear set off with distress.,Terror wrinkled with anxiety.
"Quando ’l castello fu così inbrasciato,",When the castle was so set on fire,When the castle was so inflamed
"E che•lle guardie fur fugite via,","and the guards fled away,",and the guards fled quickly.
"Alor sì v’entrò entro Cortesia,",Then he entered into the courtesy.,Then he penetrated you Kindness
Per la figluola trar di quello stato;,to deliver the daughter from that state;,"condition, condition, state, state, state, state, state, state"
"E Franchez’, e Pietà da l’altro lato",Franchezza and Pietà on the other side,Franchezza and Compassion on the other side.
Si andaron co•llei in conpagnia.,They went with her as company.,They joined her as escorts.
"Cortesia   sì•lle disse: «Figlia mia,","Courtesy said, ""My daughter,","Courtesy said, ""My daughter,"
"Molt’ò avuto di te il cuor crucciato,",I've had my heart hurt for you.,I had my heart broken for you.
Ché stata sè gran tenpo inpregionata.,because you have been imprisoned for so long,Because you've been reclused for so long.
