Original,Translate_IT
" ma l'un di voi dica dove, per lui, perduto a morir gissi”"," Quindi, muovendo la cima qua e là come se fosse una lingua che parlasse, emise una vo-ce e disse: «Quando partii da Circe, che mi trattenne per più di un anno vicino a Gaeta prima che così Enea la chiamasse, né la tenerezza per mio figlio né il rispet-to per mio padre né il dovuto amore con cui dovevo far lieta Penelope riuscirono a vincere dentro di me il desiderio che ebbi di divenire esperto del mondo, dei vizi umani e delle capacità"
" Lo maggior corno de la fiamma antica cominciò a crollarsi mormorando, pur come quella cui vento affatica"," Perciò mi diressi verso il mare occidentale soltanto con una nave e con quella piccola compagnia, dalla quale non fui mai abbandonato"
" indi la cima qua e là menando, come fosse la lingua che parlasse, gittò voce di fuori e disse: “Quando mi diparti' da Circe, che sottrasse me più d'un anno là presso a Gaeta, prima che sì Enëa la nomasse, né dolcezza di figlio, né la pieta del vecchio padre, né 'l debito amore lo qual dovea Penelopè far lieta, vincer potero dentro a me l'ardore ch'i' ebbi a divenir del mondo esperto e de li vizi umani e del valore"," Vidi l’una e l’altra spiaggia fino alla Spagna e fino al Marocco, vidi l’isola dei sardi e le altre isole bagnate da quel mare"
 ma misi me per l'alto mare aperto sol con un legno e con quella compagna picciola da la qual non fui diserto," Io e i miei compagni eravamo vecchi e tardi, quando giungem-mo allo stretto di Gibilterra, dove Ercole segnò i confini della Terra, affinché nessun uomo si spinges-se oltre"
" L'un lito e l'altro vidi infin la Spagna, fin nel Morrocco, e l'isola d'i Sardi, e l'altre che quel mare intorno bagna"," A destra mi lasciai Siviglia, a sinistra mi ero già lasciata Cèuta"
 Io e ' compagni eravam vecchi e tardi quando venimmo a quella foce stretta dov'Ercule segnò li suoi riguardi acciò che l'uom più oltre non si metta," “O fratelli” dissi, “che affrontando mille pericoli siete giunti all’estremo limite dell’occidente, a que-sta tanto piccola vigilia dei nostri sensi, che ci rima-ne, non vogliate negare l’esperienza, seguendo il corso del Sole, di esplorare il mondo senza gente"
" da la man destra mi lasciai Sibilia, da l'altra già m'avea lasciata Setta"," Considerate la vostra origine: non siete nati per vi-ver come bruti (=esseri senza ragione), ma per con-seguire valore e conoscenza"
" ""O frati,"" dissi, ""che per cento milia perigli siete giunti a l'occidente, a questa tanto picciola vigilia d'i nostri sensi ch'è del rimanente non vogliate negar l'esperïenza, di retro al sol, del mondo sanza gente","” 6 1 Con questo breve discorso io feci i miei compagni così desiderosi di continuare il viaggio, che a fatica poi sarei riuscito a trattenerli"
" Considerate la vostra semenza: fatti non foste a viver come bruti, ma per seguir virtute e canoscenza"""," E, volta la nostra pop-pa nel Sole del mattino, facemmo dei remi ali al fol-le volo, piegando sempre più dal lato mancino"
" Li miei compagni fec'io sì aguti, con questa orazion picciola, al cammino, che a pena poscia li avrei ritenuti"," La notte già ci mostrava tutte le stelle dell’altro polo, mentre il nostro polo era divenuto tanto basso sull’orizzonte, che non sorgeva fuori della superficie marina"
" e volta nostra poppa nel mattino, de' remi facemmo ali al folle volo, sempre acquistando dal lato mancino"," La montagna bruna per la distanza Cinque volte si era accesa e cinque spenta la parte inferiore della Luna, dopo che avevamo iniziato l’ardua impresa, quando ci apparve una montagna (=il purgatorio), bruna per la distanza, che mi sem-brò tanto alta quanto non ne avevo mai viste"
" Tutte le stelle già de l'altro polo vedea la notte, e 'l nostro tanto basso, che non surgëa fuor del marin suolo"," Noi ci rallegrammo, ma sùbito la nostra gioia si tramutò in pianto, perché dalla nuova terra sorse un turbine che percosse la prua della nave"
" Cinque volte racceso e tante casso lo lume era di sotto da la luna, poi che 'ntrati eravam ne l'alto passo, quando n'apparve una montagna, bruna per la distanza, e parvemi alta tanto quanto veduta non avëa alcuna"," Tre volte la fece girare con tutta l’acqua circostante, alla quarta fece alzar la poppa in alto e andar la prua in giù, come ad altri (=Dio) piacque, finché il mare si rinchiuse sopra di noi»"
" Noi ci allegrammo, e tosto tornò in pianto",
"Già era dritta in sù la fiamma e queta per non dir più, e già da noi sen gia con la licenza del dolce poeta, quand'un'altra, che dietro a lei venìa, ne fece volger li occhi a la sua cima per un confuso suon che fuor n'uscia","Ormai la fiamma di Ulisse era dritta in alto e quieta, perché non parlava più, e ormai lontano da noi se ne andava con la licenza del dolce poeta, quando un’altra fiamma, che veniva dietro di lei, ci fece volger gli occhi sulla sua cima, per un suono confuso che ne usciva"
" Come 'l bue cicilian che mugghiò prima col pianto di colui, e ciò fu dritto, che l'avea temperato con sua lima, mugghiava con la voce de l'afflitto, sì che, con tutto che fosse di rame, pur el pareva dal dolor trafitto"," Come il bue siciliano di Perillo, che mugghiò prima con il pianto di colui - e ciò fu giusto - che l’aveva costruito con la sua lima, muggiva con la voce del suppliziato, tanto che, per quanto fosse di bronzo, appariva trafitto dal dolore; così, per non trovar da principio nel fuoco né via d’uscita né foro, nelle o-scillazioni della fiamma si convertivano le parole grame"
" così, per non aver via né forame dal principio nel foco, in suo linguaggio si convertïan le parole grame"," Ma, dopo che ebbero trovato la loro via su per la punta, dandole quel guizzo che le avrebbe da-to la lingua al loro passaggio, udimmo dire: «O tu, al quale io drizzo la voce e che parlavi or ora italiano dicendo “Ora va’, più non ti spingo a parla-re”, perché io son giunto forse troppo tardi, non ti rincresca di restare a parlare con me"
" Ma poscia ch'ebber colto lor vïaggio su per la punta, dandole quel guizzo che dato avea la lingua in lor passaggio, udimmo dire: “O tu a cu' io drizzo la voce e che parlavi mo lombardo, dicendo ""Istra ten va, più non t'adizzo"", perch'io sia giunto forse alquanto tardo, non t'incresca restare a parlar meco"," Vedi che non rincresce a me, che ardo"
" vedi che non incresce a me, e ardo"," La situazione politica della Romagna Se tu soltanto ora in questo mondo cieco sei caduto da quella dolce terra italiana dalla quale io reco tut-ta la mia colpa, dimmi se i romagnoli hanno pace o guerra, perché io fui dei monti che sorgono là, tra Urbino e la giogaia dell’Appennino, dalla quale na-sce il Tevere"
" Se tu pur mo in questo mondo cieco caduto se' di quella dolce terra latina ond'io mia colpa tutta reco, dimmi se Romagnuoli han pace o guerra","» Io ero ancora tutto attento e chino in giù, quando la mia guida mi toccò il fianco con il gomito, dicendo: «Parla tu, questo è italiano"
 ch'io fui d'i monti là intra Orbino e 'l giogo di che Tever si diserra”,"» Ed io, che avevo già pronta la risposta, senza indu-gio incominciai a parlare: «O anima, che sei laggiù nascosta dalla fiamma, la tua Romagna non è, e non fu mai, senza conflitti nel cuore dei suoi tiranni, ma ora non ve ne lasciai alcu-no di visibile"
" Io era in giuso ancora attento e chino, quando il mio duca mi tentò di costa, dicendo: “Parla tu"," Ravenna sta com’è stata da molti anni a questa parte: l’aquila dei da Polenta la protegge, così come ricopre Cervia con le sue ali"
 questi è latino”," Forlì, che già fece lunga resistenza e una sanguinosa strage di francesi, si ritrova sotto le branche verdi degli Orde-laffi"
" E io, ch'avea già pronta la risposta, sanza indugio a parlare incominciai: “O anima che se' là giù nascosta, Romagna tua non è, e non fu mai, sanza guerra ne' cuor de' suoi tiranni"," E il vecchio e il nuovo mastino (=Malatesta e Malatestino da Verucchio), che fecero strazio di Montagnana dei Parcitadi, là, come il solito, fan succhiello dei loro denti e dissanguano i loro sudditi"
 ma 'n palese nessuna or vi lasciai," Faenza e Imola, bagnate dal Lamone e dal Santerno, son sotto il leoncello dal nido bianco di Maghinardo Pagani da Susinana, che muta partito dall’estate all’inverno"
" Ravenna sta come stata è molt'anni: l'aguglia da Polenta la si cova, sì che Cervia ricuopre co' suoi vanni"," E Cesena, della quale il fiu-me Savio bagna il fianco, così come essa siede tra la pianura e la montagna, vive tra tirannia e libere isti-tuzioni"
" La terra che fé già la lunga prova e di Franceschi sanguinoso mucchio, sotto le branche verdi si ritrova"," Ora ti prego di raccontarci chi sei: non essere restìo a rispondere più di quanto altri (=Dante stesso) sia stato con te, possa il tuo nome durare lungamente nel mondo"
" E 'l mastin vecchio e 'l nuovo da Verrucchio, che fecer di Montagna il mal governo, là dove soglion fan d'i denti succhio","» Guido, l’esperto in inganni che si fa in-gannare Dopo che il fuoco ebbe ruggito alquanto nel suo so-lito modo, la punta acuta della fiamma si mosse di qua e di là"
" Le città di Lamone e di Santerno conduce il lïoncel dal nido bianco, che muta parte da la state al verno"," Poi emise tali parole: «Se io credessi di rispondere a una persona che do-vesse tornare nel mondo, questa fiamma sarebbe senza più scosse e tacerebbe"
" E quella cu' il Savio bagna il fianco, così com'ella sie' tra 'l piano e 'l monte, tra tirannia si vive e stato franco"," Ma, poiché mai da questo fondo tornò alcun vivo (se io odo il vero), senza timore d’infamia ti rispondo"
" Ora chi se', ti priego che ne conte"," Io fui uomo d’ar-me e poi frate francescano, credendo, così cinto, di fare ammenda dei miei peccati"
" non esser duro più ch'altri sia stato, se 'l nome tuo nel mondo tegna fronte”"," E certamente quanto credevo si sarebbe avverato, se non ci fosse stato il papa - che gli venga ogni malanno"
" Poscia che 'l foco alquanto ebbe rugghiato al modo suo, l'aguta punta mosse di qua, di là, e poi diè cotal fiato: “S'i' credesse che mia risposta fosse a persona che mai tornasse al mondo, questa fiamma staria sanza più scosse"," -, che mi rimise nelle prime colpe"
" ma però che già mai di questo fondo non tornò vivo alcun, s'i' odo il vero, sanza tema d'infamia ti rispondo", E come e perché avvenne voglio che tu intenda
" Io fui uom d'arme, e poi fui cordigliero, credendomi, sì cinto, fare ammenda"," Mentre io ebbi forma di ossa e di carne che mia madre mi diede, le mie opere non fu-rono di leone, ma di volpe"
" e certo il creder mio venìa intero, se non fosse il gran prete, a cui mal prenda"," Io seppi tutti gli accor-gimenti e tutte le vie coperte, e ne feci tale uso, che la fama giunse fino al confine della Terra"
", che mi rimise ne le prime colpe"," Quando mi vidi giunto in quella parte della mia età (=la vec-chiaia), in cui ciascuno dovrebbe calar le vele e rac-coglier le sàrtie, ciò che prima mi piaceva, allora mi rincrebbe e, pentito e confesso, mi feci frate"
" e come e , voglio che m'intenda", Ahimè infelice
" Mentre ch'io forma fui d'ossa e di polpe che la madre mi diè, l'opere mie non furon leonine, ma di volpe"," Eppure mi sarebbe giovato, se non mi fossi lasciato sviare"
" Li accorgimenti e le coperte vie io seppi tutte, e sì menai lor arte, ch'al fine de la terra il suono uscie"," Bonifacio VIII chiede un consiglio fraudo-lento Il principe dei nuovi farisei (=Bonifacio VIII), aven-do guerra presso Roma contro i Colonna e non con-tro i saraceni né contro i giudei, perché ciascun ne-mico era cristiano e nessuno era andato a conquista-re la città di Acri [in Siria] né aveva fatto il mercan-te nella terra del sultano, né sommo ufficio né ordini sacri guardò in sé, né in me quel cordone, che un tempo faceva più magri coloro che lo cingevano"
" Quando mi vidi giunto in quella parte di mia etade ove ciascun dovrebbe calar le vele e raccoglier le sarte, ciò che pria mi piacëa, allor m'increbbe, e pentuto e confesso mi rendei"," Ma, come Costantino fece chiamare papa Silvestro I dalla grotta del Soratte, per guarir la lebbra; così co-stui mi fece venire quale maestro, per guarir la sua febbre superba"
 ahi miser lasso," Egli mi domandò un consiglio frau-dolento, io tacqui, perché le sue parole apparvero quelle di un ubriaco"
 e giovato sarebbe, Poi riprese a dire: “Il tuo cuore non sospetti
" Lo principe d'i novi Farisei, avendo guerra presso a Laterano, e non con Saracin né con Giudei, ché ciascun suo nimico era cristiano, e nessun era stato a vincer Acri né mercatante in terra di Soldano, né sommo officio né ordini sacri guardò in sé, né in me quel capestro che solea fare i suoi cinti più macri"," Fin d’ora ti assolvo, e tu inségnami come fare per conquistare la città di Pale-strina"
" Ma come Costantin chiese Silvestro d'entro Siratti a guerir de la lebbre, così mi chiese questi per maestro a guerir de la sua superba febbre"," Io posso chiudere e aprire il cielo, come tu sai, perché son due le chiavi che il mio predecessore Celestino V non ebbe care"
" domandommi consiglio, e io tacetti perché le sue parole parver ebbre","” Allora gli argomenti gravi mi spinsero là dove il si-lenzio mi apparve la scelta peggiore, e dissi: “O padre, poiché tu mi lavi di quel peccato nel qua-le ora io devo cadere, ecco il mio consiglio: una grande promessa di pace e di conciliazione, che poi non manterrai, ti farà trionfare nella tua alta sede”"
" E' poi ridisse: ""Tuo cuor non sospetti"," Il santo ignorante e il diavolo logico Francesco d’Assisi venne poi, come io fui morto, per prendere la mia anima; ma uno dei neri cherubini disse: “Non portarmelo via: non farmi torto"
" finor t'assolvo, e tu m'insegna fare sì come Penestrino in terra getti"," Deve venir giù tra i miei servi, perché diede il consiglio fraudo-lento, e da quel consiglio in poi gli son sempre rima-sto alle spalle, perché non si può assolvere chi non si pente, né ci si può pentire e voler insieme peccare, perché la contraddizione non lo permette…”"
" Lo ciel poss'io serrare e diserrare, come tu sai", O me dolente
" però son due le chiavi che 'l mio antecessor non ebbe care""",", come mi riscossi quando mi prese di-cendomi: “Forse tu non pensavi che io fossi un demonio logi-co?"
" Allor mi pinser li argomenti gravi là 've 'l tacer mi fu avviso 'l peggio, e dissi: ""Padre, da che tu mi lavi di quel peccato ov'io mo cader deggio, lunga promessa con l'attender corto ti farà trïunfar ne l'alto seggio""","” Mi portò da Minosse, e quello attorcigliò otto volte la coda al dorso impietoso; e, dopo che per la gran rabbia di soddisfazione se la morse, disse: “Costui deve andare tra i malvagi avvolti nel fuo-co”"
" Francesco venne poi, com'io fu' morto, per me"," Perciò io qui, dove vedi, sono perduto e, così avvol-to nella fiamma, mi dolgo andando in giro per la bolgia"
" ma un d'i neri cherubini li disse: ""Non portar","» Quando egli ebbe finito di parlare, la fiamma stra-ziata dal dolore si allontanò, torcendo e agitando la punta aguzza"
 non mi far torto," Noi passammo oltre, io e la mia gui-da, su per lo scoglio fino all’altro arco che copre la bolgia, nella quale pagano il fio coloro che, provo-cando divisioni, si acquistano il carico di colpa e di pena"
" Venir se ne dee giù tra ' miei meschini perché diede 'l consiglio frodolente, dal quale in qua stato li sono a' crini",
"Chi poria mai pur con parole sciolte dicer del sangue e de le piaghe a pieno ch'i' ora vidi, per narrar più volte? Ogne lingua per certo verria meno per lo nostro sermone e per la mente c'hanno a tanto comprender poco seno","Chi potrebbe mai, anche in prosa, descrivere piena-mente il sangue e le piaghe che io vidi, anche se provasse più volte? Le parole verrebbero certamente a mancare, perché il nostro linguaggio e la nostra mente hanno poca capacità di comprendere tutto questo"
" S'el s'aunasse ancor tutta la gente che già, in su la fortunata terra di Puglia, fu del suo sangue dolente per li Troiani e per la lunga guerra che de l'anella fé sì alte spoglie, come Livïo scrive, che non erra, con quella che sentio di colpi doglie per contastare a Ruberto Guiscardo"," Se si radunasse tutta la gente che nel trava-gliato Meridione d’Italia versò il suo sangue e soffrì dolorosamente nelle guerre contro i romani e poi nella lunghissima guerra, che a Canne fruttò ai car-taginesi un enorme bottino di anelli, come scrive Li-vio, che è sempre veritiero"
" e l'altra il cui ossame ancor s'accoglie a Ceperan, là dove fu bugiardo ciascun Pugliese, e là da Tagliacozzo, dove sanz'arme vinse il vecchio Alardo", Se vi si aggiungesse quella gente che fu fatta a pezzi per aver opposto re-sistenza a Roberto il Guiscardo
" e qual forato suo membro e qual mozzo mostrasse, d'aequar sarebbe nulla il modo de la nona bolgia sozzo"," E, ancora, se vi si aggiungesse l’altra gente le cui ossa ancora si rac-colgono a Benevento, dove i baroni pugliesi tradiro-no Manfredi di Svevia, e a Tagliacozzo, dove il vecchio Alardo vinse con l’astuzia, senza usare le armi"
" Già veggia, per mezzul perdere o lulla, com'io vidi un, così non si pertugia, rotto dal mento infin dove si trulla"," E, infine, se tutti costoro mostrassero le loro membra trafitte o mozzate"
 Tra le gambe pendevan le minugia," Ebbene, tutto ciò sareb-be ancora incapace a eguagliare l’aspetto orrendo della nona bolgia"
 la corata pareva e 'l tristo sacco che merda fa di quel che si trangugia," Maometto e i seminatori di discordie Una botte, che perde doghe del fondo o laterali, non era malridotta come un dannato che io vidi, che era tagliato in due dal mento fino al buco del culo"
" Mentre che tutto in lui veder m'attacco, guardommi e con le man s'aperse il petto, dicendo: “Or vedi com'io mi dilacco"," Tra le gambe gli pendevano le budella, si vedevano il cuore, i polmoni, la milza e lo stomaco ripugnante, che trasforma in merda ciò che si inghiotte"
 vedi come storpiato è Mäometto," Mentre lo guardavo con tutto me stesso, egli mi guardò e con le mani si aprì il petto, dicendo: «Adesso vedi come sono squarciato"
" Dinanzi a me sen va piangendo Alì, fesso nel volto dal mento al ciuffetto", Vedi com’è storpiato Maometto
" E tutti li altri che tu vedi qui, seminator di scandalo e di scisma fuor vivi, e però son fessi così"," Davanti a me se ne va piangen-do Alì, con il volto squarciato dal mento ai capelli"
" Un diavolo è qua dietro che n'accisma sì crudelmente, al taglio de la spada rimettendo ciascun di questa risma, quand'avem volta la dolente strada"," E tutti gli altri, che tu vedi qui, furono in vita semi-natori di discordie civili e religiose, perciò sono così mutilati"
 però che le ferite son richiuse prima ch'altri dinanzi li rivada," Qua dietro c’è un diavolo che ci accon-cia così crudelmente, sottoponendo di nuovo al ta-glio della spada ciascun dannato di questa schiera, una volta che abbiamo completato il doloroso giro della bolgia"
" Ma tu chi se' che 'n su lo scoglio muse, forse per indugiar d'ire a la pena ch'è giudicata in su le tue accuse?”", Però le ferite si rimarginano prima che ognuno di noi ritorni davanti a lui
" “Né morte 'l giunse ancor, né colpa 'l mena”, rispuose 'l mio maestro, “a tormentarlo"," Ma chi sei tu, che indugi sul ponte, forse per ritardare la pena che ti è inflitta per le tue colpe?» «Questi non è ancora morto e nessuna colpa lo con-duce qui tra i tormenti» gli rispose il mio maestro, «ma io, che sono morto, devo condurlo per l’inferno di cerchio in cerchio per fargli fare un’esperienza completa del vostro mondo"
" ma per dar lui esperïenza piena, a me, che morto son, convien menarlo per lo 'nferno qua giù di giro in giro"," E ciò è vero, come il fatto che io ti parlo»"
 e quest'è ver così com'io ti parlo”," Ci furono più di cento dannati che, quando lo senti-rono, si fermarono nella bolgia a guardarmi meravi-gliati, dimenticando la loro pena"
" Più fuor di cento che, quando l'udiro, s'arrestaron nel fosso a riguardarmi per maraviglia, oblïando il martiro"," «Allora tu, che forse tra poco rivedrai il Sole, di’ a fra’ Dolcino che, se non vuole raggiungermi presto, si procuri molti viveri, così che un inverno rigido non porti ai novaresi una vittoria che altrimenti sa-rebbe difficile da ottenere"
" “Or dì a fra Dolcin dunque che s'armi, tu che forse vedra' il sole in breve, s'ello non vuol qui tosto seguitarmi, sì di vivanda, che stretta di neve non rechi la vittoria al Noarese, ch'altrimenti acquistar non saria leve”","» Dopo che ebbe alzato in aria un piede per andarse-ne, Maometto mi disse queste parole, quindi lo posò a terra e si allontanò"
" Poi che l'un piè per girsene sospese, Mäometto mi disse esta parola"," Pier da Medicina, il tradimento di Malate-stino da Verucchio e il tribuno Caio Cu-rione Un altro dannato, che aveva la gola squarciata, il naso mozzo fin sotto le ciglia e soltanto un orecchio, si fermò a guardarmi pieno di meraviglia come gli altri, e prima degli altri aprì la canna della gola che fuori era da ogni parte bagnata di sangue"
 indi a partirsi in terra lo distese," E disse: «O tu, che non sei dannato da alcuna colpa e che io conobbi in Italia, se un’eccessiva somiglianza non mi inganna, ricòrdati di Pier da Medicina, in quel di Bologna, se mai tornerai a vedere la dolce pianura che digrada da Vercelli fino al castello veneziano di Marcabò"
" Un altro, che forata avea la gola e tronco 'l naso infin sotto le ciglia, e non avea mai ch'una orecchia sola, ristato a riguardar per maraviglia con li altri, innanzi a li altri aprì la canna, ch'era di fuor d'ogne parte vermiglia, e disse: “O tu cui colpa non condanna e cu' io vidi in su terra latina, se troppa simiglianza non m'inganna, rimembriti di Pier da Medicina, se mai torni a veder lo dolce piano che da Vercelli a Marcabò dichina"," E fa’ sapere ai due migliori uomini di Fa-no, a messer Guido del Cassero e anche ad Angiolel-lo da Carignano, che, se la nostra preveggenza non è vana, saranno scaraventati fuori della loro nave e gettati in mare dentro un sacco legato a una pietra presso Cattolica, per il tradimento di Malatestino da Verucchio, un tiranno fellone"
" E fa sapere a' due miglior da Fano, a messer Guido e anco ad Angiolello, che, se l'antiveder qui non è vano, gittati saran fuor di lor vasello e mazzerati presso a la Cattolica per tradimento d'un tiranno fello"," Tra Cipro e Maiorca (=in tutto il Mediterraneo) Nettuno non vide mai un crimine così grave, commesso da pirati o da predoni greci"
" Tra l'isola di Cipri e di Maiolica non vide mai sì gran fallo Nettuno, non da pirate, non da gente argolica"," Quel traditore, che vede soltanto con un oc-chio (=Malatestino) e che governa la terra (=Rimini) che un dannato qui con me vorrebbe non aver mai visto, li farà venire a parlare con lui"
" Quel traditor che vede pur con l'uno, e tien la terra che tale qui meco vorrebbe di vedere esser digiuno, farà venirli a parlamento seco"," Poi li ammaz-zerà, così non avranno bisogno di preghiere e voti per affrontare i venti di monte Focara, che sconvol-gono il mare, e ritornare salvi nella loro città»"
" poi farà sì, ch'al vento di Focara non sarà lor mestier voto né preco”"," E io a lui: «Mόstrami e dimmi, se vuoi che porti notizie di te, chi è colui che ha visto con amarezza Rimini?» Allora mise la mano sulla mascella a un suo compa-gno e gli aprì la bocca, gridando: «È questo qui, ma non può parlare"
" E io a lui: “Dimostrami e dichiara, se vuo' ch'i' porti sù di te novella, chi è colui da la veduta amara”"," Fu scacciato dal senato romano e spense ogni dubbio in Giulio Cesa-re, affermando che chi è pronto ad agire soffre sem-pre gravi danni ad aspettare"
" Allor puose la mano a la mascella d'un suo compagno e la bocca li aperse, gridando: “Questi è desso, e non favella", E gli consigliò di var-care il Rubicone e di marciare contro Roma»
" Questi, scacciato, il dubitar sommerse in Cesare, affermando che 'l fornito sempre con danno l'attender sofferse”"," Oh, quanto mi appariva sbalordito il tribuno Caio Curione, con la lingua tagliata nella gola, lui che fu così pronto a parlare"
" Oh quanto mi pareva sbigottito con la lingua tagliata ne la strozza Curïo, ch'a dir fu così ardito"," Il dolore di Mosca dei Lamberti per le genti di Toscana E un altro, che aveva entrambe le mani mozzate e levava i moncherini nell’aria oscura, insozzando di sangue la sua faccia, gridò: «Ricordati anche di Mosca dei Lamberti, che disse, ahimè"
" E un ch'avea l'una e l'altra man mozza, levando i moncherin per l'aura fosca, sì che 'l sangue facea la faccia sozza, gridò: “Ricordera'ti anche del Mosca, che disse, lasso",", “Cosa fatta capo ha”, che causò tanto male alla gente di Toscana"
", 'Capo ha cosa fatta', che fu mal seme per la gente tosca”","» Ed io gli aggiunsi: «E causò anche la fine della tua famiglia…» Allora egli, aggiungendo dolore a dolore, se ne andò come una persona presa dall’angoscia e impazzita"
 E io li aggiunsi: “E morte di tua schiatta”, 6 6 Bertram de Born Io invece rimasi a guardare lo stuolo di anime e vidi una cosa che avrei paura a raccontare soltanto io e senza portare una prova
" per ch'elli, accumulando duol con duolo, sen gio come persona trista e matta"," Ma mi rassicura e mi fa parlare la coscienza di dire il vero, la buona compa-gna che infonde coraggio all’uomo, perché essa sa di essere veritiera"
" Ma io rimasi a riguardar lo stuolo, e vidi cosa ch'io avrei paura, sanza più prova, di contarla solo"," Io vidi certamente, e mi sembra di vederlo ancora, un tronco senza la testa andare come andavano gli altri dannati di quella trista schiera"
" se non che coscïenza m'assicura, la buona compagnia che l'uom francheggia sotto l'asbergo del sentirsi pura"," Teneva la testa mozzata per i capelli, penzoloni co-me una lanterna"
" Io vidi certo, e ancor par ch'io 'l veggia, un busto sanza capo andar sì come andavan li altri de la trista greggia", Guardava noi e diceva: «Ahimè
" e 'l capo tronco tenea per le chiome, pesol con mano a guisa di lanterna: e quel mirava noi e dicea: “Oh me",» Faceva lume a se stesso con una parte di sé ed erano due individui in uno e uno in due
”," Come ciò possa avvenire, lo sa soltanto Colui che ci governa così"
" Di sé facea a sé stesso lucerna, ed eran due in uno e uno in due"," Quando fu presso il ponte, alzò il braccio con tutta la testa per farci sentire le sue parole, che furono: «Ora vedi la mia pena molesta tu, che respirando vai a vedere i morti"
" com'esser può, quei sa che sì governa", Vedi se un’altra è grave come que-sta
" Quando diritto al piè del ponte fue, levò 'l braccio alto con tutta la testa per appressarne le parole sue, che fuoro: “Or vedi la pena molesta, tu che, spirando, vai veggendo i morti: vedi s'alcuna è grande come questa"," E, affinché tu porti notizie di me, sappi che io sono Bertram de Born, quello che diede al giovane re Enrico III i cattivi consigli"
" E perché tu di me novella porti, sappi ch'i' son Bertram dal Bornio, quelli che diedi al re giovane i ma' conforti"," Io spinsi il figlio con-tro il padre: Achitofel non fece cosa diversa con As-salonne e David, con i suoi malvagi incitamenti"
 Io feci il padre e 'l figlio in sé ribelli," E, poiché io ho diviso persone così unite, porto il mio cervello, me misero"
 Achitofèl non fé più d'Absalone e di Davìd coi malvagi punzelli,", diviso dal midollo spinale che è in questo troncone"
" Perch'io parti' così giunte persone, partito porto il mio cerebro, lasso", Così si applica in me la legge del contrappasso
", dal suo principio ch'è in questo troncone",»
"La molta gente e le diverse piaghe avean le luci mie sì inebrïate, che de lo stare a piangere eran vaghe",La gente numerosa e le orribili piaghe avevano riempito di lacrime i miei occhi al punto che deside-ravo piangere
 Ma Virgilio mi disse: “Che pur guate? perché la vista tua pur si soffolge là giù tra l'ombre triste smozzicate? Tu non hai fatto sì a l'altre bolge," Ma Virgilio mi disse: «Che cosa guardi? Perché il tuo sguardo si sofferma laggiù, fra le anime tagliate a pezzi dei malvagi? Tu non hai fatto così nelle altre bolge"
" pensa, se tu annoverar le credi, che miglia ventidue la valle volge"," Pensa, se tu le volessi contare ad una ad una, che la bolgia ha la circonferenza di ventidue miglia"
 E già la luna è sotto i nostri piedi," E già la Luna è sotto i nostri piedi agli antipodi di Gerusalemme: il tempo che ci è concesso è poco e qui all’inferno ci sono da vedere molte altre cose, che tu non hai an-cora visto»"
" lo tempo è poco omai che n'è concesso, e altro è da veder che tu non vedi”"," «Se tu avessi saputo il motivo per cui guardavo» io risposi subito, «forse mi avresti permesso di tratte-nermi ancora…» Intanto la mia guida se ne andava ed io gli andavo dietro, ma continuavo a rispondere e ad aggiungere: «Dentro quella fossa dove or ora tenevo gli occhi fissi, credo che uno spirito del mio sangue pianga la colpa che laggiù si sconta a un prezzo così alto»"
" “Se tu avessi”, rispuos'io appresso, “atteso a la cagion per ch'io guardava, forse m'avresti ancor lo star dimesso”", Allora il maestro disse: «D’ora in avanti non romperti la testa su di lui
" Parte sen giva, e io retro li andava, lo duca, già faccendo la risposta, e soggiugnendo: “Dentro a quella cava dov'io tenea or li occhi sì a posta, credo ch'un spirto del mio sangue pianga la colpa che là giù cotanto costa”"," Pen-sa ad altro, e quello rimanga là"
 Allor disse 'l maestro: “Non si franga lo tuo pensier da qui innanzi sovr'ello," Io lo vidi, ai piedi del ponticello, che ti indicava agli altri con il dito e ti minacciava, e sentii che lo chiamavano Geri del Bello"
" Attendi ad altro, ed ei là si rimanga"," Allora tu eri a tal punto assorto ad ascoltare il signore del castello di Hautefort (=Bertram de Born), che non guardasti verso di lui finché Geri non se ne fu andato»"
" ch'io vidi lui a piè del ponticello mostrarti e minacciar forte col dito, e udi' 'l nominar Geri del Bello"," «O maestro mio» io dissi, «la sua morte violenta, che non è stata ancora vendicata da qualche parente che sia coinvolto nell’offesa, lo riempì di sdegno"
" Tu eri allor sì del tutto impedito sovra colui che già tenne Altaforte, che non guardasti in là, sì fu partito”"," Perciò se n’è andato senza parlarmi, come io riten-go"
" “O duca mio, la vïolenta morte che non li è vendicata ancor”, diss'io, “per alcun che de l'onta sia consorte, fece lui disdegnoso", E questo mi ha reso più pietoso verso di lui»
" ond'el sen gio sanza parlarmi, sì com'ïo estimo: e in ciò m'ha el fatto a sé più pio”"," La decima bolgia Parlammo così fino alla parte iniziale del ponte da cui si vedrebbe l’altra bolgia fino in fondo, se vi fos-se più luce"
" Così parlammo infino al loco primo che de lo scoglio l'altra valle mostra, se più lume vi fosse, tutto ad imo"," Quando noi giungemmo sopra l’ultima fossa di Malebolge, i dannati potevano apparire alla nostra vista"
